event_id	loci	Proximal_Site	TCGA-77-8008-01A-21R-2187-07	TCGA-51-4081-01A-01R-1100-07	TCGA-90-6837-01A-11R-1949-07	TCGA-56-8201-01A-11R-2247-07	TCGA-77-7138-01A-41R-2045-07	TCGA-22-5482-01A-01R-1635-07	TCGA-51-4079-01A-01R-1100-07	TCGA-56-8083-01A-11R-2247-07	TCGA-77-7338-01A-11R-2045-07	TCGA-56-7731-01A-11R-2125-07	TCGA-77-7335-01A-11R-2045-07	TCGA-33-6737-01A-11R-1820-07	TCGA-58-8386-01A-11R-2296-07	TCGA-56-8623-01A-11R-A28V-07	TCGA-85-7710-01A-11R-2125-07	TCGA-22-4609-01A-21R-2125-07	TCGA-43-6647-01A-11R-1820-07	TCGA-22-5472-01A-01R-1635-07	TCGA-77-7337-01A-21R-2045-07	TCGA-43-7657-01A-31R-2125-07	TCGA-22-5481-01A-31R-1949-07	TCGA-22-5478-01A-01R-1635-07	TCGA-22-5483-01A-01R-1820-07	TCGA-22-5489-01A-01R-1635-07	TCGA-77-7142-01A-11R-2045-07	TCGA-43-7658-01A-11R-2125-07	TCGA-56-7582-01A-11R-2045-07	TCGA-43-6143-01A-11R-1820-07	TCGA-39-5040-01A-21R-2125-07	TCGA-43-3394-01A-01R-0980-07	TCGA-56-8309-01A-11R-2296-07	TCGA-22-5491-01A-01R-1635-07	TCGA-90-7767-01A-11R-2125-07	TCGA-92-7340-01A-21R-2045-07	TCGA-43-6773-01A-41R-1949-07	TCGA-56-7730-01A-11R-2125-07	TCGA-34-8454-01A-11R-2326-07	TCGA-33-4587-01A-11R-2125-07	TCGA-43-6771-01A-11R-1820-07	TCGA-60-2709-01A-21R-1820-07	TCGA-56-7580-01A-11R-2045-07	TCGA-77-8007-01A-11R-2187-07	TCGA-56-7823-01B-11R-2247-07	TCGA-51-4080-01A-01R-1100-07	TCGA-43-5670-01A-21R-2125-07	TCGA-22-4593-01A-21R-1820-07	TCGA-56-7579-01A-11R-2045-07	TCGA-22-5471-01A-01R-1635-07	TCGA-34-7107-01A-11R-1949-07	TCGA-56-8082-01A-11R-2247-07	TCGA-56-7222-01A-11R-2045-07
NM_024583|SCRN3|chr2|+	chr2:175292440-175294780	175292878	0.45	0.32	0.26	0.22	0.23	0.48	0.41	0.43	0.49	0.27	0.20	0.23	0.45	0.45	0.37	0.40	NA	0.42	0.16	0.32	0.43	0.40	0.29	0.32	0.29	0.35	0.34	0.20	NA	0.32	0.47	0.24	0.33	0.40	NA	0.35	0.31	0.30	0.40	NA	0.32	0.46	0.32	0.43	0.18	0.36	0.21	0.25	0.41	0.46	0.19
NM_005669|REEP5|chr5|-	chr5:112212103-112214532	112214382	0.18	0.31	0.15	0.20	0.10	0.15	0.22	0.21	0.32	0.18	0.19	0.15	0.27	0.28	0.16	0.24	0.16	0.26	0.15	0.17	0.17	0.18	0.19	0.22	0.23	0.40	0.28	0.10	0.25	0.20	0.28	0.20	0.27	0.16	0.19	0.31	0.28	0.25	0.16	0.20	0.23	0.19	0.20	0.24	0.09	0.30	0.24	0.14	0.27	0.28	0.34
NM_013318|PRRC2B|chr9|+	chr9:134371126-134375593	134373493	0.73	0.73	0.77	0.60	0.87	0.64	0.85	0.34	0.92	0.77	1.00	0.71	0.45	0.82	0.58	0.62	0.57	0.81	0.46	0.72	0.32	0.41	0.64	0.41	0.74	0.67	0.79	0.25	0.66	0.71	0.72	0.57	0.32	0.71	0.89	0.79	0.56	0.79	0.58	0.46	0.89	0.52	0.65	0.67	0.30	0.63	0.65	0.62	0.53	0.60	0.82
NM_020347|LZTFL1|chr3|-	chr3:45865509-45867824	45867507	0.48	0.44	0.47	0.58	0.39	0.44	0.46	0.56	0.62	0.42	0.53	NA	0.53	0.70	0.40	0.55	0.45	0.53	0.49	0.46	0.42	0.36	0.45	0.43	0.36	0.59	NA	0.36	0.41	0.44	0.60	0.41	0.42	0.50	0.60	0.33	0.59	0.52	0.44	0.62	0.56	0.50	0.27	0.43	0.27	0.56	NA	0.26	0.32	0.43	0.47
NM_020123|TM9SF3|chr10|-	chr10:98277903-98282087	98280488	0.11	0.14	0.23	0.13	0.05	0.13	0.11	0.13	0.22	0.12	0.26	0.09	0.21	0.31	0.09	0.14	0.10	0.15	0.06	0.23	0.13	0.09	0.11	0.16	0.08	0.14	0.17	0.08	0.11	0.18	0.16	0.08	0.10	0.14	0.17	0.15	0.20	0.13	0.07	0.19	0.19	0.09	0.11	0.14	0.06	0.17	0.11	0.17	0.13	0.13	0.10
NM_005885|MARCH6|chr5|+	chr5:10433705-10437966	10433923	0.28	0.42	0.22	0.29	0.23	0.27	0.41	0.22	0.45	0.28	0.21	0.21	0.34	0.42	0.30	0.40	0.23	0.40	0.33	0.28	0.24	0.22	0.39	0.31	0.38	0.40	0.47	0.10	0.33	0.33	0.34	0.34	0.26	0.25	0.42	0.32	0.32	0.32	0.20	0.38	0.38	0.28	0.35	0.49	0.20	0.30	0.25	0.24	0.35	0.36	0.44
NM_001167856|SBNO1|chr12|-	chr12:123773641-123780597	123779258	0.36	0.20	0.36	0.13	0.14	0.24	0.17	0.19	0.33	0.18	0.08	0.11	0.23	0.31	0.22	0.23	0.20	0.24	0.08	0.43	0.13	0.17	0.15	0.17	0.15	0.28	0.28	0.19	0.24	0.21	0.32	0.12	0.11	0.08	0.39	0.11	0.25	0.33	0.14	0.20	0.26	0.26	0.13	0.18	0.07	0.32	0.18	0.19	0.22	0.18	0.22
NM_201430|RTN3|chr11|+	chr11:63525627-63530298	63527179	0.19	0.14	0.18	0.17	0.09	0.11	0.08	0.16	0.14	0.14	0.12	0.07	0.17	0.09	0.08	0.15	0.19	0.15	0.06	0.23	0.06	0.12	0.04	0.07	0.12	0.06	0.09	0.09	0.05	0.18	0.13	0.09	0.11	0.16	0.13	0.10	0.07	0.10	0.12	0.11	0.26	0.09	0.12	0.08	0.26	0.13	0.09	0.09	0.16	0.25	0.10
NM_018981|DNAJC10|chr2|+	chr2:183641847-183644557	183642673	0.32	0.39	0.27	0.44	0.36	0.29	0.38	0.30	0.43	0.36	0.61	0.25	0.37	0.44	0.27	0.28	0.26	0.39	0.30	0.37	0.22	0.22	0.29	0.30	0.37	0.31	0.43	0.26	0.26	0.37	0.41	0.27	0.27	0.44	0.40	0.31	0.37	0.30	0.33	0.35	0.51	0.33	0.32	0.26	0.34	0.33	0.43	0.24	0.32	0.30	0.38
NM_018299|UBE2W|chr8|-	chr8:74699831-74706350	74705377	0.27	0.35	0.20	0.37	0.32	0.28	0.24	0.23	0.35	0.27	0.41	0.23	0.34	0.42	0.30	0.27	0.24	0.32	0.23	0.40	0.35	0.19	0.31	0.27	0.37	0.43	0.42	0.27	0.27	0.24	0.31	0.23	0.27	0.30	0.42	0.39	0.31	0.26	0.20	0.33	0.44	0.24	0.27	0.40	0.26	0.25	0.25	0.31	0.26	0.39	0.36
NM_001008397|GPX8|chr5|+	chr5:54459882-54463477	54460504	0.66	0.35	0.37	0.52	0.28	0.59	0.40	0.39	0.55	0.27	0.39	0.42	0.39	NA	0.40	0.48	0.52	0.56	0.48	0.37	NA	0.60	0.54	0.47	0.52	NA	0.48	NA	0.33	0.37	0.67	0.45	0.56	0.62	0.69	0.42	0.71	0.25	0.32	0.66	0.69	0.52	0.21	0.38	0.28	0.57	NA	0.49	0.64	0.45	0.41
NM_052950|WDFY2|chr13|+	chr13:52333875-52340944	52334093	0.19	0.35	0.36	0.23	0.22	0.25	0.29	0.19	0.40	0.21	0.15	0.25	0.51	NA	0.37	0.45	0.43	0.44	0.22	0.27	NA	0.21	NA	NA	0.25	NA	0.41	0.21	0.35	0.30	0.48	0.27	NA	0.17	0.53	0.30	0.35	0.34	0.28	0.37	0.25	0.34	NA	0.30	0.14	NA	0.22	0.12	0.37	0.24	0.38
NM_024632|SAP30L|chr5|+	chr5:153835459-153840593	153835656	0.32	0.27	0.12	0.26	0.12	0.27	0.17	0.32	0.35	0.20	0.09	0.08	0.19	0.35	0.34	0.32	0.28	0.34	0.24	0.30	0.24	0.24	0.21	0.32	0.32	0.48	0.38	0.17	0.24	0.19	0.26	0.17	0.23	0.20	0.25	0.09	0.35	0.27	0.23	0.25	0.23	0.19	0.19	0.31	0.11	0.28	0.09	0.08	0.29	0.23	0.23
NM_015556|SIPA1L1|chr14|+	chr14:72205734-72207747	72206037	0.17	0.15	0.12	0.17	0.09	0.12	0.18	0.24	0.24	0.14	0.11	0.08	0.17	0.34	0.18	0.17	0.17	0.17	0.12	0.13	0.14	0.11	0.15	NA	0.11	0.33	0.09	0.07	0.21	0.14	0.25	0.10	0.18	0.10	NA	0.10	0.21	0.21	0.17	0.26	0.13	0.28	0.07	0.18	0.11	0.21	0.10	0.07	0.09	0.21	0.14
NM_152988|SPPL2B|chr19|+	chr19:2352943-2354786	2353889	0.24	0.33	0.34	0.28	0.23	0.22	0.37	0.28	0.37	0.28	0.29	0.26	0.31	0.41	0.27	0.40	0.20	0.31	0.19	0.32	0.30	0.25	0.47	0.26	0.24	0.41	0.24	0.24	0.24	0.45	0.40	0.31	0.29	0.20	0.27	0.28	0.38	0.53	0.33	0.33	0.48	0.25	0.30	0.35	0.29	0.41	0.26	0.43	0.40	0.22	0.29
NM_022100|MRPS14|chr1|-	chr1:174980587-174983987	174983649	0.13	0.13	0.11	0.09	0.06	0.09	0.08	0.15	0.14	0.09	0.12	0.07	0.15	0.25	0.10	0.14	0.15	0.20	0.07	0.12	0.09	0.10	0.08	0.11	0.11	0.17	0.14	0.09	0.13	0.09	0.14	0.05	0.10	0.09	0.10	0.10	0.13	0.16	0.07	0.16	0.11	0.14	0.06	0.07	0.05	0.13	0.08	0.05	0.10	0.10	0.08
NM_130834|OPA1|chr3|+	chr3:193412394-193415569	193412751	0.38	0.77	0.54	0.47	0.37	0.44	0.61	0.47	0.64	0.45	0.40	0.35	0.46	0.67	0.42	0.54	0.47	0.54	0.39	0.53	0.70	0.44	0.52	0.53	0.39	0.82	0.51	0.37	0.50	0.44	0.57	0.39	0.47	0.45	0.69	0.72	0.51	0.57	0.45	0.62	0.52	0.47	0.48	0.49	0.38	0.51	0.32	0.41	0.44	0.66	0.61
NM_001146273|TMEM64|chr8|-	chr8:91634223-91638090	91635959	0.30	0.33	NA	0.51	NA	0.35	0.33	0.39	0.49	0.51	NA	0.31	0.31	0.62	0.31	0.23	0.30	0.28	0.30	0.59	NA	0.27	0.38	0.25	0.36	NA	0.42	0.21	0.20	0.45	0.42	0.26	0.28	0.46	0.45	NA	0.30	NA	NA	0.41	0.64	0.25	0.32	NA	NA	0.35	NA	0.60	0.30	NA	0.40
NM_024594|PANK3|chr5|-	chr5:167975510-167984626	167984010	0.52	0.62	NA	0.59	0.32	0.59	0.38	0.30	0.70	0.38	0.20	0.48	0.68	0.72	0.65	0.62	0.55	0.68	0.31	0.55	0.38	0.40	0.40	0.47	0.37	0.73	0.68	0.52	0.55	0.28	0.60	0.27	0.29	0.36	NA	0.39	0.56	0.52	0.51	0.56	0.31	0.56	0.30	0.52	0.14	0.52	0.33	0.26	0.47	0.60	0.52
NM_020117|LARS|chr5|-	chr5:145492609-145493874	145493578	0.19	0.31	0.17	0.47	0.29	0.22	0.21	0.28	0.28	0.25	0.28	0.26	0.30	0.37	0.23	0.25	0.22	0.37	0.23	0.27	0.21	0.18	0.18	0.22	0.17	0.24	0.37	0.11	0.20	0.26	0.26	0.17	0.33	0.25	0.26	0.30	0.26	0.18	0.27	0.29	0.29	0.20	0.16	0.24	0.36	0.33	0.20	0.19	0.18	0.18	0.34
NM_018319|TDP1|chr14|+	chr14:90509413-90511093	90509611	NA	0.27	0.28	0.29	0.27	0.36	0.36	0.34	0.35	0.27	0.31	0.16	0.34	0.41	0.45	NA	NA	0.44	0.32	0.35	0.43	0.23	0.24	NA	0.29	0.50	0.28	0.17	0.40	0.33	NA	0.36	0.27	0.24	NA	0.24	0.39	0.34	0.27	NA	0.28	0.30	0.29	0.40	0.22	0.34	0.24	0.30	0.29	0.33	0.33
NM_001037174|ARL5A|chr2|-	chr2:152653226-152659838	152657578	0.25	0.18	0.37	0.19	0.19	0.28	0.13	0.18	0.28	0.15	0.15	0.24	0.24	0.26	0.29	0.22	0.16	0.23	0.15	0.30	0.25	0.26	0.12	0.22	0.10	0.24	0.19	0.15	0.17	0.16	0.21	0.13	0.18	0.19	0.25	0.22	0.31	0.29	0.20	0.26	0.19	0.21	0.12	0.14	0.06	0.33	0.21	0.24	0.15	0.21	0.18
NM_019009|TOLLIP|chr11|-	chr11:1295601-1298483	1297937	0.47	0.51	0.49	0.38	0.74	0.42	0.54	0.33	0.76	0.38	0.48	0.37	0.50	0.57	0.51	0.51	0.29	0.49	0.44	0.61	0.37	0.34	0.53	0.39	0.58	0.54	0.58	0.42	0.43	0.50	0.46	0.40	0.41	0.38	0.44	0.41	0.46	0.46	0.36	0.33	0.50	0.33	0.38	0.40	0.33	0.49	0.41	0.37	0.45	0.27	0.44
NM_138799|MBOAT2|chr2|-	chr2:8992818-8999034	8998289	0.19	0.22	0.19	0.14	0.12	0.27	0.13	0.26	0.38	0.14	0.07	0.10	0.32	0.33	0.30	0.24	0.20	0.24	0.17	0.31	0.11	0.14	0.17	0.24	0.18	0.33	0.23	0.18	0.23	0.18	0.20	0.11	0.18	0.10	0.29	0.15	0.24	0.27	0.12	0.23	NA	0.22	0.11	0.26	0.09	0.30	0.14	0.06	0.23	0.19	0.29
NM_024050|DDA1|chr19|+	chr19:17430354-17434406	17431065	0.30	0.26	0.21	0.19	0.28	0.21	0.19	0.65	0.48	0.22	0.14	0.26	0.54	0.36	0.28	0.27	0.26	0.40	0.15	0.53	0.11	0.26	0.16	0.30	0.22	0.24	0.26	0.48	0.20	0.37	0.19	0.15	0.10	0.10	0.32	0.13	0.49	0.38	0.29	0.24	0.38	0.34	0.35	0.12	0.21	0.62	0.29	0.18	0.43	0.22	0.33
NM_001257174|DDX19B|chr16|+	chr16:70367423-70369246	70367699	0.17	0.26	0.17	0.15	0.11	0.22	0.28	0.24	0.17	0.16	0.09	0.13	0.28	0.29	0.20	0.16	0.13	0.26	0.17	0.25	0.17	0.24	0.29	0.22	0.15	0.42	0.21	0.27	0.29	0.41	0.17	0.24	0.14	0.14	0.20	0.19	0.21	0.37	0.12	0.27	0.15	0.15	0.21	0.26	0.23	0.32	0.19	0.20	0.20	0.16	0.16
NM_201542|MED8|chr1|-	chr1:43849605-43850777	43850534	0.40	0.35	0.41	0.43	0.37	0.39	0.57	0.24	0.47	0.44	0.64	0.28	0.43	0.57	0.44	0.39	0.39	0.48	0.35	0.46	0.51	0.32	0.33	0.49	0.36	0.46	0.54	0.32	0.36	0.35	0.36	0.34	0.51	0.41	0.44	0.53	0.45	0.37	0.25	0.55	0.34	0.33	0.22	0.30	0.33	0.44	0.26	0.36	0.35	0.30	0.33
NM_001112736|FAM208A|chr3|-	chr3:56654155-56657871	56657057	0.44	0.42	0.35	0.49	0.32	0.42	0.26	0.47	0.35	0.40	0.48	0.23	0.39	0.49	0.19	0.50	0.47	0.35	0.30	0.23	0.17	0.19	0.31	0.30	0.33	0.28	0.35	0.18	0.34	0.29	0.62	0.24	0.40	0.36	0.54	0.32	0.55	0.18	0.35	0.38	0.65	0.30	0.34	0.52	0.21	0.39	0.44	0.33	0.42	0.46	0.26
NM_005151|USP14|chr18|+	chr18:211132-212022	211282	0.87	0.90	0.88	0.99	0.94	0.90	0.92	0.92	0.88	0.96	0.98	0.90	0.84	0.90	0.83	0.89	0.89	0.90	0.86	0.92	0.89	0.88	0.78	0.83	0.85	0.90	0.90	0.87	0.88	0.95	0.90	0.88	0.87	0.88	0.89	0.96	0.92	0.86	0.87	0.88	0.96	0.78	0.93	0.93	0.95	0.81	0.91	0.97	0.84	0.94	0.87
NM_004871|GOSR1|chr17|+	chr17:28849271-28855314	28852600	0.49	0.55	0.54	0.52	0.74	0.53	0.46	0.43	0.66	0.61	0.81	0.55	0.31	0.70	0.33	0.48	0.41	0.59	0.34	0.57	0.61	0.53	0.50	0.38	0.46	0.55	0.58	0.32	0.43	0.53	0.65	0.39	0.28	0.53	0.61	0.69	0.52	0.52	NA	0.52	0.81	0.39	0.39	0.46	0.42	0.49	0.59	0.69	0.40	0.44	0.53
NR_033417|GTF2H2B|chr5|+	chr5:69743060-69746168	69743279	0.19	0.25	0.27	0.23	0.14	0.32	0.26	0.27	0.30	0.17	0.07	0.07	0.17	0.39	0.20	0.18	0.27	0.34	0.12	NA	0.29	0.17	0.17	0.36	0.23	0.36	0.19	0.17	0.36	0.16	0.35	0.14	0.14	0.12	0.20	0.25	0.34	0.21	NA	0.36	0.13	0.13	0.12	0.27	0.09	0.25	0.10	0.14	0.18	0.19	0.22
NM_001144968|NEDD4L|chr18|+	chr18:56063398-56068766	56063739	0.07	0.16	0.13	0.14	0.10	0.11	0.14	0.09	0.22	0.11	0.10	0.08	0.21	0.24	0.09	0.20	0.07	0.19	0.08	0.16	0.09	0.07	0.11	0.14	0.19	0.16	0.11	0.04	0.13	0.15	0.16	0.09	0.06	0.10	0.23	0.10	0.12	0.12	0.07	0.14	0.14	0.12	0.13	0.13	0.07	0.18	0.12	0.08	0.15	0.15	0.18
NM_017653|DYM|chr18|-	chr18:46567853-46570574	46570212	0.24	0.20	0.21	0.19	0.22	0.27	0.26	0.28	0.31	0.15	0.13	0.15	0.37	0.44	0.19	0.26	0.28	0.27	0.15	0.23	0.19	0.20	0.22	0.23	0.18	0.33	0.24	0.19	0.26	0.20	0.34	0.17	0.21	0.16	0.29	0.17	0.34	0.29	0.20	0.36	0.14	0.28	0.09	0.23	0.13	0.41	0.19	0.15	0.24	0.17	0.20
NM_001007097|NTRK2|chr9|+	chr9:87425456-87430624	87425725	NA	0.61	NA	NA	NA	0.55	0.47	0.60	0.75	0.34	0.25	NA	0.56	NA	NA	0.58	0.55	0.64	0.42	0.57	NA	0.48	0.48	0.61	0.39	0.63	0.62	NA	NA	0.46	0.68	0.33	0.55	0.40	0.62	0.55	0.70	NA	NA	0.65	0.55	NA	0.41	0.59	NA	0.67	0.43	0.29	0.51	0.49	NA
NM_001515|GTF2H2|chr5|-	chr5:70328545-70331623	70331404	0.21	0.13	0.11	0.17	0.12	NA	0.20	0.19	0.23	0.09	0.09	0.09	0.27	0.29	0.27	0.20	0.21	0.25	0.09	NA	0.12	0.16	0.19	0.16	0.18	0.25	0.25	0.07	0.26	0.21	0.22	0.17	0.17	0.07	0.27	0.16	0.28	0.11	NA	0.23	0.17	0.15	0.13	0.14	0.11	0.22	0.10	0.08	NA	0.12	0.17
NM_006246|PPP2R5E|chr14|-	chr14:63838067-63842826	63841603	0.28	0.26	0.33	0.41	0.32	0.29	0.23	0.26	0.40	0.38	0.41	0.30	0.31	0.46	0.25	0.27	0.25	0.33	0.20	0.36	0.40	0.25	0.22	0.28	0.20	0.31	0.22	0.14	0.27	0.29	0.36	0.20	0.25	0.32	NA	0.33	0.40	0.26	0.23	0.31	0.47	0.32	0.24	0.25	0.29	0.28	0.33	0.32	0.24	0.28	0.25
NR_028131|CFL2|chr14|-	chr14:35179594-35182183	35181250	0.46	0.40	NA	0.46	0.35	0.34	0.38	0.49	0.54	0.43	0.61	0.30	0.39	0.57	0.30	0.39	0.27	0.34	0.37	0.49	NA	0.30	0.43	NA	0.47	0.35	0.53	0.32	0.34	0.48	0.44	0.37	0.44	0.44	NA	0.40	0.47	0.38	0.32	NA	0.67	0.25	0.36	0.28	0.36	0.32	0.33	0.35	0.38	0.41	0.45
NM_021982|SEC24A|chr5|+	chr5:134060669-134063604	134060992	0.63	0.74	0.50	0.71	0.65	0.48	0.64	0.56	0.68	0.58	0.67	0.46	0.67	0.73	0.64	0.68	0.44	0.83	0.57	0.59	0.48	0.50	0.67	0.59	0.61	NA	0.79	0.43	0.66	0.77	0.65	0.57	0.69	0.62	0.51	NA	0.60	0.65	0.42	0.60	0.60	0.67	0.59	0.69	0.31	0.57	0.66	0.45	0.66	0.74	0.73
NM_001609|ACADSB|chr10|+	chr10:124813210-124817815	124813881	NA	NA	0.58	0.60	NA	NA	0.59	0.51	0.65	0.64	NA	NA	NA	NA	0.52	0.58	0.50	0.58	0.36	0.52	0.43	0.45	NA	0.42	0.49	0.86	0.55	0.29	NA	0.54	0.62	0.32	NA	0.40	NA	NA	0.55	0.72	NA	0.51	0.50	NA	0.37	0.51	0.31	NA	0.49	0.35	0.39	0.42	0.70
NM_004999|MYO6|chr6|+	chr6:76624529-76629244	76625796	0.12	0.18	0.27	0.17	0.10	0.12	0.11	0.15	0.27	0.12	0.15	0.09	0.17	0.25	0.17	0.18	0.11	0.16	0.06	0.31	0.08	0.11	0.10	0.16	0.11	0.15	0.19	0.08	0.10	0.18	0.15	0.08	0.09	0.10	0.24	0.21	0.18	0.15	0.14	0.22	0.19	0.13	0.10	0.16	0.08	0.20	0.14	0.17	0.15	0.09	0.19
NM_020177|FEM1C|chr5|-	chr5:114856427-114861314	114858496	0.27	0.26	NA	NA	0.42	0.19	0.36	NA	0.46	NA	NA	NA	0.25	0.57	0.21	0.28	0.28	0.29	0.27	NA	NA	NA	NA	0.28	0.36	0.30	0.40	0.25	0.29	0.26	NA	0.23	NA	NA	NA	0.46	NA	0.29	0.17	0.40	NA	0.26	0.34	NA	NA	NA	0.30	NA	0.28	NA	0.46
NM_021940|SMAP1|chr6|+	chr6:71569902-71571707	71570846	0.63	0.33	0.60	0.53	0.57	0.38	0.30	0.24	0.48	0.47	0.73	0.35	0.42	0.61	0.24	0.31	0.38	0.40	0.25	0.57	0.57	0.71	0.26	0.38	0.31	0.43	0.36	0.22	0.67	0.37	0.41	0.40	0.30	0.58	0.56	0.30	0.49	0.46	0.30	0.36	0.69	0.38	0.26	0.22	0.56	0.42	0.58	0.31	0.25	0.21	0.27
NM_003659|AGPS|chr2|+	chr2:178402801-178404707	178403923	0.24	0.27	0.18	0.38	0.34	0.18	0.37	0.24	0.42	0.29	0.46	0.17	0.34	0.36	0.29	0.33	0.26	0.28	0.28	0.38	0.14	0.15	0.20	0.25	0.29	0.24	0.38	0.13	0.27	0.31	0.22	0.19	0.29	0.33	0.26	0.20	0.23	0.22	0.17	0.27	0.49	0.25	0.28	0.32	0.23	0.21	0.29	0.19	0.21	0.23	0.40
NM_002395|ME1|chr6|-	chr6:83920135-83921813	83921631	0.42	0.40	0.43	0.38	NA	0.43	0.53	0.38	0.42	0.52	0.48	0.32	0.45	0.48	0.40	0.42	0.57	0.55	0.38	0.55	0.25	0.30	0.38	0.33	0.38	0.38	0.47	0.30	NA	0.45	0.61	0.36	0.35	0.39	0.42	0.36	0.51	0.31	0.26	0.40	0.64	0.45	0.37	0.41	0.40	0.45	0.42	0.41	0.39	0.42	0.40
NM_032682|FOXP1|chr3|-	chr3:71003442-71008542	71005330	0.29	NA	0.33	0.47	0.29	NA	0.35	0.29	NA	0.50	0.85	0.29	NA	0.73	0.17	0.33	0.31	0.30	0.31	NA	0.31	0.29	0.31	0.32	NA	0.57	NA	0.21	0.29	NA	0.45	NA	0.26	0.46	0.27	NA	0.33	0.27	0.21	0.51	NA	0.23	NA	NA	NA	0.33	0.36	NA	NA	0.28	0.26
NM_005402|RALA|chr7|+	chr7:39745721-39747719	39745871	0.55	0.48	0.39	0.57	0.44	0.49	0.50	0.59	0.62	0.60	0.53	0.31	0.46	0.73	0.56	0.54	0.52	0.74	0.40	0.54	0.61	0.41	0.57	0.54	0.54	0.67	0.42	0.45	0.56	0.46	0.59	0.44	0.50	0.43	0.62	0.39	0.57	0.58	0.48	0.58	0.60	0.51	0.33	0.61	0.56	0.65	0.45	0.47	0.49	0.50	0.54
NM_001130007|GSPT1|chr16|-	chr16:11962021-11967028	11966571	0.08	0.11	0.08	0.08	0.06	0.08	0.08	0.08	0.16	0.10	0.06	0.05	0.13	0.23	0.08	0.14	0.08	0.13	0.09	0.09	0.05	0.07	0.07	0.08	0.08	0.13	0.09	0.04	0.08	0.08	0.10	0.06	0.07	0.07	0.09	0.07	0.10	0.10	0.07	0.14	0.11	0.09	0.05	0.09	0.05	0.12	0.06	0.05	0.07	0.13	0.13
NM_001256828|SMG6|chr17|-	chr17:1961788-1964916	1963192	0.70	0.23	0.67	0.57	NA	0.24	0.22	0.36	0.68	0.74	0.72	0.47	0.27	0.59	0.28	0.59	0.56	0.24	0.54	0.49	0.25	0.25	0.32	0.41	0.27	0.11	0.17	0.17	0.23	0.23	0.73	NA	0.28	0.78	0.44	0.15	0.41	0.22	0.19	0.41	0.41	0.53	0.28	NA	0.21	0.33	0.42	0.31	0.26	0.13	0.24
NM_000259|MYO5A|chr15|-	chr15:52599463-52606045	52605471	0.35	0.50	0.20	0.25	0.16	0.32	0.31	0.27	0.54	0.22	0.07	NA	0.45	0.37	NA	0.40	0.42	0.46	0.21	0.50	0.15	NA	0.34	0.34	0.28	NA	0.52	0.26	0.33	0.34	0.32	0.25	0.27	0.16	0.52	0.24	0.43	NA	0.24	0.40	NA	0.35	0.35	0.38	0.15	0.59	0.21	0.15	0.47	NA	0.42
NM_018003|UACA|chr15|-	chr15:70946983-70949466	70949311	0.20	0.23	0.12	0.21	0.16	0.15	0.28	0.20	0.31	0.20	0.31	0.17	0.27	0.36	NA	0.30	0.22	0.35	0.31	0.19	NA	0.13	0.24	0.25	0.20	0.32	0.29	0.21	0.22	0.24	0.25	0.14	0.38	0.30	0.21	0.16	0.30	0.24	NA	0.32	0.19	0.21	NA	NA	0.12	0.25	0.15	0.12	0.26	0.18	0.21
NM_001193451|TMTC1|chr12|-	chr12:29653763-29659919	29659107	NA	0.62	NA	NA	NA	0.60	0.51	0.57	0.81	0.43	0.26	0.27	0.70	NA	NA	0.55	0.38	NA	0.28	NA	NA	0.34	0.45	NA	0.46	NA	0.69	0.38	NA	0.43	NA	0.36	NA	NA	0.70	0.25	NA	NA	NA	0.48	NA	NA	0.27	NA	NA	0.58	0.46	0.22	0.48	0.63	NA
NM_001177|ARL1|chr12|-	chr12:101786916-101789448	101789241	0.33	0.43	0.30	0.45	0.26	0.38	0.44	0.54	0.42	0.38	0.48	0.22	0.32	0.51	0.36	0.41	0.42	0.52	0.44	0.28	0.36	0.32	0.35	0.40	0.45	0.37	0.46	0.29	0.38	0.40	0.46	0.36	0.35	0.35	0.36	0.45	0.39	0.31	0.26	0.48	0.51	0.29	0.48	0.44	0.31	0.34	0.32	0.39	0.41	0.56	0.39
NM_015412|C3orf17|chr3|-	chr3:112723726-112724851	112724252	0.85	0.77	0.91	0.97	0.96	0.84	0.82	0.79	0.88	0.99	1.00	0.93	0.82	0.95	0.83	0.90	0.77	0.91	0.81	0.94	0.89	0.91	0.83	0.79	0.87	0.91	0.91	0.78	0.83	0.81	0.90	0.84	0.86	0.96	0.91	0.88	0.86	0.87	0.84	0.81	0.98	0.91	0.91	0.73	0.98	0.80	0.83	0.96	0.85	0.88	0.85
NM_001206652|SH3GLB1|chr1|+	chr1:87208810-87213858	87209206	0.27	0.31	0.20	0.20	0.11	0.24	0.17	0.22	0.37	0.16	0.10	0.14	0.28	0.35	0.26	0.31	0.34	0.26	0.26	0.24	0.18	0.18	0.24	0.28	0.17	0.35	0.22	0.24	0.28	0.20	0.30	0.15	0.25	0.15	0.21	0.15	0.33	0.24	0.18	0.32	0.20	0.25	0.14	0.25	0.14	0.35	0.13	0.09	0.29	0.27	0.22
