event_id	loci	Proximal_Site	TCGA-38-4627-01A-01R-1206-07	TCGA-49-4512-01A-21R-1858-07	TCGA-55-6983-01A-11R-1949-07	TCGA-55-6978-01A-11R-1949-07	TCGA-73-4676-01A-01R-1755-07	TCGA-91-6828-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6984-01A-11R-1949-07	TCGA-91-6829-01A-21R-1858-07	TCGA-44-2668-01A-01R-A278-07	TCGA-44-2668-01B-02R-A277-07	TCGA-44-2668-01A-01R-0946-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6831-01A-11R-1858-07	TCGA-50-5932-01A-11R-1755-07	TCGA-49-6744-01A-11R-1858-07	TCGA-50-5931-01A-11R-1755-07	TCGA-44-2662-01B-02R-A277-07	TCGA-44-2662-01A-01R-A278-07	TCGA-44-2662-01A-01R-0946-07	TCGA-44-6778-01A-11R-1858-07	TCGA-38-4632-01A-01R-1755-07	TCGA-44-6146-01A-11R-1755-07	TCGA-44-6146-01A-11R-A278-07	TCGA-44-6146-01B-04R-A277-07	TCGA-44-3396-01A-01R-1206-07	TCGA-50-6595-01A-12R-1858-07	TCGA-55-6979-01A-11R-1949-07	TCGA-55-6975-01A-11R-1949-07	TCGA-44-2661-01A-01R-1107-07	TCGA-50-5935-01A-11R-1755-07	TCGA-55-6986-01A-11R-1949-07	TCGA-38-4625-01A-01R-1206-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-5645-01B-04R-A277-07	TCGA-44-5645-01A-01R-A278-07	TCGA-44-5645-01A-01R-1628-07	TCGA-44-6148-01A-11R-1755-07	TCGA-91-6849-01A-11R-1949-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-2665-01B-06R-A277-07	TCGA-44-2665-01A-01R-A278-07	TCGA-50-5939-01A-11R-1628-07	TCGA-55-6969-01A-11R-1949-07	TCGA-55-6980-01A-11R-1949-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6761-01A-31R-1949-07	TCGA-55-6981-01A-11R-1949-07	TCGA-44-6145-01A-11R-1755-07	TCGA-55-6971-01A-11R-1949-07	TCGA-44-6776-01A-11R-1858-07	TCGA-50-5930-01A-11R-1755-07	TCGA-91-6847-01A-11R-1949-07	TCGA-49-4490-01A-21R-1858-07	TCGA-44-6147-01A-11R-1755-07	TCGA-44-6147-01B-06R-A277-07	TCGA-44-6147-01A-11R-A278-07	TCGA-55-6985-01A-11R-1949-07	TCGA-55-6982-01A-11R-1949-07	TCGA-55-6968-01A-11R-1949-07	TCGA-91-6835-01A-11R-1858-07	TCGA-55-6970-01A-11R-1949-07	TCGA-55-6972-01A-11R-1949-07	TCGA-50-5936-01A-11R-1628-07	TCGA-91-6836-01A-21R-1858-07	TCGA-38-4626-01A-01R-1206-07
NM_001142389|PNPLA4|chrX|-	chrX:7866806-7868858	7868708	NA	0.16	0.17	NA	0.27	NA	0.15	0.29	NA	0.19	NA	NA	NA	NA	0.20	0.33	NA	0.25	0.13	NA	NA	NA	NA	0.09	0.56	NA	NA	0.26	0.15	0.26	NA	0.19	0.23	0.35	0.21	0.17	NA	0.21	0.36	0.53	0.21	NA	0.23	NA	0.09	0.20	NA	0.26	NA	0.22	0.21	0.36	0.35	0.37	0.12	0.14	0.21	0.31	NA	NA	0.28	0.23	NA	NA	0.18	0.10	0.23	NA	0.43
NM_014781|RB1CC1|chr8|-	chr8:53534605-53536419	53535521	0.19	0.45	0.32	0.20	0.25	0.23	0.24	0.31	0.14	0.32	0.12	NA	NA	0.21	0.20	0.17	0.27	0.22	0.25	NA	0.12	0.13	0.22	0.30	0.19	NA	0.28	0.25	0.17	0.28	0.24	0.39	0.41	0.30	0.38	0.29	0.34	0.17	0.26	0.38	0.41	0.18	0.16	NA	0.18	0.19	0.33	0.31	0.17	0.37	0.18	0.23	0.30	0.28	0.21	0.30	0.29	0.28	0.27	0.14	0.26	0.32	0.38	0.24	0.23	0.57	0.28	0.17	0.26
NM_003463|PTP4A1|chr6|+	chr6:64289961-64293492	64291320	0.35	0.38	0.46	0.39	0.37	0.32	0.27	0.39	0.25	0.44	0.40	0.27	0.39	0.24	0.45	0.35	0.28	0.48	0.43	0.66	0.28	0.24	0.45	0.28	0.48	0.50	0.77	0.36	0.32	0.33	0.26	0.33	0.54	0.57	0.23	0.52	0.75	0.42	0.44	0.50	0.46	0.30	0.28	0.72	0.40	0.38	0.42	0.50	0.49	0.36	0.36	0.29	0.40	0.49	0.24	0.46	0.30	0.46	0.78	0.39	0.51	0.50	0.39	0.31	0.33	0.35	0.30	0.17	0.54
NM_017988|SCYL2|chr12|+	chr12:100732305-100735564	100733793	0.38	0.80	0.56	0.45	0.43	0.39	0.38	0.49	0.27	0.48	0.36	0.26	0.37	0.24	0.38	0.42	0.39	0.43	0.41	0.88	0.35	0.24	0.31	0.46	0.30	0.26	0.71	0.31	0.42	0.49	0.32	0.52	0.77	0.53	0.50	0.71	0.79	0.39	0.44	0.50	0.65	0.29	0.33	NA	0.62	0.40	0.58	0.60	0.41	0.80	0.34	0.43	0.36	0.56	0.29	0.68	0.64	0.43	0.53	0.43	0.31	0.50	0.45	0.33	0.41	0.60	0.36	0.22	0.39
NM_002936|RNASEH1|chr2|-	chr2:3589001-3593461	3593242	0.34	0.18	0.28	0.43	0.29	0.49	0.41	0.44	0.35	0.45	0.46	0.19	NA	0.19	0.32	0.37	0.43	0.36	0.37	NA	0.31	0.33	0.40	0.24	0.61	NA	NA	0.38	0.23	0.22	0.29	0.38	0.29	0.55	0.27	0.20	NA	0.45	0.50	0.53	0.29	0.30	0.41	NA	0.38	0.46	0.34	0.37	0.48	0.28	0.26	0.49	0.39	0.36	0.24	0.47	0.22	0.30	NA	0.39	0.32	0.32	0.50	0.44	0.38	0.35	0.23	0.16	0.41
NM_003818|CDS2|chr20|+	chr20:5170747-5178526	5170966	0.12	0.08	0.13	0.14	0.09	0.19	0.13	0.15	0.15	0.19	0.20	0.11	NA	0.10	0.19	0.16	0.21	0.12	0.18	NA	0.18	0.14	0.21	0.08	0.23	0.24	NA	0.10	0.14	0.10	0.13	0.13	0.19	0.29	0.07	0.09	NA	0.37	0.29	0.29	0.18	0.17	0.14	NA	0.15	0.23	0.14	0.16	0.14	0.14	0.15	0.18	0.17	0.19	0.14	0.19	0.12	0.18	NA	0.23	0.15	0.13	0.21	0.20	0.19	0.10	0.13	0.10	0.19
NM_004330|BNIP2|chr15|-	chr15:59950628-59956319	59955124	0.41	0.27	0.35	0.25	0.18	0.30	0.48	0.39	0.25	0.76	0.34	0.24	0.42	0.20	0.35	0.38	0.30	0.29	0.27	0.32	0.31	0.30	0.29	0.27	0.35	0.40	0.44	0.29	0.29	0.20	0.23	0.36	0.41	0.37	0.19	0.23	0.52	0.52	0.42	0.51	0.25	0.28	0.51	0.70	0.34	0.36	0.24	0.40	0.24	0.20	0.30	0.39	0.26	0.48	0.28	0.50	0.23	0.39	0.60	0.44	0.30	0.30	0.31	0.28	0.27	NA	0.64	0.14	0.31
NM_004239|TRIP11|chr14|-	chr14:92432334-92436237	92435936	0.28	0.18	0.23	0.29	0.26	0.33	0.23	NA	0.25	0.29	0.33	NA	NA	0.17	0.26	0.36	0.36	0.26	0.25	NA	NA	0.24	0.42	0.37	0.28	NA	NA	NA	0.28	0.21	0.24	0.42	0.34	0.42	0.38	0.22	NA	NA	0.42	0.39	0.30	0.18	0.31	NA	NA	0.45	NA	0.30	0.35	0.35	0.24	NA	0.33	0.37	NA	0.33	0.21	0.27	NA	NA	0.32	NA	NA	0.33	0.34	0.38	0.32	0.28	0.33
NM_005801|EIF1|chr17|+	chr17:39847033-39847925	39847231	0.35	0.43	0.35	0.45	0.35	0.41	0.43	0.43	0.41	0.42	0.47	0.37	0.30	0.29	0.34	0.54	0.35	0.42	0.61	0.47	0.51	0.45	0.52	0.39	0.55	0.64	0.56	0.41	0.39	0.37	0.31	0.33	0.56	0.39	0.55	0.46	0.59	0.55	0.45	0.57	0.40	0.43	0.53	0.61	0.68	0.49	0.40	0.51	0.48	0.41	0.40	0.50	0.45	0.38	0.38	0.43	0.43	0.43	0.48	0.48	0.45	0.37	0.47	0.50	0.42	0.47	0.38	0.38	0.47
NM_001142416|AIMP1|chr4|+	chr4:107268682-107270376	107268880	0.27	0.38	0.30	0.39	0.26	0.33	0.37	0.37	0.42	0.25	0.39	0.18	NA	0.17	0.27	0.44	0.43	0.22	0.46	NA	0.43	0.37	0.44	0.35	0.43	0.41	NA	0.31	0.31	0.30	0.33	0.27	0.34	0.33	0.33	0.31	NA	0.46	0.48	0.36	0.35	0.21	0.31	NA	0.40	0.34	0.38	0.38	0.41	0.43	0.42	0.35	0.30	0.40	0.40	0.36	0.40	0.29	NA	0.26	0.35	0.35	0.37	0.31	0.26	0.47	0.30	0.24	0.38
NM_017944|USP47|chr11|+	chr11:11977547-11982450	11978261	0.37	0.14	0.16	0.21	0.13	0.13	0.15	0.26	0.20	0.16	0.18	NA	NA	0.11	0.31	0.18	0.16	0.21	0.16	NA	NA	0.13	0.21	0.17	0.22	0.19	0.44	0.14	0.19	0.13	0.10	0.27	0.19	0.20	0.14	0.12	0.37	0.18	0.19	0.44	0.12	0.19	0.29	NA	0.35	0.16	0.14	0.27	0.17	0.18	0.13	0.17	0.12	0.18	0.10	0.12	0.15	0.23	NA	0.20	0.14	0.19	0.14	0.17	0.15	0.16	0.14	0.11	0.19
NM_017872|THG1L|chr5|+	chr5:157166328-157168441	157166632	0.25	0.16	0.18	0.21	0.26	NA	0.21	0.26	0.17	0.19	NA	NA	NA	0.19	NA	NA	0.10	0.24	0.35	NA	NA	0.22	NA	0.19	0.31	NA	NA	0.25	0.16	0.23	NA	0.18	0.16	0.21	0.36	0.43	NA	0.19	0.17	0.35	0.21	NA	0.20	NA	0.16	0.25	0.25	NA	0.19	0.12	0.13	0.27	0.29	0.25	0.16	0.32	0.14	0.25	NA	NA	0.30	0.22	0.26	NA	0.29	0.13	0.31	0.17	0.26
NM_001165|BIRC3|chr11|+	chr11:102207639-102210096	102208431	0.23	0.25	0.24	0.23	0.25	0.21	0.25	0.24	0.13	0.22	NA	0.21	0.21	0.20	0.23	NA	0.22	0.29	NA	0.35	0.21	0.23	0.42	0.17	0.32	NA	0.42	0.30	0.20	0.23	0.21	0.20	0.31	0.31	0.19	0.36	0.52	0.35	0.29	0.28	0.24	0.33	0.20	NA	0.19	0.24	0.24	0.28	0.31	0.25	0.19	0.26	0.34	0.31	0.20	NA	0.19	0.28	0.52	0.34	0.28	0.25	0.30	0.36	0.24	NA	0.26	NA	0.41
NM_178014|TUBB|chr6|+	chr6:30691116-30693350	30692331	0.61	0.88	0.82	0.73	0.58	0.69	0.90	0.61	0.59	0.74	0.68	0.40	0.91	0.53	0.76	0.36	0.51	0.67	0.49	0.98	0.42	0.59	0.52	0.46	0.53	0.44	1.00	0.77	0.77	0.87	0.51	0.66	0.95	0.70	0.52	0.60	0.99	0.49	0.74	0.75	0.66	0.60	0.74	1.00	0.70	0.58	0.46	0.86	0.71	0.83	0.57	0.66	0.59	0.77	0.60	0.96	0.93	0.70	NA	0.43	0.66	0.58	0.64	0.51	0.65	0.45	0.71	0.25	0.76
NM_001199917|PGM3|chr6|-	chr6:83872953-83879042	83876471	0.51	0.69	0.65	0.37	0.28	0.55	0.56	NA	0.30	0.57	0.59	NA	NA	0.33	NA	0.51	NA	0.50	0.58	0.34	0.31	0.36	0.47	0.44	0.52	0.53	0.45	0.44	0.44	0.45	0.37	NA	NA	0.52	0.37	0.60	NA	NA	NA	NA	NA	0.40	0.49	NA	0.44	NA	0.56	NA	0.44	0.53	0.41	0.49	0.49	NA	0.45	0.62	NA	NA	NA	NA	NA	0.53	0.50	NA	0.47	NA	0.48	0.35	0.58
NM_020132|AGPAT3|chr21|+	chr21:45402184-45407033	45404528	0.52	0.69	0.75	0.44	0.57	0.37	0.57	0.32	0.40	0.85	0.48	NA	NA	0.48	0.58	0.21	0.39	0.54	0.72	NA	0.35	0.50	0.60	0.31	0.60	NA	NA	0.65	0.49	0.58	0.40	0.58	0.54	0.57	0.58	0.44	NA	0.35	0.44	0.65	0.34	0.51	0.47	NA	NA	0.51	0.73	0.43	0.51	0.78	0.51	0.61	0.73	0.54	0.78	0.37	0.62	0.44	NA	NA	0.58	0.19	0.62	0.49	0.57	0.66	0.73	0.63	0.62
NM_005124|NUP153|chr6|-	chr6:17615161-17616412	17615754	0.37	1.00	0.85	0.73	0.53	0.75	0.48	0.71	0.54	0.80	0.48	0.40	NA	0.43	0.58	0.52	0.48	0.44	0.56	NA	NA	0.23	0.43	0.81	0.47	0.42	NA	0.40	0.50	0.85	0.92	0.85	0.64	0.88	0.55	0.63	NA	NA	0.60	0.62	0.94	0.53	0.33	NA	NA	0.80	0.88	0.69	0.43	0.89	0.76	0.51	0.75	0.57	0.51	0.97	1.00	0.62	NA	NA	0.76	0.82	0.83	0.37	0.58	0.98	0.37	0.53	0.50
NM_001199261|UCHL5|chr1|-	chr1:192981169-192985525	192984654	0.21	NA	0.19	0.21	0.10	0.23	0.26	0.24	0.10	0.32	0.24	NA	NA	0.13	0.24	0.45	0.25	0.27	0.28	NA	0.26	0.23	0.26	0.10	0.31	NA	NA	0.21	0.17	0.12	0.18	0.18	0.35	0.25	0.23	0.28	NA	NA	0.30	0.39	0.15	0.13	0.26	NA	0.38	0.19	0.24	0.19	0.25	0.27	0.17	0.28	0.22	0.27	0.17	0.22	0.14	0.21	NA	0.32	0.14	0.28	0.19	0.19	0.19	0.27	0.24	0.12	0.30
NM_006775|QKI|chr6|+	chr6:163991725-163999706	163994790	0.10	0.13	0.11	0.08	0.04	0.06	0.09	0.07	0.04	0.06	0.07	0.05	0.20	0.06	0.08	0.11	0.05	0.10	0.04	0.39	0.10	0.08	0.15	0.06	0.08	NA	0.34	0.09	0.05	0.09	0.06	0.12	0.12	0.08	0.06	NA	0.37	0.09	0.09	0.11	0.16	0.05	0.07	0.22	0.07	0.07	0.10	0.12	0.06	0.05	0.06	0.06	0.08	0.06	0.08	0.03	0.14	0.07	0.30	0.09	0.09	0.07	0.13	0.07	0.05	NA	0.06	0.01	0.15
NM_153188|TNPO1|chr5|+	chr5:72204535-72210471	72206044	0.63	0.69	0.54	0.74	0.53	0.78	0.46	0.81	0.63	0.60	0.64	0.53	0.72	0.51	0.70	0.49	0.61	0.52	0.48	0.78	0.62	0.47	0.75	0.61	0.67	0.56	0.83	0.73	0.53	0.62	0.45	0.82	0.75	0.64	0.55	0.54	0.87	0.68	0.82	0.84	0.56	0.45	0.69	0.63	0.80	0.78	0.56	0.63	0.74	0.79	0.55	0.71	0.69	0.46	0.56	0.74	0.57	0.71	0.79	0.76	0.77	0.54	0.85	0.67	0.52	0.56	0.51	0.42	0.86
NR_037951|C1QTNF3-AMACR|chr5|-	chr5:33986796-33989607	33988786	0.44	0.87	0.47	0.51	0.52	0.44	0.55	0.59	NA	0.46	0.52	NA	NA	0.41	0.49	0.70	0.58	0.60	0.60	NA	0.36	0.46	0.50	0.51	0.68	0.51	NA	0.49	0.47	0.40	0.34	0.53	0.81	0.59	0.36	0.60	NA	0.54	0.68	0.65	0.65	0.37	0.58	NA	0.49	0.47	0.52	0.53	0.51	NA	0.38	0.55	0.52	0.66	0.59	0.52	0.56	0.47	NA	0.46	0.41	0.47	NA	0.53	0.49	0.81	0.56	0.35	0.61
NM_006380|APPBP2|chr17|-	chr17:58520499-58525195	58522878	0.35	NA	0.38	0.36	0.31	0.40	0.41	0.44	0.36	NA	0.42	NA	NA	0.24	0.36	0.38	0.33	0.35	0.42	NA	NA	0.31	0.57	0.26	0.48	NA	NA	0.42	0.37	0.29	0.32	0.42	0.60	NA	0.33	0.40	NA	0.44	0.56	0.56	0.33	0.31	0.37	NA	0.36	0.45	0.43	0.40	0.44	0.48	0.43	0.48	0.59	0.54	0.48	NA	NA	0.35	NA	0.30	0.39	0.39	0.48	0.39	0.34	0.57	0.36	0.33	0.48
NM_025181|SLC35F5|chr2|-	chr2:114464288-114472772	114472114	0.10	0.27	0.23	0.22	0.09	0.42	0.28	0.31	0.17	0.38	0.29	0.31	0.45	0.17	0.23	0.33	0.24	0.19	0.50	0.43	0.38	0.26	0.38	0.14	0.40	0.49	0.42	0.20	0.16	0.21	0.15	0.18	0.33	0.32	0.25	0.30	0.50	0.56	0.34	0.42	0.20	0.21	0.24	0.52	0.40	0.24	0.23	0.28	0.33	0.32	0.19	0.25	0.22	0.32	0.21	0.27	0.15	0.22	0.40	0.39	0.18	0.25	0.23	0.32	0.24	0.36	0.24	0.14	0.35
NM_017653|DYM|chr18|-	chr18:46567853-46570574	46570212	0.25	0.20	0.24	0.25	0.25	0.41	0.34	0.35	0.22	0.30	0.33	NA	NA	0.18	0.28	0.22	0.40	0.27	0.28	NA	NA	0.23	0.38	0.20	0.60	NA	NA	0.25	0.24	0.20	0.24	0.26	0.37	0.39	0.22	0.33	NA	0.41	0.47	0.52	0.25	0.33	0.21	NA	NA	0.33	0.32	0.38	0.35	0.33	0.25	0.33	0.33	0.32	0.29	0.26	0.22	0.32	NA	NA	0.31	0.34	0.27	0.39	0.27	0.44	0.25	0.13	0.39
NM_178335|CCDC50|chr3|+	chr3:191109529-191116461	191109920	0.25	0.20	0.18	0.20	0.25	0.18	0.18	0.20	0.27	0.14	0.28	0.12	0.22	0.13	0.29	0.26	0.20	0.20	0.25	0.30	0.18	0.17	0.34	0.14	0.27	0.22	0.39	0.20	0.13	0.15	0.20	0.14	0.27	0.22	0.20	0.17	0.47	0.25	0.26	0.28	0.22	0.32	0.22	0.38	0.18	0.18	0.20	0.30	0.20	0.11	0.23	0.21	0.24	0.30	0.17	0.19	0.19	0.27	0.48	0.31	0.18	0.18	0.19	0.32	0.18	0.13	0.14	0.11	0.28
NM_003342|UBE2G1|chr17|-	chr17:4172537-4175811	4174809	0.32	0.21	0.33	0.35	0.25	0.27	0.22	0.26	0.22	0.40	0.34	NA	0.33	0.30	0.37	0.38	0.26	0.29	0.32	0.24	NA	0.31	0.40	0.26	0.27	0.34	0.30	0.33	0.38	0.26	0.29	0.25	0.25	0.44	0.36	0.28	0.37	0.36	0.33	0.29	0.33	0.25	0.29	0.32	0.24	0.35	0.37	0.42	0.42	0.44	0.33	0.33	0.37	0.36	0.24	0.27	0.17	0.31	0.28	0.44	0.39	0.37	0.38	0.33	0.29	0.36	0.30	0.36	0.39
NM_003118|SPARC|chr5|-	chr5:151041006-151043160	151042081	0.16	0.33	0.21	0.20	0.18	0.15	0.24	0.28	0.21	0.13	0.14	0.14	0.25	0.13	0.18	0.22	0.21	0.21	0.15	0.39	0.14	0.13	0.27	0.13	0.28	0.27	0.80	0.16	0.14	0.19	0.16	0.21	0.29	0.25	0.12	0.23	0.88	0.43	0.39	0.45	0.28	0.14	0.19	0.47	0.26	0.16	0.18	0.27	0.16	0.19	0.19	0.20	0.19	0.31	0.18	0.09	0.27	0.28	0.99	0.30	0.19	0.19	0.17	0.19	0.21	0.39	0.14	0.15	0.14
NM_019009|TOLLIP|chr11|-	chr11:1294280-1298483	1297932	0.39	0.34	0.40	0.39	0.41	0.41	0.60	0.37	0.36	0.52	0.35	0.23	NA	0.27	0.40	0.40	0.46	0.30	0.37	NA	0.36	0.45	0.43	0.29	0.55	0.43	NA	0.38	0.31	0.28	0.22	0.46	0.56	0.40	0.46	0.33	NA	0.40	0.44	0.53	0.36	0.28	0.52	NA	0.48	0.37	0.31	0.43	0.53	0.46	0.32	0.46	0.38	0.49	0.39	0.32	0.24	0.39	NA	0.35	0.33	0.33	0.31	0.44	0.56	0.62	0.41	0.33	0.41
NM_020662|MRS2|chr6|+	chr6:24423811-24426636	24424442	0.29	0.51	0.38	0.37	0.32	0.42	0.58	0.52	0.32	0.67	0.34	NA	NA	0.24	0.48	0.30	0.47	NA	0.38	NA	0.29	0.43	0.43	0.29	0.56	NA	NA	0.42	0.38	0.34	0.24	0.47	0.51	0.56	0.48	0.50	NA	NA	0.62	0.61	0.37	0.36	0.35	NA	NA	0.41	0.45	0.35	0.44	0.50	0.36	0.50	0.37	0.60	0.35	0.48	0.38	0.37	NA	0.24	0.33	0.53	0.33	0.42	0.41	0.58	0.24	0.12	0.55
NM_004849|ATG5|chr6|-	chr6:106631128-106634551	106633950	0.21	0.42	0.21	0.21	0.19	0.20	0.24	0.24	0.17	0.22	0.16	0.13	NA	0.13	0.23	0.23	0.33	0.26	0.19	NA	0.20	0.18	0.19	0.18	0.24	0.26	0.69	0.13	0.15	0.16	0.12	0.23	0.35	0.27	0.14	0.21	NA	0.30	0.34	0.37	0.24	0.13	0.21	NA	0.28	0.19	0.19	0.24	0.28	0.32	0.15	0.28	0.14	0.29	0.17	0.19	0.24	0.21	NA	0.19	0.22	0.27	0.18	0.19	0.22	0.39	0.21	0.11	0.22
NM_003729|RTCA|chr1|+	chr1:100756958-100758471	100757274	0.25	0.54	0.31	0.26	0.19	0.30	0.41	0.51	0.19	0.36	0.41	NA	NA	0.20	0.24	0.32	0.35	0.27	0.55	0.15	0.26	0.32	0.48	0.39	0.52	NA	0.22	0.36	0.21	0.22	0.15	0.31	0.30	0.33	0.39	0.51	NA	0.41	0.37	0.47	0.28	0.28	0.39	NA	0.31	0.33	0.34	0.36	0.41	0.33	0.30	0.36	0.30	0.55	0.27	0.31	0.34	0.28	NA	0.25	0.27	0.38	0.30	0.32	0.24	0.40	0.31	0.13	0.37
NM_001040445|ASB1|chr2|+	chr2:239355024-239360910	239355339	0.20	0.11	0.18	0.21	NA	0.39	0.21	NA	0.18	0.36	NA	NA	NA	0.14	NA	0.23	0.25	0.15	0.39	NA	NA	0.25	0.67	0.06	0.36	NA	NA	0.14	0.13	0.21	0.12	NA	0.17	0.45	0.12	0.08	NA	0.53	0.61	0.51	0.18	0.23	0.32	NA	NA	0.50	NA	0.42	NA	0.22	NA	NA	0.29	NA	0.12	0.39	0.12	0.30	NA	NA	0.31	0.17	0.46	0.27	0.25	0.13	0.28	0.09	0.35
NM_001185127|VAMP4|chr1|-	chr1:171669171-171673674	171673084	0.37	0.41	0.36	0.48	0.32	0.44	0.33	0.57	0.29	0.34	0.47	NA	NA	0.27	0.41	NA	0.36	0.43	0.70	NA	NA	0.39	0.56	0.33	0.47	NA	NA	0.40	NA	0.40	0.37	0.44	0.55	NA	0.33	NA	NA	NA	0.60	NA	0.35	0.43	0.43	NA	0.69	0.35	0.40	NA	0.36	NA	NA	NA	NA	NA	0.33	0.51	NA	0.51	NA	NA	0.40	NA	NA	0.49	0.37	0.43	NA	NA	0.49
NM_005339|UBE2K|chr4|+	chr4:39779979-39784433	39780234	0.28	0.23	0.28	0.42	0.25	0.43	0.19	0.36	0.33	0.34	0.39	0.29	0.35	0.20	0.35	0.57	0.42	0.30	0.35	0.64	0.49	0.27	0.50	0.29	0.52	0.48	0.76	0.34	0.25	0.23	0.29	0.32	0.39	0.39	0.40	0.27	0.76	0.53	0.45	0.41	0.30	0.34	0.32	0.58	0.56	0.47	0.37	0.37	0.48	0.45	0.26	0.48	0.36	0.44	0.27	0.44	0.26	0.40	0.49	0.47	0.36	0.36	0.38	0.36	0.32	0.29	0.28	0.18	0.39
NM_002293|LAMC1|chr1|+	chr1:183111668-183114742	183111959	0.63	0.43	0.39	0.74	0.47	0.52	0.33	0.62	0.62	0.49	0.73	0.32	0.53	0.40	0.48	0.63	0.39	0.60	0.59	0.71	0.36	0.44	0.67	0.42	0.72	0.57	0.91	0.55	0.53	0.48	0.63	0.66	0.66	0.63	0.34	0.46	0.76	0.45	0.61	0.67	0.43	0.50	0.59	NA	0.40	0.56	0.61	0.54	0.64	0.54	0.33	0.59	0.53	0.50	0.55	0.53	0.52	0.47	NA	0.35	0.58	0.53	0.68	0.41	0.47	0.53	0.45	0.46	0.58
NM_001033503|SAR1B|chr5|-	chr5:133936821-133942756	133942324	0.15	0.21	0.17	0.18	0.10	0.18	0.18	0.19	0.16	0.27	0.29	0.22	0.42	0.14	0.18	0.30	0.23	0.21	0.17	0.41	0.21	0.15	0.28	0.09	0.34	0.42	0.60	0.17	0.16	0.16	0.17	0.13	0.23	0.26	0.09	0.20	0.63	0.38	0.29	0.34	0.26	0.17	0.15	0.58	0.27	0.24	0.18	0.24	0.20	0.15	0.23	0.33	0.28	0.32	0.16	0.23	0.16	0.24	0.56	0.35	0.20	0.18	0.21	0.24	0.19	0.19	0.17	0.10	0.29
NM_177969|PPM1B|chr2|+	chr2:44457551-44459453	44458577	0.04	0.03	0.08	0.07	0.03	0.08	NA	NA	0.04	0.04	0.04	NA	NA	0.03	NA	NA	0.05	0.07	0.03	NA	0.12	0.03	0.07	0.04	0.04	NA	NA	0.05	0.04	0.04	0.03	NA	0.04	0.03	NA	0.03	NA	NA	0.06	0.05	0.05	0.04	NA	NA	NA	NA	0.04	0.06	0.06	0.05	0.06	0.08	0.05	0.05	0.03	0.08	0.05	0.08	NA	NA	0.04	0.06	0.08	0.03	0.04	0.03	NA	0.04	0.04
NM_018246|CCDC25|chr8|-	chr8:27590839-27593762	27592650	0.62	NA	0.44	0.36	0.36	0.44	0.52	0.55	0.35	0.52	0.44	NA	NA	0.36	0.46	0.38	0.44	0.53	0.31	NA	NA	0.46	0.39	NA	0.62	NA	NA	0.61	0.33	0.38	0.31	0.55	0.41	0.46	NA	0.40	NA	0.47	0.52	0.71	0.34	0.40	0.47	NA	NA	0.49	0.50	0.42	0.45	NA	0.36	0.46	0.42	0.56	0.40	NA	0.40	0.54	NA	NA	0.52	0.41	0.43	0.46	0.37	NA	0.34	0.14	0.52
NM_174921|C4orf34|chr4|-	chr4:39548376-39553778	39553131	0.50	0.42	0.53	0.56	0.43	0.56	0.55	0.56	0.40	0.62	0.58	0.38	0.33	0.38	0.56	0.67	0.47	0.58	0.69	NA	0.40	0.56	0.64	0.30	0.72	0.58	0.48	0.50	0.52	0.37	0.37	0.45	0.59	0.66	0.35	0.55	0.49	0.59	0.72	0.79	0.56	0.51	0.58	0.51	0.51	0.55	0.53	0.60	0.62	0.45	0.55	0.66	0.59	0.66	0.53	0.46	0.57	0.51	0.47	0.50	0.54	0.59	0.47	0.51	0.48	0.60	0.56	0.22	0.65
NM_006197|PCM1|chr8|+	chr8:17885145-17887449	17885295	0.27	0.24	0.16	0.16	0.10	0.21	0.14	0.31	0.21	0.18	0.22	NA	NA	0.12	0.22	0.19	0.28	0.19	0.16	NA	NA	0.13	0.33	NA	0.41	NA	0.43	0.23	0.16	0.10	0.16	0.30	0.26	0.26	0.34	0.12	0.52	0.26	0.32	0.37	0.12	0.12	0.27	NA	0.25	0.24	0.24	0.18	0.33	NA	0.13	0.26	0.15	0.25	0.15	0.22	0.20	0.28	NA	0.31	0.20	0.19	0.17	0.25	0.14	0.23	0.11	0.08	0.30
NM_173517|VKORC1L1|chr7|+	chr7:65419060-65424573	65419639	0.72	0.38	0.51	0.62	0.42	0.67	0.45	0.54	0.43	0.67	0.78	0.59	NA	0.47	0.65	0.80	0.67	0.55	0.68	NA	0.54	0.45	0.73	0.33	0.66	0.65	0.79	0.41	0.60	0.42	0.47	0.49	0.71	0.79	0.61	0.50	NA	0.85	0.80	0.77	0.53	0.51	0.53	0.64	0.98	0.58	0.75	0.71	0.65	0.69	0.54	0.64	0.56	0.75	0.60	0.64	0.29	0.66	0.70	0.86	0.58	0.50	0.65	0.55	0.64	0.59	0.59	0.51	0.81
