event_id	loci	Proximal_Site	TCGA-38-4627-01A-01R-1206-07	TCGA-49-4512-01A-21R-1858-07	TCGA-55-6983-01A-11R-1949-07	TCGA-55-6978-01A-11R-1949-07	TCGA-73-4676-01A-01R-1755-07	TCGA-91-6828-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6984-01A-11R-1949-07	TCGA-91-6829-01A-21R-1858-07	TCGA-44-2668-01A-01R-A278-07	TCGA-44-2668-01B-02R-A277-07	TCGA-44-2668-01A-01R-0946-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6831-01A-11R-1858-07	TCGA-50-5932-01A-11R-1755-07	TCGA-49-6744-01A-11R-1858-07	TCGA-50-5931-01A-11R-1755-07	TCGA-44-2662-01B-02R-A277-07	TCGA-44-2662-01A-01R-A278-07	TCGA-44-2662-01A-01R-0946-07	TCGA-44-6778-01A-11R-1858-07	TCGA-38-4632-01A-01R-1755-07	TCGA-44-6146-01A-11R-1755-07	TCGA-44-6146-01A-11R-A278-07	TCGA-44-6146-01B-04R-A277-07	TCGA-44-3396-01A-01R-1206-07	TCGA-50-6595-01A-12R-1858-07	TCGA-55-6979-01A-11R-1949-07	TCGA-55-6975-01A-11R-1949-07	TCGA-44-2661-01A-01R-1107-07	TCGA-50-5935-01A-11R-1755-07	TCGA-55-6986-01A-11R-1949-07	TCGA-38-4625-01A-01R-1206-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-5645-01B-04R-A277-07	TCGA-44-5645-01A-01R-A278-07	TCGA-44-5645-01A-01R-1628-07	TCGA-44-6148-01A-11R-1755-07	TCGA-91-6849-01A-11R-1949-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-2665-01B-06R-A277-07	TCGA-44-2665-01A-01R-A278-07	TCGA-50-5939-01A-11R-1628-07	TCGA-55-6969-01A-11R-1949-07	TCGA-55-6980-01A-11R-1949-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6761-01A-31R-1949-07	TCGA-55-6981-01A-11R-1949-07	TCGA-44-6145-01A-11R-1755-07	TCGA-55-6971-01A-11R-1949-07	TCGA-44-6776-01A-11R-1858-07	TCGA-50-5930-01A-11R-1755-07	TCGA-91-6847-01A-11R-1949-07	TCGA-49-4490-01A-21R-1858-07	TCGA-44-6147-01A-11R-1755-07	TCGA-44-6147-01B-06R-A277-07	TCGA-44-6147-01A-11R-A278-07	TCGA-55-6985-01A-11R-1949-07	TCGA-55-6982-01A-11R-1949-07	TCGA-55-6968-01A-11R-1949-07	TCGA-91-6835-01A-11R-1858-07	TCGA-55-6970-01A-11R-1949-07	TCGA-55-6972-01A-11R-1949-07	TCGA-50-5936-01A-11R-1628-07	TCGA-91-6836-01A-21R-1858-07	TCGA-38-4626-01A-01R-1206-07
NM_003115|UAP1|chr1|+	chr1:162569060-162570602	162569470	0.07	0.09	0.08	0.09	0.05	0.06	0.07	0.08	0.06	0.09	0.06	0.06	0.15	0.06	0.08	0.07	0.07	0.07	0.07	0.30	0.07	0.07	0.07	0.06	0.06	0.07	0.22	0.07	0.06	0.08	0.09	0.09	0.09	0.07	0.08	0.08	NA	0.09	0.07	0.08	0.08	0.07	0.08	NA	0.10	0.07	0.09	0.08	0.07	0.09	0.08	0.07	0.07	0.07	0.07	0.09	0.09	0.07	NA	0.08	0.06	0.08	0.08	0.06	0.10	0.10	0.08	0.07	0.07
NM_001127320|UBAP2L|chr1|+	chr1:154235578-154238332	154235889	0.02	0.02	0.02	0.03	0.02	0.03	0.03	0.03	0.02	0.02	0.03	NA	NA	0.02	0.02	0.02	0.03	0.02	0.02	NA	NA	0.02	0.02	0.01	0.02	NA	NA	0.03	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.02	NA	NA	0.03	0.03	0.02	0.02	0.03	NA	NA	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.04	0.03	0.03	NA	NA	0.02	0.02	0.03	0.03	0.02	0.03	0.02	0.02	0.03
NM_020247|ADCK3|chr1|+	chr1:227174153-227175260	227174396	0.92	1.00	0.95	0.93	0.82	0.84	0.95	0.90	0.90	0.93	0.88	NA	NA	0.78	0.86	0.88	0.87	0.88	0.86	NA	0.80	0.94	0.86	0.87	0.84	0.83	NA	0.94	0.91	0.97	0.96	0.98	0.93	0.95	0.91	0.95	NA	0.89	0.87	0.87	0.97	0.89	0.94	NA	0.81	0.86	0.96	0.95	0.86	0.99	NA	0.88	0.89	0.94	0.81	0.88	0.99	0.89	NA	0.82	0.90	0.95	0.97	0.88	0.88	0.99	0.81	0.86	0.91
NM_024587|TMEM53|chr1|-	chr1:45117753-45120881	45120003	0.08	0.06	0.10	0.08	0.05	0.14	0.09	0.09	0.12	0.13	NA	NA	NA	0.06	0.10	NA	0.12	0.06	NA	NA	NA	0.10	NA	0.05	0.13	NA	NA	0.06	NA	NA	0.06	0.10	0.09	0.15	0.07	0.06	NA	NA	0.10	0.12	0.13	0.06	0.10	NA	NA	0.12	NA	0.09	0.10	0.11	0.08	0.11	NA	0.09	0.16	0.11	0.07	0.10	NA	NA	0.11	0.07	NA	0.12	0.15	0.09	0.08	NA	0.08
NM_014110|PPP1R8|chr1|+	chr1:28176603-28179453	28177967	0.02	0.10	0.05	0.04	0.07	0.04	0.02	0.03	0.04	0.04	0.04	NA	NA	0.04	0.02	0.03	0.04	0.03	0.03	NA	0.08	0.06	0.03	0.06	0.02	NA	NA	0.03	0.05	0.06	0.04	0.03	0.05	0.03	0.03	0.12	NA	0.05	0.03	0.03	0.06	0.10	0.02	NA	0.02	0.02	0.05	0.08	0.02	0.07	0.04	0.03	0.04	0.04	0.14	0.05	0.10	0.08	NA	0.08	0.06	0.05	0.05	0.05	0.03	0.04	0.05	0.06	0.04
NM_003846|PEX11B|chr1|+	chr1:145522513-145523805	145522713	1.00	1.00	0.99	0.99	0.99	0.98	0.99	0.99	0.98	0.99	0.97	NA	NA	0.99	1.00	1.00	0.98	1.00	0.99	NA	NA	0.98	0.98	0.96	0.97	NA	NA	0.99	1.00	1.00	1.00	1.00	1.00	1.00	0.97	0.99	NA	0.94	0.99	0.97	1.00	0.97	0.99	NA	NA	0.98	1.00	1.00	1.00	0.99	0.96	0.99	0.98	0.99	0.96	1.00	0.99	0.99	NA	0.91	0.97	0.95	1.00	0.98	1.00	0.99	0.99	0.99	1.00
NM_181715|CRTC2|chr1|-	chr1:153920186-153920805	153920510	0.99	1.00	0.97	0.98	1.00	0.92	1.00	0.90	0.90	0.98	0.95	NA	1.00	0.98	0.91	1.00	1.00	0.98	0.94	NA	NA	0.99	0.90	0.96	0.91	NA	NA	0.99	0.99	0.99	1.00	0.95	0.99	0.96	0.97	0.98	NA	NA	0.98	0.97	0.94	0.96	0.98	NA	NA	0.95	0.99	0.99	0.98	0.98	0.87	0.99	0.99	0.98	0.91	0.96	0.99	0.92	NA	NA	0.99	0.97	0.93	0.92	0.96	0.97	1.00	0.95	0.97
NM_006496|GNAI3|chr1|+	chr1:110134966-110137884	110136107	0.12	0.35	0.17	0.16	0.11	0.15	0.09	0.16	0.14	0.14	0.11	0.10	0.34	0.11	0.16	0.22	0.15	0.14	0.12	0.48	0.15	0.12	0.17	0.08	0.09	0.09	0.44	0.15	0.13	0.13	0.15	0.15	0.16	0.17	0.10	0.17	NA	0.24	0.23	0.14	0.12	0.13	0.15	NA	0.19	0.12	0.14	0.15	0.18	0.19	0.12	0.12	0.14	0.13	0.18	0.14	0.12	0.17	NA	0.21	0.17	0.18	0.13	0.12	0.12	0.12	0.16	0.12	0.21
NM_024874|KIAA0319L|chr1|-	chr1:35899079-35900682	35900212	0.90	1.00	0.97	0.88	0.92	1.00	0.98	0.86	0.83	1.00	0.94	NA	NA	0.93	0.89	0.94	0.82	0.93	0.97	NA	0.71	0.94	1.00	0.97	0.80	0.74	NA	0.90	0.91	0.94	0.98	0.84	0.90	0.98	0.98	0.97	NA	0.67	0.79	0.91	0.98	0.75	0.97	NA	NA	0.87	0.99	0.96	0.95	0.98	0.97	0.94	0.98	0.94	0.92	0.96	0.98	0.80	NA	0.71	0.98	0.95	0.95	0.84	0.90	0.99	0.88	0.92	0.98
NM_025079|ZC3H12A|chr1|+	chr1:37948337-37950014	37949388	NA	NA	NA	0.78	NA	0.92	0.91	0.80	NA	0.88	NA	0.42	NA	0.78	NA	NA	NA	1.00	0.84	NA	0.29	0.78	0.90	0.91	0.67	0.28	NA	0.83	NA	0.92	NA	0.86	NA	1.00	NA	1.00	NA	0.32	0.92	NA	1.00	0.75	0.79	NA	NA	0.67	NA	0.94	NA	1.00	0.87	0.88	0.76	NA	NA	NA	1.00	0.84	NA	NA	1.00	NA	NA	0.78	0.88	NA	0.69	NA	0.92
NM_007051|FAF1|chr1|-	chr1:50905364-50907195	50906990	0.09	0.05	0.06	0.12	0.07	0.12	0.07	0.09	0.07	0.10	0.11	0.02	NA	0.04	0.06	0.09	0.11	0.07	0.10	NA	0.04	0.05	0.11	0.03	0.20	NA	NA	0.08	0.06	0.05	0.06	0.09	0.08	0.11	0.06	0.07	NA	0.11	0.17	0.17	0.08	0.07	0.07	NA	0.05	0.11	0.10	0.06	0.12	0.07	0.04	0.08	0.07	0.15	0.06	0.07	0.08	0.07	NA	0.05	0.07	0.08	0.08	0.10	0.10	0.07	0.07	0.03	0.11
NM_006142|SFN|chr1|+	chr1:27189632-27190954	27190398	0.81	1.00	0.91	0.84	0.81	0.74	0.76	0.89	0.78	0.87	0.83	0.79	NA	0.75	0.83	0.78	0.77	0.85	0.93	NA	0.79	0.72	0.76	0.84	0.78	0.87	NA	0.82	0.91	0.91	0.82	0.81	0.96	0.84	0.76	0.91	NA	NA	0.70	0.86	0.89	0.78	0.78	NA	0.77	0.86	0.80	0.82	0.74	0.93	0.86	0.80	0.73	0.91	0.92	0.83	0.95	0.91	NA	0.85	0.83	0.82	0.89	0.79	0.73	0.87	0.85	0.88	0.79
NM_032449|CC2D1B|chr1|-	chr1:52815954-52819319	52818233	NA	0.22	0.21	0.15	0.22	0.23	0.22	0.27	0.25	0.29	0.25	NA	NA	0.18	0.27	0.19	0.30	0.27	0.29	NA	0.22	0.18	0.31	0.26	NA	NA	NA	0.31	0.22	0.16	0.14	0.27	0.25	0.35	0.17	0.25	NA	NA	0.36	0.59	0.17	0.28	0.20	NA	NA	0.33	0.28	0.41	0.26	0.23	0.29	0.31	0.14	0.25	0.22	0.28	0.11	0.19	NA	NA	0.21	0.27	0.34	0.22	0.23	0.49	0.34	0.10	0.24
NM_006542|SPHAR|chr1|+	chr1:229440128-229441945	229441112	0.08	NA	0.12	NA	NA	0.15	0.15	0.12	NA	0.18	0.08	NA	NA	NA	0.14	0.19	0.10	0.20	0.12	NA	NA	NA	NA	0.11	0.19	NA	0.55	NA	NA	NA	NA	0.12	0.10	0.11	0.09	NA	NA	NA	0.12	0.13	0.17	NA	0.14	NA	0.27	0.07	NA	NA	NA	NA	NA	NA	NA	0.13	0.10	0.13	0.19	0.12	NA	NA	NA	NA	0.12	NA	0.10	0.17	0.11	NA	0.13
NM_003196|TCEA3|chr1|-	chr1:23707380-23707967	23707817	0.25	0.18	0.28	0.24	0.29	0.32	0.23	0.27	0.23	0.29	0.38	NA	NA	NA	0.29	0.34	0.40	0.35	0.23	NA	NA	0.24	NA	0.24	0.34	0.30	0.28	NA	0.23	0.32	NA	0.24	0.29	0.29	NA	0.25	NA	0.32	0.34	0.27	0.34	0.23	0.20	NA	0.25	0.33	0.33	0.28	0.25	0.33	0.31	0.33	0.35	0.28	0.38	NA	0.41	0.24	NA	0.23	0.25	0.26	0.26	0.29	0.34	0.30	0.26	0.19	0.28
NM_006845|KIF2C|chr1|+	chr1:45232768-45238574	45233329	NA	0.02	NA	0.01	0.00	NA	NA	0.02	0.01	0.02	0.01	NA	NA	0.00	NA	0.01	NA	0.01	0.01	NA	0.01	0.01	0.00	0.01	NA	NA	NA	0.02	0.00	0.01	0.01	NA	NA	NA	0.00	0.02	NA	NA	NA	NA	NA	0.02	NA	NA	NA	0.00	0.01	NA	0.01	0.02	0.01	0.01	NA	NA	0.02	0.01	0.02	NA	NA	NA	0.01	0.01	0.01	NA	0.01	NA	0.01	0.00	NA
NM_016287|HP1BP3|chr1|-	chr1:21069064-21071584	21070391	0.80	1.00	0.99	0.89	0.78	0.66	0.91	0.81	0.77	0.94	0.76	0.62	0.56	0.75	0.72	0.78	0.73	0.84	0.92	0.58	0.62	0.75	0.74	0.82	0.67	0.60	0.70	0.80	0.89	0.96	0.93	0.89	0.93	0.95	0.82	0.99	0.60	0.59	0.82	0.81	0.96	0.64	0.84	NA	0.65	0.81	0.98	0.95	0.80	0.97	0.90	0.85	0.84	0.92	0.89	0.94	1.00	0.78	NA	0.58	0.96	0.88	0.89	0.70	0.75	1.00	0.80	0.78	0.80
NM_001674|ATF3|chr1|+	chr1:212792699-212794262	212792898	0.84	0.91	0.89	0.78	0.76	0.75	0.87	0.85	0.82	0.83	0.80	NA	NA	0.76	0.77	0.80	0.75	0.86	0.85	NA	0.87	0.85	0.74	0.84	0.75	0.75	NA	0.84	0.85	0.77	0.78	0.87	0.85	0.80	0.77	0.89	NA	NA	0.78	0.86	0.88	0.80	0.82	NA	0.63	0.81	0.90	0.85	0.78	0.89	0.86	0.89	0.75	0.79	0.84	0.79	0.89	0.86	NA	NA	0.88	0.85	0.82	0.78	0.76	0.89	0.79	0.72	0.82
NR_027397|GORAB|chr1|+	chr1:170521155-170522917	170522254	0.14	0.50	0.66	NA	NA	0.35	0.15	0.33	0.22	NA	0.22	NA	NA	0.17	0.35	NA	0.28	0.16	0.41	NA	NA	NA	0.23	0.41	0.20	NA	NA	NA	NA	0.50	0.41	0.50	0.56	0.41	0.23	NA	NA	NA	0.33	0.26	NA	0.22	0.12	NA	0.41	NA	0.61	NA	NA	NA	0.31	0.35	0.31	0.23	0.35	0.57	NA	0.35	NA	NA	NA	0.46	NA	0.14	0.27	0.65	0.13	NA	NA
NM_013386|SLC25A24|chr1|-	chr1:108677395-108679459	108678127	0.30	NA	0.87	0.72	0.57	0.58	0.38	0.60	0.51	0.74	0.38	0.31	0.41	0.32	0.46	0.61	0.40	0.51	0.78	NA	0.32	0.13	0.50	0.74	0.46	0.32	0.89	0.32	0.50	0.89	0.74	0.62	0.87	0.78	0.48	0.85	NA	NA	0.55	0.57	0.94	0.43	0.17	NA	0.61	0.59	0.85	0.89	0.45	NA	0.68	0.53	0.63	0.74	0.58	0.87	NA	0.70	NA	0.38	0.84	0.63	0.76	0.34	0.54	0.88	0.29	0.45	0.41
NM_207356|C1orf174|chr1|-	chr1:3805715-3806637	3806301	0.89	1.00	0.98	0.82	0.95	0.94	0.98	0.96	0.84	1.00	0.85	NA	NA	0.81	0.77	0.68	NA	0.79	0.91	NA	0.62	0.93	0.91	0.85	0.76	NA	NA	0.92	1.00	0.96	0.94	0.78	1.00	0.83	0.84	0.99	NA	0.72	0.82	0.75	0.92	0.74	0.83	NA	0.42	0.82	0.97	1.00	0.87	1.00	0.96	0.85	0.96	0.96	0.92	0.85	0.99	0.92	NA	NA	0.90	0.88	0.81	0.66	0.76	0.90	0.93	0.70	0.83
NM_001039577|CCNL2|chr1|-	chr1:1326246-1328183	1327914	NA	0.86	0.76	0.82	0.46	0.87	NA	0.68	0.56	0.71	0.66	NA	NA	0.55	NA	0.78	0.58	0.45	0.76	NA	0.81	0.68	0.77	0.37	0.67	NA	NA	0.65	0.38	0.80	0.60	0.61	0.72	0.75	0.58	NA	NA	0.80	0.77	0.71	0.78	0.68	0.75	NA	0.77	0.49	0.77	0.74	0.40	0.69	0.67	0.75	0.79	0.68	0.57	0.85	0.76	0.77	NA	0.86	0.65	0.79	0.78	0.78	0.76	0.76	0.67	0.70	0.75
NR_026550|BRP44|chr1|-	chr1:167886004-167887597	167887376	0.09	0.08	0.09	0.08	0.06	0.08	0.09	0.09	0.07	0.10	0.07	0.06	0.10	0.05	0.07	0.07	0.11	0.07	0.07	0.13	0.07	0.07	0.10	0.07	0.13	0.16	0.18	0.09	0.06	0.06	0.07	0.08	0.08	0.11	0.08	0.07	0.21	0.14	0.11	0.13	0.11	0.06	0.09	0.16	0.08	0.11	0.07	0.08	0.10	0.08	0.08	0.08	0.09	0.13	0.06	0.06	0.07	0.08	0.16	0.10	0.09	0.09	0.08	0.06	0.09	0.10	0.07	0.04	0.12
NM_000848|GSTM2|chr1|+	chr1:110217368-110217907	110217518	1.00	1.00	1.00	0.77	0.91	1.00	0.89	1.00	NA	NA	NA	NA	NA	1.00	0.78	0.91	NA	1.00	1.00	NA	NA	1.00	0.98	1.00	1.00	NA	NA	0.92	NA	1.00	NA	1.00	1.00	NA	1.00	1.00	NA	NA	1.00	1.00	NA	NA	0.99	NA	NA	1.00	0.90	0.95	NA	1.00	1.00	NA	0.89	1.00	1.00	0.97	1.00	1.00	NA	NA	0.92	1.00	0.95	0.93	NA	0.93	NA	1.00	1.00
NM_013328|PYCR2|chr1|-	chr1:226107574-226108320	226108170	0.89	0.94	0.82	0.86	0.87	0.91	0.89	0.84	0.76	0.90	0.87	0.63	NA	0.90	0.88	0.87	0.89	0.83	0.88	NA	0.72	0.87	0.85	0.80	0.87	0.67	NA	0.90	0.87	0.91	0.86	0.94	0.90	0.87	0.90	0.89	NA	0.65	0.84	0.87	0.86	0.91	0.85	NA	0.60	0.83	0.91	0.87	0.86	0.95	0.80	0.90	0.83	0.85	0.89	0.86	0.87	0.87	NA	0.75	0.90	0.84	0.89	0.80	0.85	0.95	0.85	0.91	0.85
NM_001010858|RNF187|chr1|+	chr1:228681583-228683362	228682639	0.05	0.07	0.05	0.09	0.10	0.06	0.05	0.04	0.07	0.04	0.09	0.12	NA	0.09	0.06	0.08	0.09	0.07	0.08	NA	0.06	0.06	0.11	0.07	0.06	0.07	NA	0.06	0.06	0.07	0.06	0.06	0.05	0.05	0.11	0.06	NA	0.08	0.05	0.06	0.05	0.13	0.04	NA	0.06	0.09	0.06	0.07	0.07	0.05	0.05	0.07	0.06	0.05	0.05	0.04	0.05	0.09	NA	0.13	0.06	0.07	0.09	0.08	0.05	0.04	0.08	0.06	0.08
NM_012474|UCK2|chr1|+	chr1:165876920-165880827	165877282	0.24	NA	0.09	0.11	0.07	0.23	NA	NA	0.16	0.26	0.23	0.13	NA	0.11	0.34	0.11	NA	0.12	0.28	NA	0.18	0.18	0.33	0.13	0.32	0.29	NA	0.16	0.18	0.14	0.11	NA	NA	0.41	0.08	0.13	NA	NA	NA	0.36	0.13	0.30	0.12	NA	0.11	0.43	0.18	NA	0.18	NA	0.17	0.14	0.22	NA	0.12	0.26	0.09	0.37	NA	NA	0.15	0.13	0.32	0.20	0.31	NA	0.19	NA	0.25
NM_005957|MTHFR|chr1|-	chr1:11845762-11850955	11850553	NA	0.58	NA	NA	NA	0.58	0.90	0.61	NA	0.78	NA	NA	NA	NA	0.64	0.47	NA	0.70	NA	NA	NA	0.50	0.71	NA	0.69	NA	NA	NA	NA	NA	NA	0.83	NA	0.87	NA	0.75	NA	0.71	0.87	0.78	0.75	0.83	NA	NA	NA	0.72	0.52	0.81	0.70	0.69	0.52	0.62	0.72	NA	NA	NA	NA	0.60	NA	NA	NA	0.47	0.83	0.50	0.78	0.82	0.72	NA	0.85
NM_003564|TAGLN2|chr1|-	chr1:159887886-159888731	159888581	1.00	1.00	1.00	0.99	0.99	0.97	1.00	0.96	0.96	1.00	0.99	0.99	1.00	1.00	0.96	1.00	0.99	1.00	0.99	1.00	0.96	1.00	0.96	0.98	0.95	0.98	1.00	1.00	1.00	1.00	1.00	0.99	1.00	0.99	1.00	1.00	1.00	0.96	0.98	1.00	1.00	0.98	1.00	1.00	1.00	0.97	1.00	1.00	0.99	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	0.99	0.87	1.00	1.00	1.00	0.97	1.00	1.00	1.00	1.00	1.00
NM_030980|ISG20L2|chr1|-	chr1:156691596-156693254	156693069	0.57	0.90	0.84	0.69	0.62	0.71	0.73	0.63	0.66	0.73	0.68	NA	NA	0.56	0.54	0.66	0.59	0.68	0.70	NA	NA	0.62	0.61	0.49	0.58	NA	NA	0.59	0.67	0.79	0.66	0.46	0.66	0.67	0.54	0.78	NA	NA	0.50	0.66	0.63	0.46	0.62	NA	0.62	0.61	0.83	0.73	0.61	0.74	0.70	0.63	0.63	0.76	0.75	0.80	0.88	0.52	NA	0.51	0.68	0.65	0.70	0.48	0.65	0.85	0.58	0.56	0.63
NM_017542|POGK|chr1|+	chr1:166821821-166824339	166823634	0.22	0.34	0.27	0.18	0.15	0.17	0.18	0.20	0.16	0.28	0.18	0.16	NA	0.15	0.12	0.13	0.17	0.18	0.21	NA	0.18	0.19	0.17	0.18	0.13	NA	NA	0.16	0.22	0.28	0.25	0.22	0.24	0.26	0.20	0.25	NA	0.17	0.19	0.17	0.27	0.13	0.16	NA	0.14	0.14	0.25	0.25	0.18	0.27	0.29	0.22	0.23	0.28	0.26	0.24	0.28	0.19	NA	0.15	0.27	0.23	0.20	0.17	0.16	0.27	0.24	0.17	0.24
NM_020362|PITHD1|chr1|+	chr1:24113764-24114823	24114411	0.88	1.00	0.95	0.87	0.88	0.83	0.85	0.85	0.80	0.90	0.83	NA	NA	0.81	0.89	0.93	0.87	0.92	0.89	NA	0.86	0.83	0.86	0.89	0.88	0.89	1.00	0.92	0.95	0.97	0.91	0.94	1.00	0.86	0.86	0.96	NA	0.77	0.92	0.92	1.00	0.86	0.85	NA	0.89	0.81	0.98	0.93	0.83	0.96	0.89	0.93	0.94	0.91	1.00	0.95	1.00	0.93	NA	0.90	0.92	0.92	0.87	0.90	0.91	0.96	0.81	0.90	0.86
NM_015607|CHTOP|chr1|+	chr1:153617539-153618821	153617917	0.54	0.58	0.57	0.57	0.56	0.45	0.36	0.55	0.43	0.37	0.68	0.48	NA	0.41	0.49	0.56	0.70	0.48	0.48	NA	0.42	0.40	0.61	0.49	0.45	NA	NA	0.58	0.69	0.49	0.52	0.62	0.77	0.45	0.45	0.54	NA	0.58	0.51	0.83	0.39	0.58	0.53	NA	0.95	0.57	0.47	0.45	0.70	0.42	0.35	0.43	0.57	0.66	0.73	0.48	0.49	0.48	NA	0.58	0.44	0.43	0.66	0.57	0.54	0.33	0.70	0.49	0.47
NM_018438|FBXO6|chr1|+	chr1:11733671-11734368	11734015	0.64	0.65	0.58	0.54	0.49	0.57	0.65	0.46	0.54	0.52	0.49	NA	NA	0.48	0.53	0.62	0.41	0.48	0.38	NA	NA	0.58	0.51	0.47	0.51	NA	NA	0.57	0.58	0.56	0.58	0.55	0.54	0.53	0.59	0.64	NA	0.47	0.47	0.66	0.64	0.49	0.60	NA	0.45	0.50	0.66	0.61	0.52	0.56	0.46	0.50	0.49	0.63	0.61	NA	0.64	0.52	NA	0.45	0.58	0.67	0.59	0.52	0.59	0.68	0.65	0.59	0.49
NM_002508|NID1|chr1|-	chr1:236139130-236141288	236141138	0.93	0.98	0.96	0.97	0.94	0.95	NA	0.98	0.98	0.95	0.96	NA	NA	0.97	0.95	0.98	0.95	1.00	0.98	NA	NA	0.95	0.96	0.95	1.00	NA	0.93	0.95	0.98	1.00	1.00	0.96	0.97	0.94	0.93	0.97	NA	NA	0.98	0.92	NA	0.98	0.97	NA	NA	0.94	0.97	1.00	0.92	0.98	0.95	0.96	0.97	0.90	0.95	NA	0.96	0.95	NA	NA	1.00	0.95	0.96	0.92	0.96	NA	0.95	0.95	0.96
NM_016374|ARID4B|chr1|-	chr1:235330195-235331967	235331783	0.78	NA	0.90	0.85	0.81	0.80	0.80	0.77	0.80	0.87	0.63	NA	0.72	0.79	0.74	0.72	0.81	0.81	0.75	NA	NA	0.73	0.71	0.80	0.73	NA	NA	0.79	0.73	0.87	0.87	0.87	0.88	0.89	0.72	0.88	NA	0.61	0.81	0.82	0.88	0.66	0.73	NA	0.62	0.71	0.85	0.99	0.74	0.88	0.76	0.83	0.72	0.71	0.75	0.87	NA	0.75	NA	0.55	0.79	0.90	0.84	0.66	0.82	0.88	0.72	0.76	0.82
NM_174896|C1orf162|chr1|+	chr1:112020604-112021133	112020827	0.93	0.97	0.93	0.76	0.93	0.86	0.89	0.78	0.82	NA	0.75	NA	NA	0.87	0.89	0.85	0.96	0.93	NA	0.90	0.99	0.81	0.86	0.82	NA	NA	NA	0.89	1.00	0.87	0.81	0.89	0.97	0.87	0.84	1.00	NA	NA	0.79	0.83	0.83	0.96	0.83	NA	NA	0.82	0.99	0.93	0.80	0.95	0.84	0.94	0.90	0.95	0.93	NA	1.00	0.92	NA	NA	0.90	0.87	0.87	0.90	0.83	NA	0.97	NA	0.87
NM_018150|RNF220|chr1|+	chr1:45116375-45117402	45116525	0.79	0.88	0.84	0.79	0.87	0.86	0.85	0.73	0.78	0.81	0.77	0.66	NA	0.82	0.77	0.83	0.78	0.87	0.79	NA	0.66	0.82	0.75	0.75	0.75	0.67	NA	0.82	0.86	0.87	0.82	0.83	0.85	0.83	0.80	0.84	NA	0.70	0.79	0.82	0.88	0.77	0.78	NA	0.86	0.79	0.87	0.83	0.76	0.87	0.86	0.85	0.79	0.84	0.80	0.87	0.88	0.85	NA	0.72	0.84	0.80	0.81	0.77	0.78	0.86	0.77	0.80	0.85
NM_030937|CCNL2|chr1|-	chr1:1321118-1322962	1322127	0.22	0.18	0.23	0.21	0.15	0.19	0.22	0.19	0.16	0.21	0.22	NA	0.28	0.20	0.19	0.17	0.17	0.25	0.18	0.46	0.16	0.15	0.21	0.13	0.22	NA	0.48	0.23	0.16	0.18	0.23	0.21	0.18	0.28	0.13	0.22	0.49	0.18	0.20	0.27	0.24	0.11	0.15	NA	0.23	0.20	0.22	0.20	0.32	0.19	0.21	0.18	0.16	0.23	0.21	0.23	0.18	0.20	NA	0.19	0.24	0.17	0.17	0.20	0.19	0.16	0.13	0.17	0.21
NM_001199779|PSMB2|chr1|-	chr1:36067168-36068975	36068788	0.16	0.17	0.16	0.25	0.21	0.25	0.17	0.24	0.21	0.18	0.23	0.12	0.14	0.17	0.18	0.24	0.21	0.13	0.18	0.28	0.22	0.25	0.30	0.22	0.31	0.27	0.36	0.30	0.17	0.20	0.17	0.24	0.18	0.29	0.20	0.19	0.37	0.22	0.26	0.24	0.18	0.18	0.20	0.28	0.20	0.21	0.26	0.19	0.30	0.23	0.24	0.21	0.23	0.23	0.16	0.18	0.18	0.17	0.23	0.16	0.20	0.26	0.21	0.19	0.19	0.18	0.20	0.10	0.26
NM_000760|CSF3R|chr1|-	chr1:36931546-36932428	36931972	0.94	0.97	1.00	NA	0.97	0.81	0.90	0.89	NA	0.96	0.83	NA	0.69	0.82	0.98	NA	NA	0.96	NA	NA	NA	0.86	0.97	0.99	0.85	NA	NA	0.88	NA	0.96	NA	0.93	0.89	1.00	0.88	0.91	NA	NA	1.00	0.85	0.99	0.84	NA	NA	NA	0.89	NA	0.99	0.86	NA	0.89	0.98	0.89	NA	1.00	NA	0.97	0.92	NA	NA	0.97	NA	0.76	0.89	0.90	NA	0.89	NA	0.88
NM_020452|ATP8B2|chr1|+	chr1:154321315-154323782	154321882	0.88	0.95	1.00	0.97	NA	0.93	NA	0.91	NA	NA	0.96	NA	NA	0.96	0.99	0.94	0.77	0.98	0.95	NA	NA	0.92	0.98	NA	NA	NA	NA	0.95	NA	NA	0.98	0.99	0.95	NA	NA	NA	NA	NA	0.97	0.91	NA	NA	0.96	NA	NA	NA	0.98	0.94	NA	0.94	0.95	NA	0.96	NA	0.91	NA	0.95	0.86	NA	NA	0.97	0.93	0.97	0.86	NA	NA	NA	0.95	0.96
