event_id	loci	Proximal_Site	TCGA-E9-A1RC-01A-11R-A157-07	TCGA-BH-A18N-01A-11R-A12D-07	TCGA-E9-A1R7-01A-11R-A14M-07	TCGA-GI-A2C9-01A-11R-A21T-07	TCGA-BH-A0AZ-01A-21R-A12P-07	TCGA-BH-A0DH-01A-11R-A084-07	TCGA-BH-A0B8-01A-21R-A056-07	TCGA-BH-A1EV-01A-11R-A137-07	TCGA-E9-A1RH-01A-21R-A169-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-BH-A0BM-01A-11R-A056-07	TCGA-E2-A1L7-01A-11R-A144-07	TCGA-BH-A0BV-01A-11R-A00Z-07	TCGA-BH-A18S-01A-11R-A12D-07	TCGA-BH-A0DP-01A-21R-A056-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-BH-A0H9-01A-11R-A056-07	TCGA-BH-A18P-01A-11R-A12D-07	TCGA-BH-A18U-01A-21R-A12D-07	TCGA-BH-A0BT-01A-11R-A12P-07	TCGA-BH-A0E1-01A-11R-A056-07	TCGA-AC-A23H-01A-11R-A157-07	TCGA-BH-A209-01A-11R-A157-07	TCGA-BH-A0DK-01A-21R-A056-07	TCGA-E9-A1RF-01A-11R-A157-07	TCGA-BH-A203-01A-12R-A169-07	TCGA-BH-A18L-01A-32R-A12D-07	TCGA-A7-A0DC-01A-11R-A00Z-07	TCGA-A7-A0DC-01B-04R-A22O-07	TCGA-AC-A2FF-01A-11R-A17B-07	TCGA-BH-A0AY-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-E2-A153-01A-12R-A12D-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-BH-A0E0-01A-11R-A056-07	TCGA-BH-A0DT-01A-21R-A12D-07	TCGA-BH-A18R-01A-11R-A12D-07	TCGA-E9-A1N9-01A-11R-A14D-07	TCGA-E2-A15I-01A-21R-A137-07	TCGA-AC-A2FB-01A-11R-A17B-07	TCGA-BH-A0BQ-01A-21R-A115-07	TCGA-BH-A0B7-01A-12R-A115-07	TCGA-BH-A0C3-01A-21R-A12P-07	TCGA-BH-A18Q-01A-12R-A12D-07	TCGA-E9-A1N6-01A-11R-A144-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-E2-A1LB-01A-11R-A144-07	TCGA-A7-A0DB-01A-11R-A277-07	TCGA-A7-A0DB-01A-11R-A00Z-07	TCGA-A7-A0DB-01C-02R-A277-07	TCGA-BH-A1F2-01A-31R-A13Q-07	TCGA-A7-A13G-01B-04R-A22O-07	TCGA-A7-A13G-01A-11R-A13Q-07	TCGA-BH-A0B5-01A-11R-A12P-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-BH-A1EN-01A-11R-A13Q-07	TCGA-BH-A18M-01A-11R-A12D-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-BH-A0HA-01A-11R-A12P-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-BH-A204-01A-11R-A157-07	TCGA-BH-A1FU-01A-11R-A14D-07	TCGA-A7-A0CE-01A-11R-A00Z-07	TCGA-E2-A15M-01A-11R-A12D-07	TCGA-E9-A1RD-01A-11R-A157-07	TCGA-BH-A0BJ-01A-11R-A056-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-BH-A0C0-01A-21R-A056-07	TCGA-BH-A18K-01A-11R-A12D-07	TCGA-E9-A1ND-01A-11R-A144-07	TCGA-BH-A0BC-01A-22R-A084-07	TCGA-BH-A1EU-01A-11R-A137-07	TCGA-A7-A0CH-01A-21R-A00Z-07	TCGA-E9-A1RB-01A-11R-A157-07	TCGA-BH-A208-01A-11R-A157-07	TCGA-BH-A0H5-01A-21R-A115-07	TCGA-BH-A0HK-01A-11R-A056-07	TCGA-E2-A1LS-01A-12R-A157-07	TCGA-E2-A1BC-01A-11R-A12P-07	TCGA-A7-A0D9-01A-31R-A056-07	TCGA-BH-A0DO-01B-11R-A12D-07	TCGA-BH-A0H7-01A-13R-A056-07	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13E-01A-11R-A277-07	TCGA-A7-A13E-01B-06R-A277-07	TCGA-A7-A13E-01A-11R-A12P-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E9-A1RI-01A-11R-A169-07	TCGA-E2-A15K-01A-11R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-E9-A1NF-01A-11R-A14D-07	TCGA-E2-A1IG-01A-11R-A144-07	TCGA-E2-A158-01A-11R-A12D-07	TCGA-BH-A0AU-01A-11R-A12P-07	TCGA-BH-A1FN-01A-11R-A13Q-07	TCGA-BH-A0DQ-01A-11R-A084-07	TCGA-BH-A0DV-01A-21R-A12P-07	TCGA-E9-A1N5-01A-11R-A14D-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-E9-A1NG-01A-21R-A14M-07	TCGA-BH-A1EO-01A-11R-A137-07	TCGA-E9-A1N4-01A-11R-A14M-07	TCGA-BH-A1FB-01A-11R-A13Q-07	TCGA-GI-A2C8-01A-11R-A16F-07
NM_001105|ACVR1|chr2|-	chr2:158592938-158594177	158593513	0.41	0.54	0.56	0.82	0.52	0.72	0.24	0.59	0.72	0.45	0.97	0.82	0.40	0.64	0.73	0.65	0.83	0.58	0.63	0.91	0.39	0.50	0.51	0.36	0.51	0.77	0.51	0.46	NA	0.52	0.42	NA	0.75	0.73	0.66	0.68	0.62	0.53	0.63	0.59	0.47	0.55	0.62	0.57	0.65	0.64	0.54	0.56	0.84	NA	0.93	0.10	0.50	0.44	0.63	0.54	0.58	0.50	0.87	0.60	0.45	0.48	0.41	0.63	0.49	0.52	0.57	0.73	0.93	0.71	0.80	0.62	0.80	0.54	0.48	0.66	0.63	0.88	0.70	0.41	0.66	0.49	0.67	0.49	NA	0.58	1.00	0.76	0.65	0.40	0.53	0.54	0.61	0.55	0.72	0.68	0.48	0.44	0.51	1.00	0.54	0.76	0.60	0.59	0.55
NM_001378|DYNC1I2|chr2|+	chr2:172604285-172606049	172604837	0.06	0.08	0.18	0.05	0.11	0.05	0.10	0.06	0.05	0.08	0.10	0.10	0.07	0.07	0.06	0.09	0.09	0.11	0.06	0.08	0.09	0.09	0.06	0.08	0.05	0.06	0.13	0.12	NA	0.12	0.07	0.10	0.10	0.12	0.06	0.08	0.10	0.15	0.11	0.12	0.12	0.13	0.08	0.09	0.08	0.08	0.11	0.13	0.09	0.62	0.13	0.07	0.07	0.09	0.07	0.18	0.13	0.13	0.08	0.08	0.13	0.04	0.08	0.10	0.12	0.14	0.05	0.08	0.07	0.07	0.09	0.12	0.05	0.09	0.04	0.10	0.19	0.14	0.08	0.09	0.13	0.06	0.10	0.10	NA	0.04	0.08	0.12	0.10	0.08	0.07	0.09	0.10	0.09	0.04	0.11	0.14	0.07	0.12	0.09	0.14	0.10	0.09	0.10	0.07
NM_014369|PTPN18|chr2|+	chr2:131130729-131133828	131132937	0.04	0.03	0.04	0.03	0.08	0.03	0.02	0.04	NA	0.03	0.11	0.04	0.04	0.04	0.04	0.07	0.04	0.03	0.04	0.11	0.06	0.04	0.06	0.04	0.07	0.05	0.04	0.05	NA	0.05	0.05	0.05	0.05	0.04	0.13	0.09	0.06	0.04	0.04	0.05	0.06	0.05	0.03	0.04	0.05	0.06	0.04	0.05	0.05	NA	0.19	0.07	0.04	0.04	0.06	0.07	0.05	0.04	0.12	0.07	0.11	0.03	0.07	0.06	0.06	0.03	0.05	0.03	0.08	0.04	0.03	0.06	0.07	0.09	0.07	0.05	0.05	0.18	0.03	0.05	0.06	0.05	0.04	0.07	NA	0.04	0.06	0.06	0.07	0.07	0.04	0.05	0.08	0.04	0.13	0.05	0.08	0.07	0.04	0.14	0.05	0.06	0.03	0.05	0.04
NM_000888|ITGB6|chr2|-	chr2:160956182-160958345	160957815	0.67	0.73	NA	0.94	0.75	0.95	0.63	0.81	0.87	0.74	0.88	0.91	0.69	0.81	0.93	0.85	0.97	0.80	0.84	0.81	0.63	0.71	NA	NA	0.76	0.91	NA	NA	NA	NA	NA	NA	0.82	0.90	NA	0.88	0.81	0.76	0.92	0.82	0.77	0.82	NA	0.79	0.88	0.77	0.77	0.79	0.96	NA	0.93	NA	0.81	0.73	0.87	NA	0.81	0.76	NA	0.88	0.72	0.70	0.68	0.83	0.72	0.72	0.82	NA	0.89	0.96	0.99	0.90	0.97	0.79	0.70	NA	0.92	0.76	0.92	NA	0.86	0.72	0.90	NA	NA	NA	0.92	0.94	0.90	0.74	0.79	0.79	NA	NA	0.91	0.94	0.72	NA	0.78	NA	0.73	NA	NA	0.84	0.86
NM_017727|TMEM214|chr2|+	chr2:27263578-27264822	27264373	0.71	0.73	0.70	0.69	0.75	0.76	0.56	0.72	0.72	0.70	0.86	0.82	0.65	0.74	0.83	0.77	0.75	0.68	0.77	0.81	0.74	0.70	0.75	0.66	0.78	0.77	0.73	0.75	NA	0.68	0.72	0.77	0.77	0.81	0.85	0.71	0.73	0.74	0.70	0.73	0.84	0.79	0.74	0.68	0.80	0.78	0.75	NA	0.82	NA	0.80	NA	0.76	0.73	0.73	0.71	0.72	0.70	0.86	0.86	0.72	0.70	0.72	0.71	0.76	0.73	0.76	0.77	0.85	0.82	0.68	0.75	0.82	0.73	0.78	0.77	0.58	0.85	0.79	0.63	0.75	0.75	0.74	0.71	NA	0.69	0.80	0.78	0.73	0.70	0.80	0.73	0.76	0.64	0.76	0.83	0.73	0.77	0.68	0.86	0.75	0.66	0.71	0.72	0.70
NR_028482|DCAF17|chr2|+	chr2:172337483-172341573	172338034	NA	0.79	0.79	0.82	NA	0.81	0.62	NA	0.78	0.53	NA	0.81	NA	0.84	NA	NA	0.88	0.74	NA	NA	0.79	0.75	0.72	NA	NA	0.82	0.78	0.88	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.86	0.90	0.85	NA	NA	NA	0.90	NA	0.75	NA	NA	0.72	NA	0.88	NA	0.76	0.80	0.78	0.83	0.80	0.83	NA	NA	0.71	0.71	NA	0.74	0.79	0.69	0.71	NA	NA	NA	NA	0.85	0.94	NA	NA	NA	0.75	NA	0.79	0.76	0.89	NA	NA	NA	NA	NA	NA	0.90	NA	NA	NA	NA	0.93	0.83	0.89	NA	NA	0.86	0.81	NA	NA	0.97	0.83	0.87	0.83
NM_001105537|ZNF142|chr2|-	chr2:219498001-219503531	219502891	0.32	0.52	0.55	0.28	0.22	0.42	0.54	NA	NA	0.19	0.18	0.37	0.25	0.37	0.25	0.20	0.33	0.43	0.50	0.11	0.25	0.38	0.37	0.18	0.33	0.33	0.48	0.36	NA	0.38	0.47	0.20	0.18	0.30	0.19	0.25	0.48	NA	0.51	0.38	0.15	0.51	0.37	0.35	0.27	0.27	0.18	NA	0.22	NA	NA	NA	0.37	0.34	0.28	0.17	0.45	0.51	0.18	0.19	0.69	0.28	NA	0.55	0.34	0.24	0.24	0.26	0.17	0.14	0.30	0.54	0.37	0.41	NA	0.46	0.43	0.15	0.35	0.50	0.30	NA	0.39	NA	NA	0.18	0.17	0.32	0.39	0.16	0.19	0.32	0.18	0.53	0.29	0.39	0.30	0.55	0.58	0.07	NA	0.30	NA	0.37	0.53
NM_001145048|GPN1|chr2|+	chr2:27872981-27874748	27873646	0.13	0.25	0.27	0.12	0.20	0.13	0.22	0.17	0.06	0.10	0.34	0.20	0.16	0.19	0.16	0.16	0.22	0.18	0.13	0.26	0.25	0.12	0.10	0.18	0.17	0.18	0.20	0.23	NA	0.17	0.13	0.10	0.29	0.23	0.16	0.18	0.19	0.12	0.20	0.18	0.17	0.16	0.21	0.19	0.19	0.19	0.18	0.21	0.14	NA	0.19	NA	0.18	0.21	0.12	0.21	0.13	0.18	0.36	0.11	0.23	0.16	0.13	0.18	0.19	0.15	0.14	0.15	0.22	0.10	0.12	0.19	0.19	0.12	0.20	0.18	0.15	0.29	0.18	0.27	0.16	0.17	0.17	0.09	0.56	0.07	0.12	0.17	0.20	0.18	0.24	0.21	0.19	0.19	0.15	0.18	0.18	0.23	0.21	0.39	0.19	0.18	0.23	0.21	0.22
NM_001164165|GPR75-ASB3|chr2|-	chr2:53897093-53897827	53897506	0.43	0.37	0.45	0.60	0.36	0.33	0.24	0.36	0.50	0.24	0.48	0.53	0.31	0.47	0.35	0.37	0.57	0.42	0.45	0.60	0.27	0.45	0.47	0.35	0.39	0.54	0.45	0.33	NA	0.59	0.36	0.38	0.33	0.39	0.49	0.47	0.35	0.48	0.50	0.53	0.33	0.37	0.35	0.45	0.44	0.55	0.28	0.41	0.35	NA	0.40	NA	0.38	0.39	0.52	0.64	0.53	0.42	0.55	0.36	0.49	0.23	0.41	0.49	0.36	0.30	0.41	0.43	0.59	0.45	0.37	0.41	0.67	0.52	0.33	0.33	0.32	0.68	0.32	0.35	0.33	0.47	0.53	0.57	NA	0.46	0.33	0.49	0.43	0.41	0.32	0.62	0.35	0.52	0.51	0.39	0.26	0.21	0.47	NA	0.42	0.44	0.50	0.38	0.30
NM_018153|ANTXR1|chr2|+	chr2:69372457-69373511	69372644	0.97	NA	NA	1.00	0.92	0.95	NA	1.00	0.95	0.93	NA	0.98	0.98	NA	1.00	0.94	NA	0.93	0.92	1.00	NA	0.97	NA	0.98	1.00	0.90	NA	NA	NA	NA	1.00	0.88	0.97	NA	NA	1.00	NA	NA	NA	NA	1.00	0.91	NA	NA	0.97	0.99	0.99	NA	NA	NA	1.00	NA	NA	0.84	NA	0.96	0.95	NA	0.92	1.00	0.96	0.93	1.00	0.94	NA	NA	0.90	NA	0.95	0.96	0.94	NA	0.98	1.00	0.98	NA	NA	NA	0.92	0.78	NA	0.97	0.98	NA	NA	NA	0.98	0.97	0.98	0.98	0.97	0.99	0.90	0.91	1.00	0.99	1.00	0.97	0.97	NA	1.00	0.98	NA	0.75	0.92
NM_001013663|PTRHD1|chr2|-	chr2:25012835-25013450	25013175	0.08	0.09	0.10	0.05	0.07	0.07	0.06	0.08	0.08	0.06	0.12	0.06	0.07	0.10	0.07	0.07	0.09	0.09	0.13	0.07	0.08	0.10	0.13	0.05	0.08	0.10	0.09	0.09	NA	0.08	0.08	0.06	0.08	0.07	0.04	0.08	0.10	0.10	0.13	0.11	0.06	0.09	0.06	0.07	0.09	0.08	0.07	0.06	0.06	NA	0.15	NA	0.09	0.08	0.09	0.09	0.09	0.10	0.08	0.07	0.13	0.08	0.05	0.12	0.09	0.05	0.14	0.05	0.05	0.11	0.07	0.10	0.09	0.06	0.10	0.10	0.06	0.07	0.08	0.07	0.08	0.09	0.07	0.06	NA	0.04	0.22	0.14	0.07	0.06	0.08	0.06	0.08	0.13	0.07	0.09	0.09	0.08	0.12	0.04	0.11	0.14	0.12	0.11	0.10
NM_001130158|MYO1B|chr2|+	chr2:192288562-192290104	192288757	0.59	0.83	0.80	0.86	0.67	0.84	0.42	0.71	0.79	0.62	0.89	0.69	0.58	0.85	0.81	0.75	0.94	0.76	0.73	0.89	0.57	0.64	0.63	0.54	0.78	0.79	0.65	0.69	0.38	0.67	0.51	0.69	0.84	0.85	0.72	0.80	0.75	0.82	0.90	0.68	0.77	0.76	0.69	0.79	0.74	0.80	0.72	0.59	0.84	NA	0.88	0.32	0.59	0.72	0.64	0.68	0.71	0.82	0.87	0.70	0.62	0.65	0.64	0.81	0.65	0.72	0.68	0.85	0.86	0.70	0.82	0.82	0.89	0.67	0.69	0.84	0.72	0.83	0.95	0.55	0.78	0.69	0.81	0.59	0.98	0.77	0.83	0.84	0.79	0.58	0.80	0.71	0.77	0.76	0.86	0.80	0.64	0.68	0.73	0.82	0.80	0.84	0.71	0.73	0.64
NM_004763|ITGB1BP1|chr2|-	chr2:9546174-9547034	9546849	0.37	0.16	0.21	0.13	0.39	0.54	0.71	0.92	0.15	0.25	0.81	0.55	1.00	0.94	0.09	0.60	0.11	0.20	0.73	0.11	0.23	0.92	0.06	0.13	0.08	0.26	0.77	0.85	NA	0.39	0.22	0.10	0.77	0.21	0.35	0.34	0.95	0.25	0.91	0.91	0.20	0.90	0.26	0.51	0.15	0.98	0.09	0.86	0.62	NA	0.13	NA	0.98	0.45	0.22	0.93	0.91	0.68	0.13	0.51	0.51	0.10	0.99	0.16	0.16	0.68	0.05	0.57	0.08	0.83	0.58	0.15	0.14	0.18	0.49	0.22	0.13	0.10	0.32	0.14	0.37	0.12	0.14	0.20	0.25	0.25	0.78	0.13	0.60	0.38	0.12	0.75	0.91	0.55	0.48	0.24	0.41	0.58	0.12	0.14	0.27	0.65	0.72	0.90	0.27
NM_001035521|GTF3C2|chr2|-	chr2:27548626-27549760	27549332	0.89	0.81	0.95	0.88	0.75	0.89	0.84	0.86	0.92	0.84	0.98	0.93	0.87	0.85	0.96	0.89	0.87	0.76	0.91	0.94	0.93	0.80	0.91	0.87	0.93	0.93	0.82	0.89	NA	0.77	0.81	0.89	0.87	0.87	0.94	0.84	0.92	0.88	0.95	0.84	0.88	0.92	0.88	0.73	0.91	0.83	0.92	0.77	0.89	NA	0.96	NA	0.88	0.87	0.79	0.79	0.79	0.84	0.98	0.95	0.91	0.89	0.91	0.98	0.91	0.92	0.92	0.93	0.97	0.89	0.77	0.96	0.97	0.95	0.94	0.92	0.85	0.96	0.99	0.75	0.94	0.86	0.90	0.83	NA	0.83	0.94	0.93	0.84	0.78	0.92	0.80	0.88	0.87	0.93	0.93	0.91	0.81	0.81	0.97	0.92	0.86	0.90	0.92	0.83
NR_024191|ATL2|chr2|-	chr2:38521127-38523255	38522151	0.24	0.24	0.16	0.24	0.20	0.19	0.24	0.23	0.15	0.18	0.23	0.26	0.24	0.19	0.34	0.19	0.24	0.20	0.22	0.37	0.26	0.24	0.22	0.26	0.30	0.19	0.24	0.22	NA	0.28	0.34	0.18	0.19	0.19	0.19	0.25	0.22	0.19	0.23	0.31	0.24	0.18	0.15	0.28	0.17	0.25	0.18	0.11	0.16	NA	0.24	NA	0.22	0.24	0.24	0.31	0.21	0.20	0.21	0.21	0.27	0.23	0.20	0.20	0.23	0.21	0.23	0.17	0.18	0.21	0.24	0.27	0.18	0.15	0.27	0.27	0.21	0.23	0.26	0.19	0.21	0.32	0.19	0.13	0.28	0.18	0.24	0.25	0.23	0.21	0.23	0.21	0.25	0.21	0.20	0.21	0.20	0.31	0.17	0.19	0.26	0.22	0.19	0.19	0.34
NM_005915|MCM6|chr2|-	chr2:136597589-136598521	136598078	0.09	0.13	0.17	0.09	0.08	0.09	0.09	0.08	0.07	0.06	0.11	0.11	0.10	0.12	0.11	0.10	0.14	0.11	0.14	0.06	0.09	0.09	0.09	0.05	0.07	0.08	0.15	0.19	NA	0.14	0.04	0.07	0.10	0.09	0.07	0.10	0.15	0.13	0.15	0.14	0.10	0.11	0.08	0.17	0.10	0.08	0.08	0.11	0.09	NA	0.21	NA	0.13	0.11	0.10	0.12	0.10	0.08	0.10	0.08	0.18	0.08	0.09	0.12	0.10	0.08	0.08	0.11	0.12	0.07	0.08	0.14	0.13	0.09	0.09	0.10	0.13	0.15	0.08	0.11	0.12	0.09	0.11	0.09	NA	0.10	0.17	0.11	0.12	0.09	0.11	0.16	0.10	0.12	0.09	0.14	0.09	0.10	0.18	0.10	0.09	0.13	0.09	0.10	0.13
NM_001142650|HNRPLL|chr2|-	chr2:38789119-38791379	38791229	0.13	0.25	0.19	0.24	0.22	0.19	0.16	0.12	0.11	0.13	0.22	0.19	0.17	0.14	0.16	0.14	0.27	0.14	0.16	0.15	0.11	0.12	0.14	0.14	0.15	0.12	0.19	0.30	NA	0.17	0.12	0.18	0.14	0.22	0.08	0.18	0.16	0.17	0.25	0.18	0.11	0.14	0.14	0.23	0.13	0.12	0.12	0.22	0.19	NA	0.19	NA	0.15	0.16	0.12	0.13	0.16	0.13	0.12	0.11	0.21	0.10	0.15	0.15	0.14	0.17	0.13	0.16	0.14	0.14	0.24	0.20	0.19	0.12	0.15	0.14	0.23	0.15	0.16	0.13	0.15	0.15	NA	0.13	0.27	0.10	0.19	0.30	0.14	0.12	0.19	0.17	0.16	0.18	0.13	0.17	0.17	0.16	0.17	0.11	0.16	0.27	0.15	0.20	0.19
NM_003887|ASAP2|chr2|+	chr2:9543381-9546024	9543573	0.81	0.91	0.96	0.95	0.85	0.93	0.76	0.90	0.94	0.84	0.86	0.93	0.77	0.96	NA	0.87	0.98	0.89	0.90	NA	0.85	0.89	0.94	0.84	0.93	0.97	0.88	0.87	NA	0.87	0.83	0.93	NA	0.96	0.91	0.98	0.90	0.87	0.95	0.87	NA	0.79	0.84	0.89	0.99	0.89	0.87	NA	NA	NA	0.99	NA	0.85	0.85	0.86	0.82	0.94	0.92	NA	0.91	0.94	0.79	0.87	0.92	0.86	0.87	0.91	0.94	NA	0.94	0.97	0.95	0.95	0.94	0.92	NA	0.89	NA	0.87	0.87	0.89	NA	0.93	0.86	1.00	0.89	0.89	0.98	0.95	0.82	NA	0.95	0.90	0.94	0.95	0.95	0.82	0.86	0.90	NA	0.91	0.95	0.95	NA	0.87
NM_013341|OLA1|chr2|-	chr2:174939643-174940255	174940055	0.77	0.70	0.68	0.65	0.77	0.69	0.60	0.61	0.65	0.67	0.83	0.79	0.60	0.69	0.89	0.80	0.76	0.54	0.60	0.84	0.75	0.75	0.66	0.58	0.92	0.57	0.57	0.79	NA	0.70	0.74	0.82	0.84	0.84	0.90	0.70	0.64	0.64	0.80	0.65	0.75	0.63	0.65	0.68	0.75	0.79	0.66	0.97	0.92	1.00	0.87	0.58	0.61	0.79	0.56	0.80	0.65	0.71	0.88	0.71	0.63	0.71	0.71	0.59	0.80	0.68	0.49	0.95	0.79	0.65	0.80	0.60	0.78	0.72	0.77	0.71	0.50	0.88	0.68	0.60	0.75	0.69	0.59	0.96	1.00	0.62	0.64	0.68	0.67	0.73	0.95	0.64	0.66	0.63	0.83	0.75	0.81	0.87	0.52	0.97	0.72	0.73	0.79	0.77	0.74
NM_152387|KCTD18|chr2|-	chr2:201353693-201355339	201354222	0.23	0.30	0.28	0.41	0.24	0.29	0.29	0.27	0.35	0.18	0.56	0.38	0.32	0.29	0.25	0.27	0.41	0.29	0.29	0.34	0.34	0.14	0.36	0.32	0.34	0.37	0.16	0.26	NA	0.31	0.35	NA	0.36	0.35	0.42	0.29	0.23	0.35	0.40	0.35	0.23	0.29	0.24	0.31	0.27	0.32	0.26	NA	0.61	NA	NA	NA	0.22	0.32	0.24	0.25	0.26	0.30	0.37	0.29	0.35	0.22	0.23	0.40	0.22	0.26	0.26	0.84	0.32	0.32	0.67	0.39	0.39	0.37	NA	0.21	0.53	0.56	0.33	0.39	0.27	0.33	0.29	0.27	NA	0.26	0.49	0.40	0.27	0.28	0.36	0.23	0.22	0.27	0.40	0.28	0.36	0.18	0.29	NA	NA	0.51	0.32	0.24	0.28
NM_001190265|C1D|chr2|-	chr2:68269289-68270185	68270035	0.25	0.52	0.64	1.00	0.43	0.71	0.42	0.69	0.89	0.55	0.83	1.00	0.39	0.63	0.89	0.90	0.94	0.81	0.70	1.00	0.39	0.55	0.46	0.34	0.47	0.85	0.61	0.29	NA	0.95	0.45	NA	0.57	0.89	0.61	0.83	0.84	0.54	0.89	0.86	0.75	0.69	0.73	0.71	0.64	0.50	0.63	NA	0.91	NA	1.00	NA	0.78	0.43	0.75	0.84	0.91	0.70	0.90	0.74	0.38	0.75	0.40	0.64	0.52	0.46	0.75	0.93	0.90	0.93	0.93	0.90	0.87	0.71	0.36	0.85	0.77	0.44	0.86	0.35	0.85	0.40	0.74	NA	NA	0.77	0.92	0.89	0.85	NA	0.76	0.68	0.80	0.83	0.87	0.79	0.36	0.47	0.73	NA	0.61	0.93	0.82	0.96	0.75
NM_198182|GRHL1|chr2|+	chr2:10140720-10142445	10140870	0.77	0.76	0.82	0.86	NA	0.77	0.77	0.77	0.87	0.77	0.93	0.94	0.61	0.88	0.87	0.88	0.96	0.76	0.85	0.95	0.87	0.76	0.95	0.77	0.89	0.95	0.77	0.83	NA	0.77	0.80	0.77	0.76	0.89	0.91	0.91	0.80	0.92	0.88	0.76	0.86	0.89	NA	0.80	0.89	0.90	0.86	0.82	0.93	NA	1.00	NA	0.74	0.76	0.75	0.81	0.75	0.81	NA	0.90	0.92	0.80	0.77	0.92	0.92	0.79	0.76	0.95	0.94	0.93	0.90	0.85	0.92	0.88	0.92	0.82	0.81	0.98	0.90	0.81	0.86	NA	NA	0.76	NA	0.80	NA	NA	0.87	0.91	NA	0.81	0.89	0.82	0.83	0.91	0.73	0.85	0.72	0.92	0.88	0.88	0.88	0.78	0.77
NM_002056|GFPT1|chr2|-	chr2:69546928-69553365	69552555	0.43	0.51	0.43	0.36	0.31	0.46	0.47	0.28	0.38	0.39	0.34	0.50	0.49	0.46	0.47	0.44	0.48	0.38	0.36	0.28	0.34	0.24	0.39	0.43	0.22	0.23	0.56	0.49	0.33	0.52	0.44	0.49	0.39	0.52	0.29	0.46	0.38	0.45	0.51	0.46	0.39	0.32	0.33	0.49	0.37	0.28	0.37	0.37	0.40	0.38	0.38	0.36	0.46	0.44	0.42	0.59	0.46	0.41	0.31	0.32	0.55	0.35	0.41	0.34	0.44	0.44	0.33	0.52	0.34	0.30	0.43	0.52	0.44	0.33	0.27	0.42	0.39	0.38	0.37	0.47	0.45	0.44	0.46	0.34	0.40	0.35	0.36	0.41	0.42	0.26	0.34	0.40	0.63	0.38	0.29	0.50	0.35	0.50	0.46	0.26	0.25	0.45	0.37	0.48	0.55
NM_005054|RGPD5|chr2|-	chr2:111271043-111273222	111271679	0.54	0.70	0.57	0.88	NA	NA	0.28	NA	0.68	NA	0.86	0.82	0.41	0.69	NA	NA	NA	0.69	NA	0.91	0.34	0.56	NA	NA	0.65	0.92	NA	0.56	NA	NA	NA	NA	NA	0.89	0.79	0.84	NA	0.67	0.85	0.87	NA	NA	NA	0.68	0.91	0.77	0.71	NA	0.98	NA	0.86	NA	0.77	0.60	0.69	NA	NA	0.67	NA	NA	0.53	NA	NA	0.80	0.59	0.67	0.70	NA	0.97	NA	0.96	0.89	1.00	NA	NA	NA	0.35	0.82	0.91	0.41	0.85	NA	NA	NA	NA	NA	NA	0.93	0.84	0.70	NA	0.72	0.77	0.74	0.84	0.89	NA	0.61	0.69	NA	NA	0.94	0.73	0.81	NA
NM_178123|SESTD1|chr2|-	chr2:179967196-179974755	179974208	0.16	0.31	0.32	0.28	0.17	0.13	0.25	0.20	0.10	0.15	0.19	0.18	0.23	0.21	0.24	0.12	0.26	0.22	0.17	0.10	0.17	0.13	0.12	0.20	0.19	0.13	0.22	0.28	0.29	0.26	0.13	0.14	0.19	0.23	0.11	0.23	0.29	0.27	0.25	0.35	0.12	0.18	0.14	0.36	0.14	0.07	0.09	0.26	0.16	0.44	0.16	0.28	0.21	0.20	0.10	0.23	0.16	0.20	0.12	0.13	0.18	0.16	0.23	0.16	0.15	0.20	0.25	0.19	0.09	0.10	0.13	0.32	0.26	0.17	0.15	0.19	0.20	0.23	0.15	0.23	0.23	0.15	0.22	0.23	0.46	0.18	0.17	0.25	0.16	0.16	0.18	0.34	0.25	0.41	0.25	0.16	0.15	0.20	0.42	0.13	0.13	0.27	0.22	0.28	0.26
