event_id	loci	Proximal_Site	TCGA-CV-7235-01A-11R-2016-07	TCGA-CV-6962-01A-11R-1915-07	TCGA-HD-A6I0-01A-11R-A31N-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CV-6935-01A-11R-1915-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-CV-7250-01A-11R-2016-07	TCGA-CV-6936-01A-11R-1915-07	TCGA-CV-6938-01A-11R-1915-07	TCGA-CV-7440-01A-11R-2132-07	TCGA-CV-7425-01A-11R-2081-07	TCGA-CV-7177-01A-11R-2016-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-6955-01A-11R-2016-07	TCGA-CV-7091-01A-11R-2016-07	TCGA-CV-6960-01A-41R-2016-07	TCGA-CV-7261-01A-11R-2016-07	TCGA-CV-7432-01A-11R-2132-07	TCGA-CV-7252-01A-11R-2016-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-CV-7434-01A-11R-2132-07	TCGA-CV-7183-01A-11R-2016-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-CV-7097-01A-11R-2016-07	TCGA-CV-7101-01A-11R-2016-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-CV-7437-01A-21R-2132-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-7424-01A-11R-2081-07	TCGA-CV-7242-01A-11R-2016-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-WA-A7GZ-01A-11R-A34R-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-CV-7178-01A-21R-2016-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-CV-7423-01A-11R-2081-07	TCGA-CV-7245-01A-11R-2016-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-7416-01A-11R-2081-07	TCGA-CV-6961-01A-21R-1915-07
NM_001040126|PQLC2|chr1|+	chr1:19655065-19655807	19655459	0.92	0.92	0.97	0.93	0.89	0.90	0.90	0.92	1.00	0.90	0.81	0.83	0.88	NA	0.81	0.89	0.96	0.87	0.96	0.92	0.96	0.73	1.00	1.00	0.92	0.91	0.96	NA	0.75	0.93	0.86	0.87	0.96	0.92	0.95	0.96	0.90	0.97	0.88	0.94	0.85	0.93	0.88
NM_002245|KCNK1|chr1|+	chr1:233807016-233808227	233807762	0.48	0.59	NA	0.46	0.48	0.49	0.61	0.48	0.67	0.43	0.56	0.50	0.57	0.54	0.53	0.66	0.45	0.45	0.47	0.62	0.26	0.56	0.61	0.66	0.34	0.57	0.52	0.50	0.37	0.35	0.47	0.69	0.53	0.46	0.53	0.70	0.48	0.69	0.48	0.53	0.40	0.50	0.43
NM_001066|TNFRSF1B|chr1|+	chr1:12266796-12269291	12266946	0.96	NA	NA	NA	NA	0.92	NA	0.97	0.91	NA	0.93	0.78	0.93	0.80	0.95	0.90	0.94	NA	0.80	1.00	0.95	NA	NA	0.89	0.90	1.00	0.92	0.91	0.95	NA	0.93	NA	0.95	NA	NA	NA	0.93	0.97	NA	NA	0.94	0.93	0.90
NM_030937|CCNL2|chr1|-	chr1:1321148-1322962	1322225	0.18	0.19	0.51	0.19	0.13	0.23	0.19	0.21	0.29	0.18	0.29	NA	0.21	NA	0.21	0.23	0.17	0.27	0.27	0.26	0.18	NA	0.22	0.29	0.22	0.23	0.21	0.26	0.17	0.15	0.18	0.17	0.24	0.21	0.21	0.32	0.19	0.24	0.27	0.26	0.18	0.26	0.20
NM_019118|TMEM234|chr1|-	chr1:32681250-32682548	32681834	0.06	NA	NA	0.03	NA	0.08	NA	0.05	NA	0.08	0.04	NA	0.05	NA	0.06	0.04	NA	0.04	NA	NA	NA	NA	0.03	NA	0.04	0.04	0.03	NA	0.09	0.05	0.10	0.06	0.43	0.03	NA	NA	NA	0.14	NA	NA	NA	0.07	0.05
NM_014827|ZC3H11A|chr1|+	chr1:203821268-203823299	203821475	0.83	0.83	NA	0.80	0.72	0.87	0.90	0.77	0.90	0.76	0.90	0.81	0.82	0.87	0.87	0.81	0.81	0.84	0.82	0.84	0.76	0.80	0.88	0.90	0.84	0.91	0.82	0.78	0.72	0.84	0.82	0.96	0.86	0.76	0.93	0.93	0.80	0.83	0.83	0.81	0.79	0.78	0.76
NR_036473|SNHG3|chr1|+	chr1:28835341-28837426	28836047	0.08	0.05	0.21	NA	0.06	0.07	0.10	0.07	0.19	0.09	0.09	0.05	0.08	0.07	0.07	0.11	0.09	0.07	0.12	0.08	0.07	0.06	0.20	0.14	0.14	0.09	0.14	0.06	0.13	0.08	0.16	0.12	0.09	NA	0.20	0.11	0.08	0.16	0.06	0.06	NA	0.08	0.11
NM_005819|STX6|chr1|-	chr1:180941943-180945782	180945140	0.41	0.39	0.28	0.39	0.51	0.66	0.58	0.49	0.61	0.49	0.50	0.45	0.44	0.52	0.47	0.36	0.39	0.46	0.43	0.65	0.49	0.51	0.53	0.70	0.52	0.42	0.56	0.41	0.39	0.33	0.56	0.63	0.51	0.49	0.43	0.61	0.40	0.56	0.40	0.41	0.48	0.47	0.39
NM_001924|GADD45A|chr1|+	chr1:68153343-68154010	68153677	0.67	0.84	NA	0.94	0.70	0.89	0.72	NA	0.93	0.88	0.89	0.90	0.85	0.90	0.76	0.76	0.89	0.91	0.87	0.93	0.73	0.92	0.95	0.90	0.86	0.82	0.93	0.68	0.72	0.93	0.84	0.92	0.81	0.73	0.82	0.95	0.90	0.73	0.92	0.89	0.77	0.83	0.74
NM_006468|POLR3C|chr1|-	chr1:145590636-145592771	145592621	0.12	0.20	0.03	0.20	0.16	0.22	0.24	0.17	0.17	0.14	NA	0.17	0.14	NA	0.13	0.15	0.21	0.12	0.14	0.12	0.11	NA	0.09	0.15	0.16	0.14	0.13	0.19	0.15	0.12	0.17	0.20	0.15	0.11	0.13	0.11	0.15	0.11	0.15	0.12	0.17	0.18	0.14
NM_001097589|SPRR3|chr1|+	chr1:152975477-152976335	152975676	0.97	0.95	NA	0.93	0.91	0.92	0.92	NA	1.00	NA	0.99	0.94	0.95	0.92	0.93	0.99	0.91	0.99	0.97	0.96	NA	0.96	1.00	0.96	1.00	0.95	0.93	0.94	0.91	0.97	0.97	0.99	0.93	0.96	0.93	0.94	0.91	0.98	0.98	0.98	0.93	NA	0.97
NM_015327|SMG5|chr1|-	chr1:156218940-156220461	156220081	0.99	0.99	1.00	0.99	1.00	0.99	0.99	1.00	1.00	0.96	0.99	1.00	1.00	1.00	0.99	1.00	1.00	1.00	0.99	0.99	1.00	0.99	1.00	1.00	0.99	1.00	1.00	0.97	0.98	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.99	0.98	0.99	1.00	1.00	1.00	0.99
NM_001029882|AHDC1|chr1|-	chr1:27860773-27861427	27861104	0.93	NA	1.00	0.86	0.83	0.94	0.87	0.88	1.00	NA	0.93	0.74	0.86	0.92	0.91	0.94	0.91	0.79	0.84	0.95	0.90	0.87	0.88	1.00	0.90	0.90	0.92	0.80	0.78	0.80	0.96	0.95	0.96	0.80	0.99	1.00	NA	0.94	0.84	0.84	0.90	0.76	0.79
NM_024602|HECTD3|chr1|-	chr1:45468214-45469248	45469098	0.92	0.95	1.00	0.91	0.89	0.96	0.97	0.93	1.00	0.91	1.00	0.87	0.96	0.95	0.94	0.96	0.90	0.96	0.92	1.00	0.92	0.97	0.97	0.98	0.94	0.97	0.93	0.79	0.92	0.94	0.97	0.99	0.94	0.92	0.89	1.00	0.95	0.96	0.93	0.88	0.95	0.96	0.93
NM_014280|DNAJC8|chr1|-	chr1:28527017-28527881	28527496	0.74	0.82	1.00	0.63	0.75	0.68	0.77	0.79	0.86	0.64	0.69	0.68	0.90	0.69	0.76	0.79	0.64	0.70	0.76	0.80	0.77	0.72	0.83	0.77	0.86	0.81	0.70	0.76	0.64	0.80	0.68	0.83	0.69	0.73	0.79	0.85	0.65	0.93	0.71	0.65	0.76	0.65	0.66
NM_013386|SLC25A24|chr1|-	chr1:108677426-108679459	108678129	0.51	0.39	NA	0.58	0.26	0.46	0.54	0.45	0.81	0.27	0.82	0.61	0.63	0.67	0.54	0.60	0.65	0.36	0.51	0.36	0.28	0.67	0.78	0.75	0.38	0.59	0.68	0.51	0.32	0.36	0.60	0.52	0.65	0.41	0.34	0.80	0.59	0.62	0.52	0.68	0.35	0.29	0.41
NM_000491|C1QB|chr1|+	chr1:22987304-22988107	22987454	1.00	1.00	1.00	NA	1.00	1.00	0.99	1.00	1.00	1.00	0.98	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_016011|MECR|chr1|-	chr1:29519408-29520691	29520380	0.24	0.13	0.09	0.11	0.13	0.26	0.12	0.23	0.11	0.12	0.15	0.21	0.12	NA	0.09	0.16	NA	0.12	0.16	0.14	0.18	0.10	0.11	0.11	0.14	0.12	0.14	0.18	0.18	0.11	0.11	0.16	0.12	0.18	0.09	0.15	0.19	0.09	0.19	0.16	0.14	0.07	0.14
NM_001043351|TPM3|chr1|-	chr1:154128833-154130197	154129960	0.91	0.91	0.99	0.82	0.79	0.94	0.91	0.89	0.98	0.89	0.97	0.86	0.92	0.88	0.94	0.94	0.84	0.92	0.93	0.88	0.92	0.90	0.93	0.95	0.94	0.93	0.89	0.88	0.81	0.94	0.94	0.97	0.95	0.89	0.90	0.92	0.87	0.96	0.89	0.89	0.84	0.89	0.85
NM_012262|HS2ST1|chr1|+	chr1:87570152-87575667	87571768	NA	0.57	NA	0.63	0.70	0.79	0.75	NA	NA	0.62	0.59	0.63	0.78	NA	0.71	0.68	0.58	NA	0.69	0.71	0.61	NA	0.81	NA	NA	0.74	0.75	0.64	0.56	0.59	0.64	0.89	0.72	0.59	0.59	NA	0.60	NA	NA	0.64	0.69	0.57	0.55
NM_014223|NFYC|chr1|+	chr1:41236380-41237271	41236655	0.56	0.48	0.66	0.65	0.53	0.79	0.56	0.67	0.66	0.61	0.71	0.74	0.61	0.62	0.67	0.66	0.50	0.52	0.51	0.64	0.57	0.47	0.77	0.83	0.65	0.69	0.71	0.58	0.55	0.60	0.69	0.71	0.77	0.63	0.53	0.73	0.69	0.71	0.56	0.58	0.58	0.68	0.54
NR_002190|SUMO1P3|chr1|+	chr1:160287054-160287897	160287521	NA	0.40	NA	0.49	0.31	0.66	NA	0.56	0.74	0.47	0.70	0.66	0.56	NA	0.58	0.77	0.59	0.66	NA	0.49	0.68	NA	0.50	0.46	0.69	NA	0.70	NA	0.59	0.69	0.58	0.70	0.75	0.72	0.27	0.35	0.45	NA	NA	0.51	0.64	0.74	0.48
NM_001164391|MTF2|chr1|+	chr1:93602226-93604634	93602649	0.39	0.39	NA	0.43	NA	0.42	0.40	0.37	0.47	0.35	0.51	NA	0.43	NA	0.42	0.43	0.41	0.39	0.35	0.47	0.28	NA	0.52	0.64	0.33	0.41	0.56	0.40	0.33	0.30	0.47	0.48	0.50	0.36	0.51	NA	NA	0.61	0.37	NA	0.49	0.33	0.41
NM_016037|UTP11L|chr1|+	chr1:38489216-38490463	38489394	0.26	0.29	0.08	0.22	0.27	0.29	0.31	0.36	0.19	0.26	0.29	0.29	0.30	0.21	0.25	0.30	0.22	0.21	0.21	0.34	0.28	0.19	0.29	0.24	0.23	0.28	0.24	0.29	0.25	0.23	0.27	0.26	0.27	0.28	0.25	0.22	0.24	0.23	0.27	0.26	0.30	0.28	0.26
NM_001098398|COPA|chr1|-	chr1:160258541-160260006	160259136	0.11	0.11	0.49	0.12	0.13	0.15	0.11	0.12	0.17	0.10	0.13	0.12	0.11	0.11	0.11	0.13	0.08	0.12	0.12	0.15	0.16	0.13	0.11	0.12	0.16	0.08	0.12	0.10	0.10	0.13	0.15	0.12	0.12	0.10	0.08	0.18	0.09	0.13	0.10	0.11	0.12	0.13	0.09
NM_018212|ENAH|chr1|-	chr1:225681738-225685514	225685073	0.82	0.72	NA	0.80	0.72	0.79	0.81	0.84	0.89	0.67	0.83	0.81	0.84	0.84	0.83	0.82	0.78	0.72	0.83	0.82	0.67	0.84	0.88	0.92	0.65	0.84	0.80	0.71	0.63	0.61	0.81	0.91	0.86	0.75	0.83	0.92	0.75	0.88	0.74	0.83	0.72	0.63	0.71
NM_005105|RBM8A|chr1|+	chr1:145509165-145513535	145509339	0.12	0.17	0.02	0.22	0.40	0.38	0.22	0.16	0.25	0.16	0.23	0.26	0.12	0.17	0.17	0.15	0.11	0.14	0.21	0.28	0.18	0.21	0.22	0.15	0.23	0.16	0.25	0.20	0.21	0.13	0.24	0.20	0.28	0.21	0.17	0.17	0.20	0.15	0.16	0.12	0.30	0.30	0.18
NM_004481|GALNT2|chr1|+	chr1:230415048-230417876	230415594	0.56	0.69	0.45	0.71	0.86	0.76	0.83	0.81	0.78	0.76	0.78	0.77	0.76	0.74	0.70	0.70	0.57	0.80	0.59	0.75	0.74	0.69	0.83	0.81	0.94	0.64	0.70	0.69	0.72	0.65	0.74	0.85	0.68	0.80	0.69	0.81	0.66	0.74	0.64	0.72	0.73	0.72	0.55
NM_006472|TXNIP|chr1|+	chr1:145441182-145442636	145441395	0.98	NA	NA	0.96	0.93	1.00	1.00	0.95	1.00	0.96	0.98	0.93	1.00	1.00	0.97	0.98	0.99	0.97	0.98	0.97	0.97	0.97	1.00	0.99	0.99	0.99	0.99	0.95	0.88	1.00	0.98	1.00	0.99	0.95	0.99	1.00	0.99	1.00	0.98	0.99	0.94	0.98	0.90
NM_015913|TXNDC12|chr1|-	chr1:52485803-52486684	52486472	1.00	0.89	1.00	0.88	0.86	0.92	1.00	0.91	1.00	0.99	0.98	0.96	1.00	0.94	0.98	1.00	0.86	1.00	0.96	0.99	1.00	0.94	0.98	0.95	1.00	1.00	0.96	0.86	0.85	0.98	0.97	1.00	0.99	0.95	0.76	0.94	0.94	1.00	0.96	0.93	0.94	0.94	0.82
NM_145279|MOB3C|chr1|-	chr1:47073381-47075356	47074862	0.98	0.97	NA	0.98	0.95	0.99	0.97	0.99	0.98	0.98	0.97	0.89	0.99	0.98	0.97	0.97	0.96	0.97	0.96	1.00	0.99	NA	0.98	0.99	0.96	0.97	0.98	0.97	0.96	0.99	0.99	1.00	0.99	NA	0.99	0.99	NA	0.98	0.98	0.96	0.91	0.97	0.97
NM_001384|DPH2|chr1|+	chr1:44438086-44439041	44438630	0.76	0.89	1.00	0.82	0.74	0.89	0.82	0.71	0.86	0.74	0.82	0.72	0.89	0.87	0.80	0.79	0.78	0.85	0.86	0.93	0.84	0.76	0.86	0.89	0.80	0.90	0.79	0.86	0.67	0.85	0.67	0.97	0.90	0.76	0.86	0.91	0.72	0.92	0.89	0.86	0.91	0.80	0.75
NM_001162894|KIAA0040|chr1|-	chr1:175123874-175130282	175126727	0.12	NA	NA	0.09	0.13	0.11	0.14	0.14	0.27	0.07	NA	0.13	0.18	NA	0.09	0.15	0.08	0.15	0.13	0.12	0.09	NA	0.15	0.14	0.20	0.14	0.07	0.06	0.09	NA	0.11	NA	0.13	NA	0.20	NA	0.08	NA	0.08	0.11	0.13	0.08	0.09
NM_001256165|TMCO1|chr1|-	chr1:165696164-165697358	165696713	0.24	0.23	0.56	0.29	0.29	0.26	0.24	0.23	0.30	0.24	0.20	0.25	0.21	0.27	0.30	0.26	0.19	0.22	0.27	0.25	0.20	0.26	0.34	0.37	0.32	0.23	0.28	0.21	0.20	0.26	0.23	0.36	0.27	0.24	0.20	0.33	0.28	0.33	0.23	0.26	0.22	0.26	0.21
NM_004814|SNRNP40|chr1|-	chr1:31732450-31732968	31732754	0.78	0.63	0.88	0.72	0.64	0.81	0.72	0.63	0.66	0.65	0.74	0.75	0.72	0.75	0.78	0.86	0.73	0.79	0.78	0.83	0.69	0.73	0.79	0.65	0.64	0.94	0.73	0.75	0.59	0.65	0.71	0.88	0.83	0.65	0.55	0.75	0.67	0.87	0.76	0.69	0.64	0.69	0.61
NM_001130058|SLC44A5|chr1|-	chr1:75667820-75669518	75669303	0.72	NA	NA	0.68	0.71	0.85	NA	0.73	0.87	NA	0.86	0.66	NA	0.81	NA	0.77	0.55	NA	NA	NA	0.57	NA	NA	NA	0.77	NA	NA	NA	NA	0.59	0.67	NA	NA	0.75	0.69	0.73	0.78	0.82	0.72	NA	0.59	0.69	NA
NM_170708|LMNA|chr1|+	chr1:156108870-156109863	156109395	0.46	0.56	1.00	0.63	0.57	0.53	0.46	0.62	0.57	0.49	0.41	0.54	0.57	0.62	0.52	0.50	0.60	0.58	0.49	0.61	0.52	0.59	0.72	0.74	0.51	0.50	0.54	0.45	0.55	0.53	0.49	0.73	0.58	0.52	0.60	0.83	0.62	0.62	0.48	0.58	0.59	0.49	0.53
NM_181359|IL6R|chr1|+	chr1:154437609-154441944	154438227	0.93	NA	NA	0.86	0.85	NA	0.98	NA	NA	0.90	0.94	NA	NA	NA	0.93	0.96	0.96	NA	0.97	NA	NA	NA	0.98	1.00	NA	NA	0.92	0.93	0.83	0.94	0.93	NA	0.95	NA	NA	NA	0.92	NA	0.94	0.95	NA	0.84	0.88
NM_001938|DR1|chr1|+	chr1:93826049-93828311	93826341	0.43	0.53	0.13	0.36	0.62	0.64	0.49	0.42	0.36	0.41	0.38	0.69	0.55	0.38	0.52	0.51	0.57	0.49	0.32	0.51	0.28	0.45	0.61	0.51	0.49	0.71	0.49	0.47	0.34	0.29	0.40	0.68	0.54	0.65	0.38	0.36	0.31	0.32	0.33	0.37	0.45	0.37	0.28
NM_016052|RRP15|chr1|+	chr1:218504289-218505995	218504564	0.13	0.14	0.16	0.13	0.18	0.24	0.16	0.15	0.14	0.15	0.15	0.19	0.15	0.13	0.15	0.20	0.11	0.11	0.13	0.20	0.12	0.12	0.15	0.14	0.16	0.17	0.21	0.15	0.13	0.11	0.13	0.09	0.18	0.17	0.12	0.16	0.12	0.13	0.12	0.12	0.15	0.14	0.14
NM_001135256|RBBP4|chr1|+	chr1:33145240-33151770	33146181	0.08	0.04	0.05	0.12	0.08	0.08	0.05	0.11	0.07	0.08	0.08	0.10	0.07	0.06	0.07	0.03	0.06	0.04	0.12	0.14	0.04	0.12	0.13	0.09	0.11	0.10	0.20	0.07	0.12	0.06	0.14	0.06	0.07	0.05	0.05	0.14	0.15	0.10	0.12	0.09	0.07	0.11	0.09
NM_005562|LAMC2|chr1|+	chr1:183212281-183214024	183213192	0.73	0.79	1.00	0.66	0.78	0.80	0.80	0.73	0.91	0.72	0.73	0.73	0.81	0.94	0.79	0.77	0.63	0.78	0.66	0.94	0.75	0.69	0.85	0.85	0.82	0.76	0.67	0.60	0.57	0.80	0.78	1.00	0.91	0.80	0.65	0.91	0.67	0.81	0.62	0.69	0.70	0.70	0.59
NM_022164|TINAGL1|chr1|+	chr1:32052439-32053292	32052589	0.69	0.69	0.72	0.57	0.56	0.64	0.64	0.64	0.66	0.63	0.67	0.66	0.66	0.61	0.72	0.72	0.65	0.65	0.65	0.67	0.71	0.59	0.65	0.61	0.67	0.70	0.63	0.54	0.58	0.64	0.71	0.71	0.68	0.69	0.50	0.59	NA	0.75	0.67	0.64	0.62	0.66	0.57
NM_001035513|SDHC|chr1|+	chr1:161332118-161335518	161332583	0.12	0.12	0.22	0.12	0.14	0.14	0.10	0.11	0.13	0.10	0.09	0.12	0.10	0.10	0.09	0.11	0.09	0.13	0.12	0.14	0.09	0.11	0.15	0.12	0.12	0.09	0.13	0.10	0.11	0.09	0.11	0.12	0.15	0.11	0.11	0.13	0.15	0.11	0.12	0.12	0.09	0.12	0.12
NM_032864|PRPF38A|chr1|+	chr1:52882319-52886401	52883762	0.12	0.10	0.09	0.15	NA	0.34	0.15	0.18	0.16	0.13	0.16	0.28	0.17	NA	0.19	0.13	0.21	0.14	0.12	0.35	0.15	NA	0.30	0.16	0.24	0.22	0.22	0.17	0.24	NA	0.19	0.15	0.24	0.14	0.21	0.16	0.18	0.14	0.13	0.17	0.19	0.19	0.14
NM_001146110|MIER1|chr1|+	chr1:67450254-67453725	67450560	0.81	0.68	NA	0.78	0.75	0.72	0.77	0.71	0.78	0.69	0.90	0.75	0.75	0.76	0.82	0.83	0.76	0.65	0.78	0.76	0.51	0.78	0.86	0.82	0.54	0.81	0.81	0.71	0.66	0.60	0.77	0.85	0.82	0.74	0.70	0.79	0.73	0.86	0.68	0.85	0.69	0.61	0.60
NM_024102|WDR77|chr1|-	chr1:111982882-111984011	111983626	0.47	0.44	0.76	0.63	0.64	0.74	0.48	0.62	0.60	0.53	0.58	0.63	0.59	0.59	0.59	0.53	0.34	0.67	0.45	0.55	0.59	0.65	0.61	0.64	0.59	0.38	0.59	0.42	0.51	0.41	0.67	0.64	0.58	0.49	0.58	0.83	0.50	0.52	0.53	0.53	0.60	0.53	0.49
NM_015446|AHCTF1|chr1|-	chr1:247002511-247004300	247004090	0.17	0.24	0.22	0.22	0.21	0.29	0.25	0.22	0.23	0.18	0.28	0.27	0.16	0.27	0.26	0.16	0.21	0.19	0.16	0.24	0.18	0.21	0.21	0.25	0.22	0.22	0.33	0.22	0.18	0.13	0.21	0.19	0.28	0.29	0.16	0.23	0.21	0.24	0.22	0.21	0.20	0.16	0.22
NM_013296|GPSM2|chr1|+	chr1:109472322-109472989	109472593	0.81	0.80	1.00	0.68	0.77	0.87	0.81	0.81	0.68	0.66	0.75	0.86	0.83	0.72	0.72	0.94	0.70	0.77	0.71	0.83	0.63	0.73	0.81	0.85	0.64	0.81	0.84	0.79	0.61	0.71	0.74	0.98	NA	0.68	0.86	0.85	0.68	0.83	0.66	0.71	0.70	0.66	0.67
NM_030761|WNT4|chr1|-	chr1:22443820-22447010	22446614	NA	NA	0.09	0.25	NA	0.37	0.25	NA	NA	0.17	0.18	0.26	0.19	0.13	0.14	0.12	0.37	0.13	0.22	0.13	0.15	0.27	0.18	0.43	0.13	0.17	0.12	0.40	0.15	NA	0.17	NA	0.21	0.25	0.26	0.13	0.26	0.15	0.21	0.16	0.17	0.14	0.19
NM_176823|S100A7A|chr1|+	chr1:153391620-153395706	153391770	NA	NA	0.02	0.77	NA	NA	0.16	0.20	0.32	NA	0.07	0.61	0.60	0.26	0.25	0.64	NA	0.27	0.32	0.19	0.31	0.22	0.08	0.54	0.46	NA	0.25	0.39	0.47	NA	0.34	NA	NA	NA	0.75	0.47	NA	0.45	0.29	0.34	0.57	NA	0.10
NM_001174061|SMG7|chr1|+	chr1:183520952-183523340	183521123	0.85	0.83	NA	0.88	0.83	0.86	0.89	0.86	0.85	0.83	0.88	0.79	0.85	0.89	0.84	0.87	0.82	0.89	0.85	0.89	0.82	0.82	0.92	0.88	0.87	0.86	0.85	0.81	0.77	0.83	0.85	0.88	0.90	0.78	0.82	0.90	0.87	0.89	0.87	0.78	0.79	0.86	0.82
NM_001135662|RAB7L1|chr1|-	chr1:205737106-205739581	205738185	NA	0.96	NA	0.93	0.97	0.89	1.00	0.98	0.95	NA	0.95	0.97	NA	NA	0.95	0.99	1.00	0.97	1.00	0.97	0.93	NA	NA	0.98	1.00	NA	0.93	0.94	0.83	0.93	NA	NA	NA	0.96	NA	NA	0.96	0.99	0.89	NA	0.91	0.83	0.90
NM_001024209|SPRR2E|chr1|-	chr1:153065608-153066246	153065936	NA	0.81	1.00	0.97	0.75	0.66	0.97	1.00	1.00	NA	1.00	0.99	1.00	0.99	0.69	1.00	1.00	0.84	0.98	0.95	1.00	1.00	1.00	1.00	1.00	0.98	0.99	0.83	0.90	0.92	0.96	0.79	0.98	0.60	1.00	1.00	NA	1.00	0.97	0.99	0.94	1.00	NA
NM_032800|C1orf198|chr1|-	chr1:230972855-230975654	230975502	0.86	0.90	NA	0.93	0.93	0.94	0.88	0.89	0.97	0.90	0.93	0.91	0.90	0.95	0.87	0.88	0.91	0.90	0.91	0.93	0.87	0.93	0.94	0.96	0.85	0.91	0.93	0.87	0.88	0.87	0.88	0.90	0.93	0.90	0.86	0.89	0.94	0.85	0.93	0.89	0.87	0.90	0.89
NM_022051|EGLN1|chr1|-	chr1:231499412-231502221	231501929	0.81	0.78	NA	0.82	0.85	0.81	0.82	0.78	0.75	0.75	0.78	0.91	0.82	0.85	0.80	0.69	0.86	0.70	0.65	0.85	0.68	0.79	0.89	0.81	0.74	0.85	0.81	0.85	0.82	0.62	0.82	0.72	0.84	0.86	0.79	0.77	0.78	0.78	0.67	0.84	0.80	0.78	0.80
NM_014408|TRAPPC3|chr1|-	chr1:36602183-36602923	36602719	0.35	0.30	0.35	0.47	0.50	0.52	0.46	0.47	0.52	0.35	0.43	0.35	0.41	0.37	0.42	0.42	0.28	0.30	0.39	0.54	0.48	0.44	0.48	0.32	0.43	0.39	0.44	0.38	0.40	0.34	0.47	0.50	0.41	0.45	0.41	0.48	0.41	0.44	0.43	0.38	0.45	0.46	0.38
NM_004964|HDAC1|chr1|+	chr1:32798617-32799225	32798903	1.00	1.00	1.00	1.00	1.00	0.97	0.97	1.00	1.00	1.00	0.90	0.96	1.00	1.00	1.00	0.99	0.98	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	0.98	1.00	1.00	0.98	1.00	1.00	0.99	1.00	1.00	1.00	1.00	0.98	1.00
NM_000396|CTSK|chr1|-	chr1:150768696-150769374	150769032	0.90	0.90	0.96	NA	0.86	0.88	0.97	0.87	0.85	0.82	0.87	0.76	0.89	NA	0.80	0.88	0.81	0.83	0.90	0.84	0.86	0.91	0.90	0.83	0.83	0.86	0.77	0.81	0.84	0.93	0.80	0.91	0.92	0.87	0.89	0.91	0.85	0.97	0.79	0.84	0.85	0.81	0.83
NM_003145|SSR2|chr1|-	chr1:155978841-155979441	155979161	0.96	0.91	1.00	0.88	0.83	0.90	0.96	0.86	0.91	0.85	0.78	0.88	0.94	0.92	0.88	0.95	0.83	0.86	0.91	0.82	0.88	0.89	0.93	0.92	0.90	0.94	0.82	0.86	0.85	0.90	0.88	0.91	0.93	0.87	0.88	0.93	0.83	0.98	0.86	0.87	0.86	0.81	0.83
NM_001083924|C1orf116|chr1|-	chr1:207191758-207196825	207194109	NA	0.47	NA	0.33	0.56	0.49	0.29	0.42	0.50	0.13	0.25	0.29	0.39	0.29	0.29	0.18	0.46	0.26	0.44	0.29	0.36	0.36	0.28	0.51	0.34	0.31	0.09	0.39	0.17	0.40	0.31	NA	0.17	0.45	0.66	0.54	0.38	0.38	0.38	0.29	0.25	0.23	0.27
NM_003198|TCEB3|chr1|+	chr1:24086001-24088549	24086246	0.32	0.34	0.11	0.58	0.68	0.62	0.46	0.46	0.41	0.47	0.49	0.59	0.46	0.46	0.44	0.39	0.43	0.47	0.35	0.60	0.43	0.45	0.45	0.46	0.59	0.45	0.51	0.47	0.44	0.33	0.52	0.48	0.55	0.53	0.25	0.48	0.49	0.40	0.44	0.40	0.56	0.62	0.39
NM_022371|TOR3A|chr1|+	chr1:179064102-179065129	179064724	0.94	0.91	1.00	0.89	0.94	0.87	0.89	0.91	0.87	0.86	0.84	0.82	0.95	0.88	0.89	0.97	0.86	0.86	0.93	0.90	0.87	0.93	0.94	1.00	0.86	0.97	0.89	0.84	0.87	0.91	0.89	0.97	0.89	0.84	0.99	0.99	0.88	0.95	0.89	0.86	0.90	0.89	0.86
NM_007260|LYPLA2|chr1|+	chr1:24121171-24122029	24121657	0.96	0.99	1.00	0.97	0.99	0.94	0.94	0.97	1.00	0.97	0.97	0.99	1.00	0.97	0.99	1.00	0.97	0.98	0.99	1.00	0.99	0.97	1.00	0.98	1.00	1.00	0.96	0.89	0.96	1.00	0.94	1.00	0.98	0.99	0.93	1.00	0.97	1.00	0.97	0.99	0.99	0.93	0.93
