event_id	loci	Proximal_Site	TCGA-DI-A2QU-01A-11R-A18M-07	TCGA-AX-A2HC-01A-11R-A17B-07	TCGA-E6-A1M0-01A-11R-A144-07	TCGA-AX-A2HD-01A-21R-A17B-07	TCGA-AX-A1CK-01A-11R-A137-07	TCGA-AX-A2HA-01A-12R-A18M-07	TCGA-AX-A1CI-01A-11R-A137-07	TCGA-BK-A0CB-01A-32R-A104-07	TCGA-BG-A2AD-01A-21R-A16F-07	TCGA-AX-A0J0-01A-11R-A109-07	TCGA-AJ-A3NH-01A-11R-A22K-07	TCGA-BK-A4ZD-01A-11R-A27V-07	TCGA-AX-A1CF-01A-11R-A137-07	TCGA-DI-A2QY-01A-12R-A19W-07	TCGA-AJ-A3NC-01A-11R-A22K-07	TCGA-BG-A3EW-01A-11R-A22K-07	TCGA-AJ-A3NE-01A-11R-A22K-07	TCGA-BK-A13C-01A-11R-A118-07	TCGA-AX-A2H8-01A-11R-A17B-07	TCGA-AX-A05Y-01A-11R-A00V-07	TCGA-AX-A0IZ-01A-11R-A118-07	TCGA-BG-A3PP-01A-11R-A22K-07	TCGA-AJ-A2QL-01A-11R-A18M-07
NR_026900|FLJ23867|chr1|+	chr1:180167143-180169862	180168507	0.94	NA	NA	0.55	NA	NA	NA	1.00	0.48	1.00	0.91	0.89	0.69	1.00	0.90	0.85	0.86	NA	0.59	NA	1.00	0.90	0.72
NM_138346|KIAA2013|chr1|-	chr1:11979660-11980389	11980177	0.42	0.40	0.44	0.36	0.21	0.43	0.46	0.31	0.42	0.63	0.40	0.32	0.27	0.51	0.36	0.43	0.37	0.47	0.38	0.25	0.35	0.25	0.44
NM_015696|GPX7|chr1|+	chr1:53073933-53074719	53074178	0.97	0.84	0.94	0.83	NA	NA	NA	0.93	0.88	0.76	0.87	0.91	0.60	1.00	0.95	0.77	0.90	NA	0.78	0.64	1.00	0.90	0.93
NM_017542|POGK|chr1|+	chr1:166821821-166823730	166821988	NA	0.94	0.90	0.82	NA	0.88	NA	NA	0.86	0.67	0.94	0.92	0.72	NA	0.98	0.82	0.91	0.87	0.95	0.67	NA	0.94	1.00
NM_003196|TCEA3|chr1|-	chr1:23707462-23707967	23707817	0.51	NA	NA	NA	0.31	NA	0.36	0.23	NA	NA	NA	0.32	0.35	0.35	0.28	NA	0.37	0.18	NA	0.17	0.40	NA	NA
NR_036605|GGPS1|chr1|+	chr1:235505325-235507849	235506395	NA	0.24	0.26	0.23	0.32	0.26	0.26	0.18	0.20	0.14	0.29	0.21	0.42	NA	0.25	0.25	0.23	0.30	0.23	NA	0.21	0.16	0.22
NM_006762|LAPTM5|chr1|-	chr1:31205306-31206764	31206460	1.00	0.89	1.00	0.90	NA	1.00	NA	0.85	0.97	0.90	1.00	NA	0.86	NA	1.00	1.00	1.00	0.97	0.87	NA	1.00	1.00	0.90
NM_182685|EFNA1|chr1|+	chr1:155106430-155107386	155106580	1.00	NA	0.99	0.89	1.00	1.00	1.00	1.00	0.88	1.00	0.95	0.91	0.87	1.00	0.99	0.85	0.94	0.95	0.99	0.75	1.00	0.97	1.00
NM_002065|GLUL|chr1|-	chr1:182352014-182353858	182353460	0.67	0.60	0.74	0.56	0.72	0.79	0.80	0.60	0.64	0.68	0.77	0.71	0.47	0.79	0.89	0.65	0.69	0.70	0.74	0.23	0.80	0.79	0.67
NM_024097|C1orf50|chr1|+	chr1:43240879-43242344	43241173	NA	0.11	0.13	0.09	0.10	NA	NA	0.10	0.16	0.10	0.14	0.15	0.10	0.10	0.12	0.13	0.16	NA	NA	0.06	0.06	0.11	0.10
NM_001554|CYR61|chr1|+	chr1:86048422-86049612	86048988	NA	0.62	0.73	0.55	0.89	0.96	NA	0.61	0.61	0.59	0.84	0.81	0.55	1.00	0.92	0.65	0.78	0.63	0.91	0.15	0.91	0.92	0.84
NM_022157|RRAGC|chr1|-	chr1:39303859-39305376	39305147	NA	0.88	0.91	0.87	NA	NA	NA	NA	0.91	0.78	0.95	0.97	0.74	NA	NA	0.86	0.90	0.93	0.89	0.42	NA	0.99	0.85
NM_003051|SLC16A1|chr1|-	chr1:113454451-113456787	113455118	1.00	0.58	0.74	0.59	NA	NA	NA	NA	0.58	NA	0.73	0.55	NA	NA	0.68	0.48	0.56	NA	0.66	NA	NA	0.71	NA
NM_003779|B4GALT3|chr1|-	chr1:161141100-161141879	161141456	1.00	0.72	0.91	0.97	1.00	1.00	1.00	1.00	0.90	0.73	0.81	0.72	0.80	1.00	0.92	0.65	0.70	0.85	1.00	0.60	1.00	0.98	1.00
NM_007259|VPS45|chr1|+	chr1:150116886-150117507	150117151	1.00	1.00	1.00	0.83	1.00	1.00	1.00	1.00	0.97	0.69	0.98	0.92	0.97	1.00	1.00	0.93	0.99	0.99	1.00	0.91	1.00	1.00	0.98
NM_001199261|UCHL5|chr1|-	chr1:192983230-192985525	192984656	NA	NA	0.25	NA	0.20	NA	NA	NA	0.31	0.20	0.25	0.28	NA	0.23	0.31	0.25	0.28	0.58	NA	NA	0.27	0.23	0.34
NM_005095|ZMYM4|chr1|+	chr1:35885070-35887543	35885740	0.74	0.71	0.72	0.54	0.63	NA	NA	0.47	0.50	0.49	0.86	0.75	0.52	0.57	0.59	0.62	0.69	0.63	0.85	0.36	0.67	0.59	0.80
NM_020141|TMEM167B|chr1|+	chr1:109637038-109639568	109637373	NA	0.62	0.63	0.45	NA	NA	NA	NA	0.71	0.65	0.83	0.77	0.55	NA	0.90	0.74	0.72	0.72	0.71	0.28	NA	0.71	0.62
NM_013411|AK2|chr1|-	chr1:33473629-33476434	33475556	0.51	0.41	0.34	0.37	NA	NA	NA	NA	0.47	0.31	0.37	0.39	0.33	NA	0.47	0.38	0.39	0.34	0.36	0.15	0.55	0.28	0.76
NM_013339|ALG6|chr1|+	chr1:63902493-63903050	63902739	0.50	0.37	0.66	NA	0.53	NA	0.40	0.49	0.49	0.53	0.43	0.41	0.57	0.54	0.45	NA	0.56	0.54	0.26	NA	0.56	0.51	0.50
NM_013319|UBIAD1|chr1|+	chr1:11345700-11348470	11346113	0.37	0.36	0.38	0.30	0.32	NA	0.48	0.34	0.30	0.54	NA	0.60	0.20	0.32	NA	0.48	0.50	0.50	0.38	0.08	0.30	0.49	0.35
NM_004515|ILF2|chr1|-	chr1:153634506-153635032	153634840	1.00	0.97	1.00	0.96	1.00	1.00	1.00	1.00	0.98	0.88	0.80	0.70	0.98	1.00	0.78	0.71	0.75	0.93	0.85	0.96	1.00	0.85	1.00
NM_032283|ZDHHC18|chr1|+	chr1:27180216-27182215	27180391	NA	0.78	0.69	0.73	NA	NA	NA	0.87	0.73	0.90	0.96	0.97	0.65	NA	0.97	0.87	0.88	NA	0.82	0.31	NA	NA	0.77
NM_024836|ZNF672|chr1|+	chr1:249141250-249143727	249141565	NA	0.74	0.77	0.78	NA	NA	NA	NA	0.73	0.73	0.82	NA	0.91	NA	0.75	0.78	0.80	0.82	0.88	0.92	NA	NA	0.71
NM_024066|ERI3|chr1|-	chr1:44686760-44687312	44687070	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.79	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.99	1.00	0.99	1.00	1.00	1.00
NM_021639|GPBP1L1|chr1|-	chr1:46092973-46094080	46093534	0.94	0.51	0.73	0.56	0.91	1.00	1.00	0.45	0.60	0.56	0.90	0.84	0.38	1.00	1.00	0.85	0.90	0.60	0.78	0.09	1.00	0.99	0.91
NM_001256402|ELOVL1|chr1|-	chr1:43829041-43829808	43829397	0.87	0.62	0.74	0.66	1.00	1.00	1.00	0.99	0.68	0.63	0.81	0.77	0.74	1.00	0.96	0.69	0.75	0.68	0.92	0.34	1.00	0.94	0.89
NM_016052|RRP15|chr1|+	chr1:218504289-218504963	218504441	0.67	0.57	0.51	0.60	0.74	NA	NA	NA	0.59	0.36	0.58	0.33	NA	NA	0.69	0.45	0.50	0.56	NA	0.17	NA	0.44	0.72
NM_004436|ENSA|chr1|-	chr1:150594596-150595335	150595136	0.54	0.43	0.90	0.45	0.83	0.69	0.77	0.71	0.38	0.57	0.93	1.00	0.55	1.00	0.90	0.86	0.95	0.73	0.42	0.98	0.78	0.95	0.52
NR_024537|GSTM3|chr1|-	chr1:110279222-110279791	110279634	0.11	0.19	0.25	0.11	0.11	0.10	0.10	0.13	0.10	0.14	0.17	0.13	0.08	0.14	0.14	0.13	0.12	NA	0.09	0.15	0.13	0.11	0.12
NM_001077397|IRF2BP2|chr1|-	chr1:234739987-234743598	234742880	0.57	NA	0.63	0.30	0.52	0.63	0.72	0.50	0.48	0.40	0.68	0.63	0.32	0.67	0.77	0.48	0.47	0.57	0.41	0.26	0.67	0.64	0.69
NM_014372|RNF11|chr1|+	chr1:51736822-51739125	51736996	NA	0.71	0.81	0.77	NA	0.98	NA	0.79	0.77	0.77	0.92	0.85	0.57	NA	0.92	0.75	0.75	0.86	0.97	0.16	0.99	0.95	0.92
NM_001357|DHX9|chr1|+	chr1:182856217-182856982	182856394	0.78	0.54	0.64	0.51	1.00	1.00	1.00	0.61	0.57	0.78	0.74	0.62	0.48	1.00	0.85	0.66	0.68	0.66	0.93	0.24	1.00	0.78	0.85
NM_024664|PPCS|chr1|+	chr1:42925273-42926092	42925537	0.99	0.67	1.00	0.90	1.00	1.00	1.00	1.00	0.84	0.98	0.99	0.97	0.88	1.00	1.00	0.94	0.92	0.94	0.89	NA	1.00	1.00	0.97
NM_022731|NUCKS1|chr1|-	chr1:205682279-205687607	205687269	0.34	0.81	0.39	0.77	0.15	0.19	0.07	0.28	0.83	0.30	0.32	0.48	0.57	0.06	0.41	0.50	0.47	0.77	0.63	0.54	0.13	0.21	0.71
NM_002870|RAB13|chr1|-	chr1:153954127-153954652	153954448	0.85	0.82	0.97	0.85	0.91	0.95	0.90	0.95	0.74	0.99	0.76	0.63	0.79	0.70	0.62	0.73	0.65	0.88	0.43	1.00	0.97	0.74	0.64
NM_001040874|HIST2H2AA4|chr1|-	chr1:149812106-149814318	149813804	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.02	0.02	0.02	0.02	0.01	0.02	0.04	0.03	0.02	0.02	0.03	0.02	0.01	0.02	0.03	0.05
NM_005717|ARPC5|chr1|-	chr1:183595319-183596729	183596571	1.00	0.81	0.76	0.88	0.82	0.98	0.99	0.75	0.82	0.80	0.90	0.91	0.64	0.94	0.96	0.83	0.86	0.84	0.96	0.16	1.00	0.94	0.91
NM_001037533|GON4L|chr1|-	chr1:155718972-155720524	155719675	0.57	0.53	0.44	0.44	0.42	0.70	0.49	0.44	0.52	0.38	0.40	0.35	0.49	0.53	0.48	0.42	0.44	0.44	0.72	0.49	0.50	0.43	0.68
NR_045790|NSUN4|chr1|+	chr1:46827241-46831797	46827770	0.24	0.51	0.46	0.32	NA	NA	NA	NA	0.40	0.25	0.48	0.38	0.32	0.23	0.43	0.42	0.43	NA	NA	0.14	0.26	0.24	0.35
NM_207171|POGZ|chr1|-	chr1:151375186-151378940	151377331	NA	0.67	NA	0.66	0.86	NA	0.95	NA	0.77	0.80	0.94	0.94	0.69	NA	0.96	0.82	0.91	0.83	0.89	0.39	NA	NA	0.95
NM_003368|USP1|chr1|+	chr1:62915916-62917467	62916192	NA	0.79	0.86	0.77	NA	NA	NA	NA	0.84	0.99	1.00	0.94	0.76	NA	0.99	0.94	0.98	0.81	0.97	0.31	NA	1.00	0.92
NM_032125|TMEM222|chr1|+	chr1:27661869-27662894	27662019	1.00	0.91	0.89	1.00	1.00	NA	NA	1.00	0.90	1.00	1.00	0.98	1.00	1.00	1.00	1.00	1.00	0.99	0.94	0.74	1.00	1.00	1.00
NM_004964|HDAC1|chr1|+	chr1:32798617-32799232	32798767	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_000396|CTSK|chr1|-	chr1:150768686-150769374	150769024	NA	NA	0.97	0.66	1.00	NA	NA	0.98	0.84	0.73	0.96	0.88	NA	NA	0.98	0.79	0.86	NA	NA	NA	1.00	0.99	0.96
NM_003557|PIP5K1A|chr1|+	chr1:151220338-151221996	151220754	1.00	0.83	0.96	0.85	0.94	1.00	1.00	NA	0.85	0.95	1.00	1.00	0.87	NA	1.00	0.97	0.99	0.87	0.99	0.76	NA	1.00	0.93
NM_015484|SYF2|chr1|-	chr1:25549165-25549922	25549649	0.60	0.54	0.40	0.38	0.65	0.54	0.82	0.66	0.49	0.54	0.42	0.33	0.54	0.86	0.53	0.39	0.37	0.56	0.51	NA	0.66	0.42	0.68
NM_005066|SFPQ|chr1|-	chr1:35643551-35650194	35649276	0.05	0.09	0.06	0.09	0.09	0.04	0.12	0.07	0.09	0.09	0.05	0.20	0.10	0.02	0.09	0.07	0.05	0.09	0.14	0.12	0.03	0.06	0.06
NM_023009|MARCKSL1|chr1|-	chr1:32799427-32800698	32800548	0.97	0.94	1.00	0.92	1.00	0.99	1.00	0.98	0.94	0.99	0.99	1.00	0.97	1.00	1.00	0.99	1.00	0.99	0.98	0.94	0.97	1.00	0.93
NM_006542|SPHAR|chr1|+	chr1:229440128-229441253	229440593	0.57	0.46	0.40	NA	NA	NA	NA	NA	0.29	0.41	0.57	0.56	NA	NA	0.75	0.47	NA	0.49	0.54	NA	NA	NA	0.46
NM_014184|CNIH4|chr1|+	chr1:224563496-224566017	224563646	0.07	0.11	0.06	0.12	0.02	0.03	0.03	0.03	0.11	0.05	0.09	0.06	0.06	0.05	0.06	0.10	0.09	0.08	0.08	0.04	0.03	0.03	0.04
NM_015434|INTS7|chr1|-	chr1:212113704-212115453	212114765	0.29	0.40	0.38	0.27	0.18	0.21	0.28	NA	0.26	NA	0.28	NA	NA	0.33	0.26	0.22	0.26	0.43	NA	0.15	0.24	0.07	0.32
NM_144697|C1orf51|chr1|+	chr1:150258841-150259502	150259170	NA	NA	0.95	0.98	0.96	0.91	NA	NA	0.96	0.77	1.00	1.00	1.00	NA	1.00	1.00	NA	0.94	0.83	0.89	NA	1.00	0.97
NM_001674|ATF3|chr1|+	chr1:212792699-212794127	212792849	NA	NA	0.78	0.95	NA	1.00	NA	NA	0.92	0.90	NA	0.85	NA	0.94	NA	0.79	0.77	NA	0.98	0.77	NA	NA	1.00
NM_001256604|C1orf85|chr1|-	chr1:156262477-156263000	156262782	0.97	0.74	NA	0.61	0.93	1.00	0.99	0.97	0.82	0.83	0.91	0.87	0.75	1.00	0.96	0.86	0.86	0.87	0.99	0.54	0.97	0.98	0.93
NM_022366|TFB2M|chr1|-	chr1:246703861-246704504	246704215	NA	0.34	0.22	0.38	0.70	NA	NA	NA	0.45	0.57	0.46	0.39	0.41	NA	0.53	0.36	0.34	0.31	NA	NA	NA	0.63	0.45
NM_001039577|CCNL2|chr1|-	chr1:1326246-1328183	1328033	NA	0.70	0.54	0.63	0.83	NA	NA	0.58	NA	0.59	0.79	0.92	0.55	NA	0.94	0.67	0.71	0.62	0.79	0.33	0.84	0.73	0.68
NM_005101|ISG15|chr1|+	chr1:949363-949921	949542	1.00	0.93	1.00	0.92	1.00	1.00	1.00	1.00	0.88	1.00	0.99	0.96	0.99	1.00	1.00	0.98	0.99	0.95	1.00	0.89	1.00	1.00	0.77
NM_001037675|NBPF9|chr1|+	chr1:144828540-144830430	144828738	NA	0.98	0.97	0.95	1.00	NA	1.00	NA	0.95	0.94	NA	NA	0.93	NA	1.00	0.99	NA	0.97	0.93	0.93	NA	NA	0.98
NM_016121|KCTD3|chr1|+	chr1:215793398-215795147	215793964	NA	0.85	NA	0.87	NA	NA	NA	NA	0.90	0.93	0.90	0.85	1.00	NA	0.97	0.84	0.85	1.00	NA	0.63	NA	NA	1.00
NR_026598|NENF|chr1|+	chr1:212619171-212619697	212619392	0.33	0.25	0.46	0.26	0.37	0.40	0.38	0.31	0.27	0.27	0.27	0.27	0.24	0.40	0.29	0.26	0.26	0.28	0.25	0.17	0.33	0.28	0.27
NM_003768|PEA15|chr1|+	chr1:160183211-160185192	160183371	0.89	0.79	0.89	0.73	0.91	0.87	0.87	0.88	0.77	0.87	0.84	0.87	0.78	0.95	0.90	0.73	0.77	0.86	0.85	0.53	0.92	0.86	0.87
NM_017459|MFAP2|chr1|-	chr1:17300991-17301518	17301337	0.93	0.77	0.53	0.75	1.00	1.00	1.00	0.70	0.77	0.61	0.66	0.61	0.58	1.00	0.75	0.61	0.64	NA	1.00	0.17	0.97	0.77	0.88
NM_001127394|TSEN15|chr1|+	chr1:184041960-184043349	184042448	NA	0.91	1.00	0.79	NA	0.99	NA	NA	0.99	0.99	1.00	1.00	0.93	NA	1.00	1.00	1.00	0.97	0.52	NA	NA	0.85	0.99
NM_006784|WDR3|chr1|+	chr1:118501914-118503394	118502622	NA	0.21	0.27	0.21	NA	NA	NA	NA	0.25	0.25	0.15	0.18	NA	NA	0.21	0.12	0.16	NA	0.15	NA	NA	0.15	0.22
NM_054016|SRSF10|chr1|-	chr1:24294214-24297929	24295599	NA	0.13	0.14	0.04	NA	NA	NA	NA	0.11	0.09	0.09	0.09	0.20	NA	0.13	0.05	0.07	0.05	0.07	NA	NA	0.08	0.07
NM_145214|TRIM11|chr1|-	chr1:228581363-228582953	228582803	NA	NA	1.00	1.00	NA	NA	NA	0.94	NA	1.00	1.00	NA	1.00	NA	1.00	0.99	1.00	1.00	NA	0.80	NA	0.98	NA
NM_006769|LMO4|chr1|+	chr1:87810470-87811262	87810630	0.74	0.43	0.71	0.45	0.73	0.82	0.95	0.52	0.43	0.56	0.51	0.50	0.48	0.95	0.56	0.44	0.47	0.45	0.76	0.17	0.91	0.62	0.55
NM_205861|DHDDS|chr1|+	chr1:26795385-26798005	26795672	0.61	0.86	NA	0.70	NA	NA	NA	0.36	0.86	0.56	0.78	0.74	0.48	0.17	NA	0.80	0.84	NA	0.93	0.28	0.36	0.87	0.95
NM_015014|RBM34|chr1|-	chr1:235294522-235295312	235294988	0.15	0.13	0.10	0.14	0.10	0.11	0.09	0.11	0.10	0.08	0.18	0.08	0.14	0.17	0.08	0.14	0.14	0.07	0.05	NA	0.08	0.06	0.13
NM_004582|RABGGTB|chr1|+	chr1:76260194-76260751	76260414	0.23	0.06	0.10	0.06	0.09	0.16	0.18	0.07	0.08	0.05	0.15	0.12	0.05	0.26	0.16	0.09	0.10	0.09	0.14	0.02	0.13	0.12	0.14
NM_001243878|FHL3|chr1|-	chr1:38462436-38463231	38463081	1.00	1.00	1.00	0.97	NA	NA	NA	1.00	1.00	0.97	1.00	0.99	1.00	1.00	0.99	NA	0.95	NA	NA	0.36	1.00	NA	0.93
NM_018212|ENAH|chr1|-	chr1:225677545-225685514	225682547	NA	0.20	0.16	0.08	NA	0.19	NA	NA	0.09	0.08	0.08	0.07	0.09	NA	0.10	0.04	0.08	0.09	0.07	NA	NA	0.08	0.10
NM_001113348|ECE1|chr1|-	chr1:21543716-21546624	21546216	0.92	0.76	NA	0.85	NA	0.91	NA	0.87	0.95	0.81	0.92	0.84	0.66	0.60	0.94	0.83	0.86	0.84	0.92	0.74	0.82	0.86	0.91
NM_024569|MPZL1|chr1|+	chr1:167757056-167760074	167757282	NA	0.92	0.95	0.70	0.48	0.58	NA	0.62	0.86	0.80	0.88	0.84	0.76	0.45	0.88	0.88	0.83	0.84	0.91	0.57	0.61	0.79	0.87
NM_001938|DR1|chr1|+	chr1:93826049-93829225	93828105	NA	0.05	0.05	0.06	NA	NA	NA	NA	0.07	0.08	0.14	0.12	NA	NA	0.17	0.07	0.08	NA	0.17	NA	NA	0.13	0.06
NM_144626|TMEM125|chr1|+	chr1:43738248-43739675	43738398	NA	NA	0.70	0.79	NA	NA	NA	0.98	0.87	0.67	0.79	0.78	0.89	NA	0.72	0.75	0.75	0.79	0.85	0.85	NA	0.80	0.82
NM_017761|PNRC2|chr1|+	chr1:24287929-24289989	24288093	0.98	0.98	0.98	0.95	NA	1.00	NA	NA	0.97	0.95	0.98	0.96	0.95	NA	0.99	0.91	0.98	0.98	0.99	NA	1.00	0.98	0.99
NM_016343|CENPF|chr1|+	chr1:214836933-214837908	214837322	0.48	0.24	0.37	0.22	0.43	0.44	0.46	0.36	0.35	0.27	0.34	0.22	0.16	0.37	0.35	0.22	0.29	0.28	0.34	0.19	0.30	0.36	0.37
NM_133177|PTPRU|chr1|+	chr1:29652110-29653322	29652880	1.00	NA	NA	0.84	1.00	1.00	NA	1.00	1.00	0.81	1.00	1.00	0.95	1.00	1.00	0.95	1.00	0.97	0.94	0.94	1.00	1.00	1.00
NM_199121|VWA1|chr1|+	chr1:1374460-1377196	1376146	0.18	NA	NA	0.44	NA	NA	NA	0.04	NA	0.04	0.11	0.04	0.03	NA	0.17	0.26	0.18	0.06	0.48	0.05	0.03	0.12	0.24
NM_020131|UBQLN4|chr1|-	chr1:156005080-156006921	156006625	0.78	0.79	0.96	0.73	0.93	NA	NA	0.83	0.82	0.95	0.99	0.99	0.79	0.89	0.99	0.93	0.97	0.93	0.91	0.44	NA	0.99	0.77
NM_001010935|RAP1A|chr1|+	chr1:112255052-112255862	112255475	0.98	0.39	0.95	0.62	NA	0.92	NA	0.50	0.56	0.90	0.79	0.61	0.67	1.00	0.95	0.59	0.67	0.72	0.69	NA	1.00	0.89	0.81
NM_018198|DNAJC11|chr1|-	chr1:6694201-6695760	6695610	1.00	1.00	1.00	1.00	NA	NA	NA	NA	1.00	1.00	1.00	0.93	NA	1.00	0.95	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00
NM_018122|DARS2|chr1|+	chr1:173826655-173829453	173827513	NA	0.19	0.14	0.21	0.17	0.15	NA	NA	0.24	0.23	0.12	0.14	NA	NA	0.16	0.15	0.11	0.14	NA	NA	NA	0.09	0.21
NM_004578|RAB4A|chr1|+	chr1:229439552-229440127	229439722	0.97	0.97	0.89	0.98	0.54	0.62	0.83	0.81	0.84	0.74	0.72	0.55	0.64	0.74	0.69	0.70	0.63	0.77	0.80	0.75	1.00	0.60	0.93
NM_007375|TARDBP|chr1|+	chr1:11082180-11085556	11084051	0.16	0.15	0.07	0.07	0.24	NA	NA	0.17	0.06	0.09	0.15	0.12	0.11	NA	0.15	0.08	0.09	0.09	0.13	0.06	0.25	0.14	0.14
NM_001684|ATP2B4|chr1|+	chr1:203708673-203717725	203713184	NA	NA	NA	0.00	NA	0.02	NA	NA	0.00	0.00	0.01	0.00	NA	NA	0.01	0.00	0.00	0.00	0.00	0.00	NA	0.01	0.00
NM_014474|SMPDL3B|chr1|+	chr1:28284986-28285683	28285344	1.00	NA	0.96	0.96	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	0.96	1.00	1.00	1.00	1.00	NA	1.00	0.54	1.00	1.00	1.00
NM_001010858|RNF187|chr1|+	chr1:228681583-228682749	228682186	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	0.77	1.00	1.00	0.98	1.00	1.00	0.99	1.00	1.00	1.00	0.67	1.00	1.00	1.00
NM_016076|PPPDE1|chr1|+	chr1:244868857-244876846	244872291	NA	0.00	NA	0.00	NA	NA	NA	NA	0.00	0.00	NA	0.00	0.00	NA	0.01	0.00	0.00	0.00	0.01	NA	NA	NA	0.01
NM_003115|UAP1|chr1|+	chr1:162569060-162569631	162569250	0.91	0.68	0.92	0.82	1.00	1.00	1.00	0.93	0.95	0.89	0.91	0.87	0.81	0.99	0.98	0.79	0.79	0.84	0.97	0.32	1.00	0.92	0.93
NM_013943|CLIC4|chr1|+	chr1:25167263-25170836	25167415	NA	0.85	0.76	0.79	NA	NA	NA	0.66	0.89	0.73	0.87	0.85	0.73	NA	0.84	0.87	0.91	0.79	0.85	0.25	0.55	0.68	0.89
NM_015164|PLEKHM2|chr1|+	chr1:16060291-16061271	16060540	0.98	0.71	0.80	0.77	1.00	1.00	1.00	0.97	0.75	0.65	0.99	0.90	0.81	1.00	1.00	0.95	0.98	0.94	1.00	0.73	1.00	1.00	1.00
NM_020775|KIAA1324|chr1|+	chr1:109745565-109749377	109745820	0.05	NA	0.11	NA	0.01	0.03	0.02	0.03	NA	0.19	NA	0.08	0.07	0.01	0.11	0.16	0.20	0.22	0.12	0.07	0.03	NA	0.07
NM_001618|PARP1|chr1|-	chr1:226548392-226549242	226548793	0.22	0.14	0.15	0.21	0.29	0.32	0.43	0.15	0.19	0.14	0.29	0.24	0.12	0.43	0.34	0.25	0.33	0.19	0.31	0.06	0.35	0.24	0.27
NM_025160|WDR26|chr1|-	chr1:224572830-224577562	224576950	0.19	0.32	0.22	0.16	0.18	0.26	0.35	0.18	0.25	0.22	0.16	0.28	0.17	0.20	0.33	0.25	0.21	0.34	0.43	0.13	0.20	0.22	0.26
NM_002858|ABCD3|chr1|+	chr1:94982607-94984282	94982757	NA	0.98	NA	0.93	NA	NA	NA	NA	0.98	NA	0.98	0.96	0.95	NA	0.98	0.95	0.95	NA	0.98	NA	NA	0.99	0.98
NM_000449|RFX5|chr1|-	chr1:151313087-151315654	151314463	NA	1.00	NA	1.00	NA	1.00	NA	NA	1.00	0.74	0.88	0.83	0.88	NA	0.99	0.73	0.89	1.00	0.72	NA	NA	0.34	1.00
NM_006142|SFN|chr1|+	chr1:27189632-27190960	27190400	1.00	NA	0.78	1.00	1.00	1.00	1.00	1.00	1.00	0.96	0.91	0.84	1.00	NA	0.90	0.83	0.91	1.00	NA	0.93	1.00	NA	NA
NM_006802|SF3A3|chr1|-	chr1:38422644-38423935	38423700	0.34	0.71	0.50	0.50	0.63	0.61	0.67	0.60	0.68	0.47	0.51	0.37	0.42	0.27	0.45	0.43	0.45	0.70	0.39	0.47	0.70	0.24	0.55
NM_002585|PBX1|chr1|+	chr1:164815820-164821097	164816253	0.21	0.81	NA	0.60	0.15	0.24	NA	NA	0.68	0.84	0.77	0.88	0.58	0.07	0.80	NA	0.81	0.75	0.71	0.45	0.38	0.16	0.60
NM_006090|CEPT1|chr1|+	chr1:111726812-111727976	111727460	NA	0.22	0.37	0.19	NA	NA	NA	NA	0.18	0.29	0.55	0.52	NA	NA	0.76	0.48	0.55	0.25	NA	NA	NA	0.56	0.26
NM_006589|FAM189B|chr1|-	chr1:155216991-155217746	155217596	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	0.97	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	0.95
NM_001166059|HMGCL|chr1|-	chr1:24128365-24129054	24128797	1.00	1.00	0.97	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	0.97	1.00	1.00	1.00	0.97	0.94	1.00	1.00	NA	1.00	1.00	1.00
NM_198576|AGRN|chr1|+	chr1:990203-991505	990353	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	0.93	1.00	1.00	1.00
NM_203458|NOTCH2NL|chr1|+	chr1:145281954-145282917	145282104	NA	NA	NA	NA	0.07	0.09	0.04	0.05	NA	NA	0.18	0.18	0.11	0.03	0.09	NA	NA	0.15	0.17	0.07	0.01	0.04	0.20
NM_023007|JMJD4|chr1|-	chr1:227918910-227920377	227920055	NA	0.54	0.75	0.65	0.39	1.00	NA	0.75	0.68	0.68	0.62	0.63	0.50	0.64	0.78	0.56	0.65	0.70	0.62	0.42	0.69	0.77	NA
NM_006048|UBE4B|chr1|+	chr1:10239952-10241303	10240572	0.60	0.57	0.73	0.48	0.64	NA	NA	0.59	0.45	0.37	0.56	0.77	0.41	1.00	0.91	0.52	0.65	0.48	0.71	0.32	0.96	0.62	0.98
