event_id	loci	Proximal_Site	TCGA-CZ-5458-01A-01R-1503-07	TCGA-B2-5636-01A-02R-1541-07	TCGA-CZ-5462-01A-01R-1503-07	TCGA-B0-5696-01A-11R-1541-07	TCGA-CJ-6030-01A-11R-1672-07	TCGA-CJ-5679-01A-11R-1541-07	TCGA-B0-5709-01A-11R-1541-07	TCGA-B0-5705-01A-11R-1541-07	TCGA-CZ-5985-01A-11R-1672-07	TCGA-CZ-5452-01A-01R-1503-07	TCGA-B0-5706-01A-11R-1541-07	TCGA-B0-5701-01A-11R-1541-07	TCGA-CW-5580-01A-01R-1672-07	TCGA-CJ-5680-01A-11R-1541-07	TCGA-B0-5697-01A-11R-1541-07	TCGA-B0-4700-01A-02R-1541-07	TCGA-B8-5552-01B-11R-1672-07	TCGA-CZ-5984-01A-11R-1672-07	TCGA-CZ-5461-01A-01R-1503-07	TCGA-CZ-4865-01A-02R-1503-07	TCGA-B0-4712-01A-01R-1503-07	TCGA-CZ-5463-01A-01R-1503-07	TCGA-CW-5581-01A-02R-1541-07	TCGA-CZ-5456-01A-01R-1503-07	TCGA-CW-6090-01A-11R-1672-07	TCGA-CZ-5987-01A-11R-1672-07	TCGA-CZ-5455-01A-01R-1503-07	TCGA-CZ-5989-01A-11R-1672-07	TCGA-CZ-5453-01A-01R-1503-07	TCGA-CJ-5676-01A-11R-1541-07	TCGA-CW-5585-01A-01R-1541-07	TCGA-CZ-5466-01A-01R-1503-07	TCGA-CZ-5470-01A-01R-1503-07	TCGA-B0-5694-01A-11R-1541-07	TCGA-A3-3387-01A-01R-1541-07	TCGA-CW-6087-01A-11R-1672-07	TCGA-CZ-5451-01A-01R-1503-07	TCGA-A3-3358-01A-01R-1541-07	TCGA-CJ-5678-01A-11R-1541-07	TCGA-B0-5690-01A-11R-1541-07	TCGA-B0-5691-01A-11R-1541-07	TCGA-CJ-5672-01A-11R-1541-07	TCGA-CW-5584-01A-01R-1541-07	TCGA-B8-4620-01A-02R-1325-07	TCGA-B0-5699-01A-11R-1541-07	TCGA-B8-4622-01A-02R-1277-07	TCGA-B0-5402-01A-01R-1503-07	TCGA-CZ-5457-01A-01R-1503-07	TCGA-CZ-5986-01A-11R-1672-07	TCGA-CW-5587-01A-01R-1541-07	TCGA-CZ-4864-01A-01R-1503-07	TCGA-CZ-5988-01A-11R-1672-07	TCGA-B0-5711-01A-11R-1672-07	TCGA-CJ-5689-01A-11R-1541-07	TCGA-B0-5703-01A-11R-1541-07	TCGA-B0-5712-01A-11R-1672-07	TCGA-CZ-5469-01A-01R-1503-07	TCGA-CZ-4863-01A-01R-1503-07	TCGA-B2-5641-01A-01R-1541-07	TCGA-CZ-5465-01A-01R-1503-07	TCGA-CJ-5677-01A-11R-1541-07	TCGA-CZ-5982-01A-11R-1672-07	TCGA-CW-6088-01A-11R-1672-07	TCGA-CZ-5468-01A-01R-1503-07	TCGA-CZ-5467-01A-01R-1503-07	TCGA-CZ-5454-01A-01R-1503-07	TCGA-CJ-5681-01A-11R-1541-07	TCGA-CW-5591-01A-01R-1541-07	TCGA-B8-5549-01A-01R-1541-07	TCGA-B8-4619-01A-02R-1325-07	TCGA-CW-5589-01A-01R-1541-07	TCGA-CJ-6033-01A-11R-1672-07
NM_001135662|RAB7L1|chr1|-	chr1:205737104-205739581	205738009	0.94	0.86	0.91	0.97	0.95	0.97	0.88	0.89	0.83	1.00	0.97	0.91	0.78	0.94	0.94	NA	0.92	0.83	0.70	0.96	NA	0.75	0.82	0.72	0.98	0.97	0.86	0.69	0.96	NA	0.87	0.94	0.97	0.99	0.84	0.85	0.95	0.82	1.00	0.95	0.91	0.97	0.84	0.84	0.92	0.90	0.89	0.94	0.84	0.74	0.85	0.93	0.87	0.99	0.94	0.98	NA	0.82	0.84	0.95	0.97	0.80	0.87	0.98	0.92	0.88	0.95	0.86	0.70	0.80	0.91	0.98
NM_001172222|SCMH1|chr1|-	chr1:41492875-41493991	41493837	0.92	0.88	0.90	0.96	0.98	0.96	0.88	0.91	0.91	0.96	0.96	0.89	0.88	0.88	0.94	0.94	0.85	0.94	0.89	0.94	0.92	0.92	0.83	0.88	0.95	0.96	0.93	NA	0.95	0.95	0.95	0.93	0.97	0.96	0.83	0.86	0.88	0.89	0.98	0.91	0.94	0.92	0.83	0.83	0.93	0.90	0.89	0.94	0.90	0.85	0.88	0.93	0.95	0.96	0.86	0.92	0.99	0.89	0.84	0.89	0.96	0.92	0.89	0.96	0.91	0.96	0.91	0.93	0.85	0.82	0.91	0.96
NM_152298|NASP|chr1|+	chr1:46083732-46084476	46083882	0.13	0.17	0.13	0.16	0.11	0.06	0.17	0.15	0.15	0.08	0.20	0.15	0.25	0.13	0.14	0.07	0.22	0.09	0.15	0.13	0.06	0.18	0.20	0.12	0.16	0.10	0.17	0.41	0.16	0.07	0.14	0.14	0.11	0.11	0.13	0.11	0.18	0.17	0.08	0.20	0.20	0.12	0.15	0.11	0.24	0.20	0.15	0.11	0.20	0.16	0.17	0.08	0.19	0.11	0.08	0.15	0.06	0.15	0.13	0.15	0.05	0.17	0.25	0.09	0.19	0.13	0.20	0.19	0.13	0.15	0.19	0.09
NM_022051|EGLN1|chr1|-	chr1:231499383-231502221	231501891	0.91	0.87	0.88	0.86	0.86	0.87	0.86	0.90	0.84	0.92	0.86	0.89	0.86	0.89	0.88	0.70	0.87	0.89	0.85	0.93	0.86	0.87	0.79	0.85	0.95	0.86	0.90	0.91	0.89	0.86	0.90	0.78	0.86	0.91	0.80	0.86	0.84	0.87	0.83	0.90	0.81	0.87	0.87	0.80	0.91	0.88	0.89	0.92	0.84	0.87	0.92	0.89	0.88	0.84	0.85	0.90	0.92	0.86	0.83	0.93	0.83	0.88	0.86	0.94	0.93	0.92	0.88	0.90	0.78	0.79	0.91	0.89
NM_014873|LPGAT1|chr1|-	chr1:211916778-211923392	211918630	0.89	0.80	0.81	NA	0.88	NA	0.72	0.80	0.71	0.96	0.90	0.85	0.74	0.97	0.95	NA	0.77	0.76	0.71	0.99	0.86	0.69	0.69	0.69	1.00	0.99	0.68	0.97	NA	NA	NA	0.86	NA	NA	0.70	0.65	0.99	0.70	NA	0.88	0.71	NA	0.73	0.83	0.77	0.77	0.70	0.80	0.74	0.74	0.75	0.79	0.76	0.94	NA	NA	NA	0.69	0.70	0.89	NA	0.76	0.70	0.88	0.81	0.74	0.73	0.65	0.73	NA	0.89	NA
NM_014408|TRAPPC3|chr1|-	chr1:36602176-36602923	36602600	0.46	0.45	0.46	0.59	0.54	0.64	0.47	0.49	0.46	0.54	0.46	0.48	0.49	0.56	0.51	0.70	0.48	0.47	0.42	0.46	0.62	0.45	0.43	0.48	0.44	0.63	0.32	0.55	0.46	0.69	0.51	0.51	0.64	0.62	0.45	0.39	0.51	0.47	0.64	0.57	0.46	0.60	0.47	0.46	0.51	0.46	0.41	0.46	0.45	0.40	0.26	0.46	0.48	0.63	0.59	0.59	0.66	0.44	0.43	0.42	0.65	0.41	0.41	0.53	0.43	0.48	0.47	0.33	0.30	0.44	0.49	0.57
NM_015164|PLEKHM2|chr1|+	chr1:16060291-16061265	16060799	0.99	0.88	0.92	0.97	1.00	1.00	0.76	0.82	0.88	1.00	1.00	0.92	0.76	0.85	0.96	1.00	0.81	0.91	0.82	0.90	1.00	0.73	0.81	0.80	1.00	1.00	0.71	NA	0.90	1.00	0.93	0.94	1.00	1.00	0.88	0.77	0.90	0.89	1.00	0.94	0.92	0.99	0.88	0.84	0.91	0.81	0.80	0.92	0.76	0.81	0.70	1.00	0.84	0.98	0.98	0.88	1.00	0.75	0.92	0.79	1.00	0.77	0.69	0.98	0.76	0.88	0.87	0.86	0.85	0.69	0.89	1.00
NM_032435|KIAA1804|chr1|+	chr1:233518050-233521045	233518439	0.80	0.69	0.83	NA	0.94	NA	NA	0.66	0.87	0.77	0.82	0.85	0.87	NA	NA	NA	0.81	0.88	0.82	0.96	NA	0.89	NA	0.67	NA	NA	NA	NA	0.82	NA	0.88	0.74	NA	NA	0.77	NA	0.88	0.86	NA	NA	0.71	NA	0.72	0.82	0.87	0.83	0.79	NA	0.74	0.73	0.74	0.96	0.85	0.85	NA	NA	NA	0.82	0.63	0.95	NA	0.89	0.85	NA	0.86	0.95	NA	0.89	0.68	NA	0.87	NA
NM_015484|SYF2|chr1|-	chr1:25549186-25549922	25549646	0.59	0.44	0.47	0.44	0.44	0.45	0.49	0.45	0.38	0.58	0.53	0.41	0.40	0.48	0.44	0.41	0.43	0.45	0.49	0.49	0.47	0.42	0.37	0.37	0.42	0.55	0.43	0.46	0.57	0.49	0.51	0.34	0.47	0.46	0.38	0.35	0.43	0.37	0.44	0.47	0.45	0.43	0.45	0.35	0.46	0.42	0.40	0.52	0.40	0.38	0.52	0.43	0.39	0.41	0.44	0.50	0.70	0.49	0.38	0.40	0.52	0.45	0.42	0.50	0.42	0.48	0.41	0.48	0.37	0.39	0.44	0.44
NR_033393|TROVE2|chr1|+	chr1:193053708-193064115	193060892	NA	0.14	0.36	NA	0.18	NA	0.18	NA	0.16	NA	0.13	0.36	0.20	NA	NA	NA	0.17	0.29	0.16	NA	NA	0.23	0.20	NA	0.21	NA	0.17	0.22	NA	NA	0.25	NA	NA	NA	0.20	0.22	NA	NA	NA	0.15	0.18	NA	0.18	0.09	0.21	0.19	0.20	0.33	0.14	0.22	0.33	0.14	0.12	0.18	0.48	NA	NA	0.23	0.17	0.23	NA	0.31	0.19	NA	NA	NA	0.23	0.16	0.21	NA	NA	NA
NM_001197320|MCL1|chr1|-	chr1:150547024-150549967	150549512	0.86	0.78	0.85	0.90	0.92	0.94	0.74	0.79	0.78	0.89	0.88	0.88	0.84	0.87	0.86	0.94	0.82	0.87	0.74	0.93	0.95	0.79	0.73	0.78	0.97	0.93	0.80	1.00	0.85	0.95	0.86	0.88	0.92	0.94	0.83	0.78	0.82	0.86	0.98	0.88	0.83	0.90	0.77	0.81	0.88	0.79	0.78	0.91	0.71	0.78	0.76	0.86	0.85	0.89	0.93	0.93	0.97	0.79	0.74	0.90	0.94	0.82	0.74	0.95	0.85	0.89	0.85	0.86	0.73	0.83	0.88	0.95
NM_002060|GJA4|chr1|+	chr1:35259797-35261346	35260166	0.97	0.96	1.00	0.99	0.99	0.97	0.94	0.97	1.00	0.98	0.94	0.95	0.97	0.99	0.95	0.97	0.97	0.98	0.96	1.00	0.98	0.99	0.97	0.94	0.99	1.00	0.99	NA	0.96	1.00	0.97	0.90	0.98	0.98	0.94	NA	0.93	0.94	1.00	0.96	0.95	0.97	0.95	0.99	0.93	0.98	0.97	0.99	0.96	0.97	0.98	0.97	0.96	0.95	0.98	0.99	1.00	0.98	0.99	0.98	0.99	0.97	0.97	1.00	0.99	1.00	0.95	NA	0.96	0.98	0.98	0.97
NM_005626|SRSF4|chr1|-	chr1:29474256-29475738	29475497	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	0.96	1.00	1.00	1.00	0.97	0.91	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	0.99	1.00	1.00	1.00	0.94	0.98	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	0.99	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	0.99	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_203341|SEP15|chr1|-	chr1:87328300-87329288	87328698	0.70	0.65	0.70	0.79	0.73	0.85	0.63	0.64	0.62	0.78	0.68	0.76	0.67	0.73	0.72	0.95	0.71	0.71	0.63	0.73	0.95	0.57	0.65	0.54	0.84	0.84	0.61	0.96	0.71	0.90	0.74	0.67	0.90	0.89	0.66	0.66	0.62	0.64	0.98	0.79	0.60	0.87	0.63	0.68	0.66	0.70	0.64	0.73	0.58	0.64	0.59	0.59	0.60	0.79	0.81	0.75	0.96	0.67	0.57	0.72	0.91	0.66	0.61	0.82	0.68	0.68	0.68	0.68	0.57	0.58	0.69	0.93
NM_016505|ZCCHC17|chr1|+	chr1:31836878-31837775	31837060	0.97	0.96	1.00	0.98	0.98	0.99	0.92	0.97	0.91	1.00	0.85	0.93	1.00	0.98	0.99	0.98	1.00	1.00	1.00	0.90	1.00	0.73	0.92	0.96	0.97	0.91	0.82	0.34	0.98	0.98	0.99	0.89	1.00	0.98	0.90	0.90	0.98	0.94	1.00	0.97	0.96	1.00	0.99	0.96	0.93	0.81	0.88	0.96	0.87	0.92	0.84	0.90	0.95	0.95	1.00	0.97	1.00	1.00	1.00	0.76	0.99	0.80	0.88	0.99	0.95	0.96	1.00	0.86	0.90	0.92	0.99	0.99
NM_031420|MRPL9|chr1|-	chr1:151732136-151732657	151732440	0.92	0.91	0.91	1.00	0.99	1.00	0.90	0.93	0.94	0.86	0.97	0.95	0.93	0.95	1.00	1.00	0.90	0.95	0.86	0.96	1.00	0.94	0.93	0.91	0.95	0.98	0.89	1.00	0.89	1.00	1.00	1.00	1.00	1.00	0.92	0.96	0.97	1.00	1.00	1.00	0.94	1.00	0.98	0.95	0.98	0.92	0.90	0.96	0.90	1.00	0.82	0.87	0.94	1.00	1.00	0.97	1.00	0.91	0.98	0.95	1.00	0.90	0.88	0.99	0.85	0.91	0.96	0.76	0.99	0.91	1.00	1.00
NM_024529|CDC73|chr1|+	chr1:193219805-193224057	193222635	0.58	0.51	0.53	0.65	0.53	0.64	0.47	0.49	0.39	0.70	0.54	0.52	0.45	0.54	0.60	0.62	0.51	0.45	0.43	0.58	0.60	0.46	0.40	0.45	0.82	0.65	0.43	0.66	0.47	0.73	0.55	0.45	0.60	0.65	0.49	0.43	0.39	0.53	0.90	0.54	0.51	0.55	0.43	0.45	0.50	0.47	0.45	0.51	0.38	0.47	0.45	0.42	0.48	0.53	0.62	0.56	0.84	0.44	0.40	0.56	0.68	0.49	0.42	0.68	0.66	0.51	0.36	0.48	0.42	0.41	0.56	0.68
NM_032017|STK40|chr1|-	chr1:36805216-36807574	36807361	0.92	0.97	0.98	0.99	1.00	0.99	0.93	0.98	1.00	0.98	0.94	0.98	0.99	0.99	0.97	0.99	1.00	1.00	0.95	0.98	0.96	0.98	0.98	0.97	1.00	1.00	0.98	NA	0.96	1.00	0.95	0.97	0.97	0.99	0.95	0.99	0.91	0.99	NA	0.99	0.99	0.97	0.97	0.98	0.98	0.99	0.97	1.00	1.00	0.96	0.96	NA	1.00	0.98	0.98	0.99	NA	0.97	0.96	0.99	0.99	0.99	0.99	0.98	0.98	0.97	0.97	0.96	0.96	0.98	0.98	1.00
NM_005529|HSPG2|chr1|-	chr1:22148323-22149981	22148855	0.40	0.39	0.52	0.56	0.58	0.49	0.28	0.45	0.53	0.39	0.53	0.40	0.49	0.45	0.53	0.55	0.48	0.53	0.40	0.54	0.43	0.43	0.39	0.41	0.58	0.60	0.41	NA	0.39	0.57	0.45	0.47	0.50	0.54	0.45	0.42	0.42	0.48	0.58	0.41	0.45	0.50	0.38	0.44	0.42	0.38	0.40	0.56	NA	0.49	0.37	0.68	0.50	0.56	0.58	0.56	0.55	0.34	0.46	0.55	0.56	0.42	0.49	0.55	0.42	0.54	0.49	0.39	0.46	0.41	0.48	0.56
NM_016176|SDF4|chr1|-	chr1:1152310-1153068	1152903	0.42	0.36	0.40	0.32	0.30	0.54	0.42	0.27	0.24	0.48	0.30	0.47	0.39	0.39	0.31	0.44	0.35	0.39	0.40	0.34	0.58	0.27	0.32	0.36	0.29	0.29	0.26	NA	0.42	0.48	0.40	0.44	0.67	0.28	0.28	0.33	0.35	0.18	0.73	0.40	0.27	0.42	0.40	0.35	0.36	0.41	0.40	0.37	0.04	0.28	0.33	0.04	0.29	0.37	0.52	0.22	0.61	0.47	0.24	0.30	0.47	0.29	0.24	0.49	0.31	0.29	0.34	0.45	0.30	0.29	0.33	0.48
NM_004905|PRDX6|chr1|+	chr1:173456873-173457928	173457063	0.50	0.39	0.42	0.31	0.46	0.27	0.34	0.31	0.41	0.41	0.37	0.36	0.44	0.40	0.33	0.27	0.40	0.35	0.43	0.44	0.30	0.39	0.28	0.39	0.47	0.43	0.45	1.00	0.46	0.31	0.30	0.28	0.30	0.29	0.34	0.45	0.34	0.28	0.28	0.38	0.36	0.29	0.33	0.41	0.39	0.37	0.40	0.33	0.36	0.29	0.41	0.42	0.43	0.33	0.29	0.39	0.30	0.37	0.28	0.39	0.31	0.49	0.43	0.38	0.39	0.34	0.28	0.52	0.26	0.44	0.33	0.35
NM_003921|BCL10|chr1|-	chr1:85731478-85733665	85732132	0.66	0.34	0.44	0.52	0.54	0.75	0.30	0.37	0.27	0.58	0.64	0.53	0.32	0.45	0.51	0.68	0.33	0.40	0.38	0.59	0.75	0.36	0.33	0.34	0.54	0.52	0.35	0.80	0.52	0.74	0.53	0.42	0.74	0.71	0.31	0.31	0.35	0.38	0.78	0.47	0.38	0.69	0.34	0.32	0.44	0.27	0.36	0.56	0.25	0.46	0.33	0.36	0.43	0.49	NA	0.50	NA	0.32	0.28	0.42	0.73	0.28	0.31	0.67	0.45	0.46	0.38	0.36	0.27	0.32	0.39	0.73
NM_012089|ABCB10|chr1|-	chr1:229652321-229654157	229653856	0.94	0.76	0.88	0.89	0.89	0.90	0.76	0.80	0.75	0.92	0.94	0.84	0.74	0.82	0.78	NA	0.81	0.85	0.81	0.91	NA	0.92	0.74	0.82	0.96	0.88	0.88	1.00	0.87	NA	0.86	0.80	0.92	NA	0.86	0.86	0.76	0.79	0.91	0.90	0.86	0.87	0.73	0.80	0.84	0.81	0.83	0.96	0.68	0.73	0.78	0.93	0.84	0.81	0.89	0.89	NA	0.84	0.75	0.90	NA	0.84	0.77	0.95	0.94	0.90	0.74	0.93	0.70	NA	0.84	NA
NM_148909|OSBPL9|chr1|+	chr1:52253386-52254111	52253766	0.90	0.72	0.88	0.94	0.98	0.93	0.72	0.76	0.83	0.97	0.69	0.78	0.93	0.79	0.84	0.93	0.84	0.86	0.91	0.98	0.96	0.77	0.67	0.81	1.00	1.00	0.85	1.00	0.91	0.95	0.76	0.71	0.97	0.88	0.74	0.88	0.69	0.71	1.00	0.83	0.70	0.82	0.69	0.98	0.74	0.87	0.76	0.95	0.79	0.71	0.73	0.86	0.94	0.94	0.97	0.99	1.00	0.74	0.77	0.94	0.95	0.98	0.79	0.99	0.79	0.91	0.80	0.91	0.74	0.95	0.82	0.98
NM_001242701|CAMTA1|chr1|+	chr1:6947713-6948258	6947873	0.85	1.00	0.71	1.00	0.99	1.00	0.88	0.81	0.90	1.00	0.84	0.92	0.92	0.96	1.00	1.00	0.92	0.97	0.89	0.91	1.00	0.68	0.79	0.87	0.96	1.00	0.72	0.63	0.91	1.00	0.97	0.95	1.00	0.95	0.91	0.78	1.00	0.81	1.00	0.91	0.95	1.00	0.92	0.84	0.87	0.84	0.80	0.85	0.71	0.99	0.79	0.84	0.84	0.95	1.00	0.85	1.00	0.88	1.00	1.00	1.00	0.78	0.82	0.93	0.76	0.81	0.83	0.78	0.91	0.82	0.92	1.00
NM_005826|HNRNPR|chr1|-	chr1:23635515-23637559	23636361	0.04	0.07	0.06	0.07	0.05	0.11	0.04	0.06	0.06	0.04	0.07	0.08	0.09	0.07	0.06	0.13	0.08	0.08	0.04	0.06	0.15	0.04	0.04	0.05	0.06	0.06	0.06	0.40	0.04	0.16	0.08	0.04	0.10	0.12	0.08	0.10	0.05	0.10	0.17	0.08	0.07	0.12	0.06	0.04	0.07	0.07	0.05	0.07	0.06	0.07	0.04	0.05	0.06	0.07	0.13	0.07	0.17	0.05	0.05	0.06	0.13	0.07	0.06	0.09	0.06	0.06	0.06	0.05	0.03	0.05	0.06	0.13
NM_018364|RSBN1|chr1|-	chr1:114304455-114309075	114308614	0.52	0.53	0.47	0.63	0.61	NA	0.48	0.46	0.61	NA	0.57	0.53	0.60	0.54	0.53	NA	0.60	0.65	0.54	0.72	NA	0.49	0.43	0.62	NA	NA	0.47	1.00	0.63	NA	0.50	0.60	NA	0.64	0.56	0.55	0.52	0.54	NA	0.57	0.57	0.60	0.47	0.54	0.55	0.59	0.58	0.64	0.45	0.43	0.45	0.62	0.58	NA	0.59	0.64	NA	0.55	0.47	0.64	NA	0.77	0.52	NA	0.55	0.70	0.46	0.53	0.46	0.58	0.53	NA
NM_001193302|SEMA4A|chr1|+	chr1:156146195-156148006	156147444	0.35	0.22	0.42	NA	0.35	NA	0.21	0.16	0.33	0.34	0.20	NA	NA	NA	0.29	0.38	NA	0.30	NA	NA	NA	NA	0.16	NA	0.36	0.32	0.23	NA	0.32	NA	NA	0.21	NA	NA	0.13	0.27	NA	0.22	NA	NA	0.19	0.26	0.18	0.34	0.23	NA	0.34	NA	NA	0.19	0.26	NA	NA	NA	0.35	NA	NA	0.18	0.16	0.36	NA	NA	NA	NA	NA	0.34	0.28	0.21	0.19	NA	0.20	NA
NM_018845|SLC50A1|chr1|+	chr1:155110655-155111334	155110925	0.78	0.53	0.60	0.64	0.67	0.68	0.54	0.59	0.62	0.70	0.59	0.54	0.59	0.62	0.56	0.70	0.61	0.70	0.67	0.61	0.60	0.58	0.58	0.63	0.77	0.87	0.59	0.74	0.71	0.69	0.63	0.64	0.67	0.60	0.58	0.62	0.57	0.60	0.84	0.63	0.67	0.64	0.57	0.61	0.53	0.62	0.60	0.71	0.53	0.49	0.67	0.59	0.67	0.62	0.68	0.65	0.73	0.51	0.51	0.61	0.65	0.67	0.66	0.63	0.56	0.63	0.58	0.77	0.49	0.70	0.54	0.79
NM_019073|SPATA6|chr1|-	chr1:48761122-48764565	48764354	0.64	0.58	NA	0.65	NA	NA	NA	0.52	NA	NA	0.61	0.73	0.64	NA	NA	NA	0.69	0.65	0.55	NA	NA	0.58	0.57	0.63	0.78	0.76	0.73	1.00	NA	NA	0.78	NA	NA	0.60	0.51	NA	0.52	0.64	NA	0.56	0.60	NA	0.61	0.56	NA	0.59	NA	0.73	0.63	0.57	NA	NA	0.65	NA	NA	0.76	NA	NA	0.57	0.63	NA	NA	0.58	NA	0.67	NA	0.55	0.77	0.48	0.58	0.72	NA
NM_152280|SYT11|chr1|+	chr1:155850988-155854991	155851198	0.76	0.66	NA	0.75	0.82	NA	0.58	0.62	0.61	0.74	0.74	0.82	0.69	0.72	0.65	0.79	0.68	0.73	0.61	0.77	0.84	0.69	0.59	0.60	0.83	0.92	0.71	NA	0.77	NA	0.67	0.78	0.62	0.83	0.62	0.66	0.68	0.64	NA	0.69	0.66	0.70	0.63	0.71	0.70	0.77	0.59	0.79	0.76	0.56	0.68	0.74	0.75	0.68	0.76	NA	NA	0.61	0.62	0.77	0.61	0.71	0.65	NA	0.77	0.73	0.64	0.83	0.61	NA	0.76	0.83
NM_014458|KLHL20|chr1|+	chr1:173754300-173755950	173755408	0.52	0.39	0.59	0.62	0.59	0.61	0.36	0.55	0.38	0.58	0.53	0.78	0.45	NA	0.61	0.73	0.46	0.54	0.42	0.65	0.76	0.56	0.38	0.43	0.96	NA	0.49	0.99	0.66	0.90	0.46	NA	NA	0.52	0.51	0.43	0.37	0.53	1.00	0.52	0.33	NA	0.53	0.43	0.46	0.39	0.53	0.60	0.42	0.49	0.52	0.45	0.45	0.48	0.66	NA	NA	0.42	0.43	0.62	NA	0.52	0.44	0.70	0.62	NA	NA	0.57	0.28	NA	0.54	0.92
NM_001767|CD2|chr1|+	chr1:117311085-117311836	117311363	0.89	NA	0.95	0.85	0.76	NA	0.77	0.67	0.76	0.85	0.73	0.68	NA	NA	0.78	0.79	0.73	0.79	0.79	0.90	0.88	0.81	0.59	0.56	0.90	0.79	0.78	1.00	NA	0.79	NA	0.88	0.81	0.79	0.81	0.68	0.61	0.69	0.99	0.56	0.74	0.78	0.77	0.71	0.61	0.74	0.74	0.82	0.59	0.74	0.72	0.70	0.79	0.72	0.68	0.72	0.86	0.80	0.70	NA	0.79	0.73	NA	0.81	0.76	0.75	NA	NA	0.81	NA	0.94	0.80
NM_024408|NOTCH2|chr1|-	chr1:120453903-120459317	120459031	0.89	0.78	0.96	0.99	0.95	0.94	0.81	0.90	0.92	0.98	0.89	0.86	0.93	0.89	0.91	0.86	0.92	0.91	0.85	0.97	0.91	0.97	0.84	0.81	1.00	0.91	0.96	NA	0.91	NA	0.88	0.87	0.96	0.92	0.90	0.91	0.81	0.92	NA	0.95	0.83	0.90	0.81	0.98	0.90	0.94	0.95	0.98	0.84	0.84	0.94	0.92	0.95	0.92	0.89	0.97	NA	0.93	0.78	0.95	0.90	0.90	0.84	1.00	0.94	0.97	0.87	0.91	0.79	NA	0.97	0.93
NM_001077397|IRF2BP2|chr1|-	chr1:234739989-234743598	234741746	0.56	0.45	0.53	0.56	0.56	0.64	0.40	0.43	0.47	0.46	0.48	0.46	0.48	0.52	0.53	0.51	0.48	0.58	0.47	0.61	0.74	0.50	0.41	0.45	0.80	0.62	0.49	1.00	0.40	0.73	0.49	0.39	0.55	0.72	0.49	0.50	0.45	0.44	0.74	0.49	0.49	0.51	0.39	0.47	0.42	0.52	0.38	0.58	0.41	0.46	0.43	0.56	0.51	0.55	0.48	0.51	0.82	0.45	0.42	0.51	0.69	0.46	0.42	0.70	0.48	0.69	0.48	0.50	0.42	0.50	0.53	0.77
NM_004494|HDGF|chr1|-	chr1:156711898-156713247	156712983	0.85	0.82	0.87	0.89	0.90	0.89	0.78	0.81	0.85	0.88	0.83	0.83	0.84	0.83	0.87	0.90	0.83	0.85	0.83	0.90	0.90	0.90	0.83	0.73	0.89	0.91	0.86	0.93	0.83	0.91	0.83	0.81	0.94	0.90	0.79	0.78	0.83	0.83	0.92	0.86	0.76	0.84	0.80	0.86	0.84	0.85	0.81	0.89	0.84	0.80	0.78	0.91	0.85	0.90	0.80	0.89	0.95	0.85	0.79	0.86	0.90	0.82	0.83	0.89	0.86	0.93	0.83	0.88	0.82	0.79	0.86	0.89
NM_000775|CYP2J2|chr1|-	chr1:60358993-60359501	60359295	0.85	0.88	NA	0.91	0.89	0.88	0.85	0.85	0.90	0.86	0.98	0.91	0.92	0.86	0.88	0.96	0.92	0.92	0.88	0.88	0.99	0.82	0.83	0.81	0.92	0.92	0.85	1.00	0.84	0.97	0.89	0.92	0.91	0.92	0.86	NA	0.91	0.89	0.98	0.92	0.91	0.92	0.84	0.78	0.89	0.89	0.87	0.89	0.82	0.85	0.82	0.80	0.86	0.91	0.92	0.88	0.93	0.86	0.84	0.86	0.93	0.90	0.89	NA	0.83	0.83	0.92	NA	0.88	NA	0.89	0.95
NM_152372|MYOM3|chr1|-	chr1:24382526-24384117	24383959	0.94	NA	0.84	0.89	NA	0.92	0.79	0.79	0.82	0.93	NA	0.88	0.73	0.82	0.87	0.92	0.84	0.82	0.77	0.85	NA	0.78	NA	0.80	NA	0.85	0.84	0.80	0.91	0.91	0.85	0.83	0.89	0.86	0.73	NA	0.86	0.82	NA	0.90	0.66	0.87	0.77	NA	0.81	0.84	0.83	0.89	0.81	0.83	0.90	0.93	0.78	0.89	0.84	0.90	0.90	0.81	0.77	0.82	0.88	0.80	0.81	0.82	NA	0.88	0.74	0.86	0.66	NA	0.80	NA
NM_001199779|PSMB2|chr1|-	chr1:36067135-36068975	36068790	0.28	0.23	0.22	0.15	0.25	0.19	0.24	0.20	0.24	0.25	0.20	0.24	0.25	0.19	0.21	0.13	0.24	0.19	0.27	0.18	0.09	0.22	0.17	0.25	0.21	0.22	0.22	0.44	0.26	0.19	0.19	0.19	0.20	0.18	0.24	0.21	0.21	0.21	0.17	0.23	0.23	0.16	0.23	0.15	0.20	0.20	0.19	0.17	0.24	0.17	0.27	0.21	0.25	0.18	0.17	0.22	0.15	0.19	0.20	0.18	0.16	0.24	0.24	0.21	0.20	0.15	0.20	0.26	0.19	0.24	0.22	0.17
