event_id	loci	Proximal_Site	TCGA-GC-A3BM-01A-11R-A22U-07	TCGA-CU-A0YN-01A-21R-A10U-07	TCGA-K4-A3WV-01A-11R-A22U-07	TCGA-GC-A6I3-01A-11R-A31N-07	TCGA-BT-A20R-01A-12R-A16R-07	TCGA-BT-A20W-01A-21R-A14Y-07	TCGA-BL-A13J-01A-11R-A277-07	TCGA-BL-A13J-01A-11R-A10U-07	TCGA-BL-A13J-01B-04R-A277-07	TCGA-K4-A54R-01A-11R-A26T-07	TCGA-BT-A20Q-01A-11R-A14Y-07	TCGA-BT-A2LA-01A-11R-A18C-07	TCGA-K4-A5RI-01A-11R-A28M-07	TCGA-BT-A20U-01A-11R-A14Y-07	TCGA-GD-A3OP-01A-21R-A220-07	TCGA-GD-A3OQ-01A-32R-A220-07	TCGA-CU-A0YR-01A-12R-A10U-07	TCGA-GD-A2C5-01A-12R-A180-07	TCGA-GC-A3WC-01A-31R-A22U-07	TCGA-BT-A20N-01A-11R-A14Y-07	TCGA-BT-A2LB-01A-11R-A18C-07
NM_014873|LPGAT1|chr1|-	chr1:211912288-211923392	211916856	0.00	0.00	0.01	NA	NA	NA	0.01	NA	NA	NA	0.01	NA	NA	0.01	0.00	0.00	0.01	NA	0.00	0.00	NA
NM_004964|HDAC1|chr1|+	chr1:32798617-32799234	32798911	0.93	1.00	1.00	1.00	1.00	1.00	0.99	0.95	NA	0.92	0.98	1.00	1.00	0.99	0.96	0.97	1.00	1.00	0.95	0.94	1.00
NM_003557|PIP5K1A|chr1|+	chr1:151220338-151221982	151220488	0.97	0.98	0.98	NA	1.00	0.99	0.97	0.99	NA	0.96	0.98	0.99	0.97	0.95	0.96	0.97	0.97	0.99	0.92	0.96	1.00
NM_015484|SYF2|chr1|-	chr1:25549185-25549922	25549640	0.34	0.30	0.41	0.59	0.44	0.29	0.28	0.38	0.33	0.37	0.43	0.45	0.38	0.37	0.39	0.37	0.34	0.40	0.38	0.32	0.44
NM_001839|CNN3|chr1|-	chr1:95362512-95363639	95363023	0.71	0.62	0.76	1.00	0.87	0.78	0.45	0.67	0.91	0.71	0.75	0.78	0.81	0.78	0.58	0.63	0.71	0.88	0.72	0.65	0.91
NM_020440|PTGFRN|chr1|+	chr1:117529422-117533002	117531111	0.99	0.93	0.99	NA	1.00	1.00	0.53	0.92	NA	1.00	1.00	1.00	1.00	0.97	0.98	0.98	1.00	1.00	0.85	0.90	1.00
NM_006015|ARID1A|chr1|+	chr1:27105513-27108611	27107315	0.93	1.00	0.99	NA	1.00	1.00	0.39	0.96	0.85	0.99	0.99	1.00	1.00	0.99	0.98	0.97	1.00	0.99	0.93	0.96	1.00
NM_005600|NIT1|chr1|+	chr1:161090288-161090837	161090507	0.62	0.59	0.60	0.92	0.72	0.77	0.57	0.61	0.56	0.54	0.68	0.67	0.62	0.70	0.55	0.54	0.66	0.69	0.56	0.63	0.64
NM_002858|ABCD3|chr1|+	chr1:94982607-94984306	94982757	0.95	0.94	0.95	NA	0.97	0.97	0.88	0.91	0.97	0.98	0.96	0.96	0.99	0.95	0.95	0.94	0.94	0.95	0.92	0.94	0.98
NM_001193617|SCP2|chr1|+	chr1:53516280-53517254	53516822	0.63	0.77	0.73	0.96	0.95	0.86	0.42	0.75	0.75	0.90	0.80	0.84	0.55	0.71	0.46	0.70	0.82	0.99	0.50	0.77	0.93
NM_001130041|SHC1|chr1|-	chr1:154934546-154936407	154936103	0.75	0.71	0.78	0.84	0.80	0.74	0.70	0.73	0.94	0.89	0.76	0.82	0.83	0.72	0.78	0.74	0.72	0.86	0.73	0.72	0.74
NM_078626|CDKN2C|chr1|+	chr1:51439564-51440336	51439889	0.66	0.79	0.72	NA	0.88	0.60	0.40	0.53	NA	NA	0.62	0.72	0.75	0.78	0.67	0.49	NA	0.83	0.70	NA	0.78
NM_018045|BSDC1|chr1|-	chr1:32828218-32832255	32830958	0.08	0.06	0.09	0.21	0.08	0.16	0.08	0.08	NA	0.06	0.07	0.07	0.11	0.06	0.07	0.04	0.06	0.14	0.10	0.05	0.06
NM_014184|CNIH4|chr1|+	chr1:224563496-224566106	224563646	0.09	0.05	0.04	0.02	0.06	0.04	0.09	0.06	0.15	0.02	0.08	0.11	0.04	0.10	0.11	0.08	0.05	0.03	0.09	0.04	0.06
NM_003713|PPAP2B|chr1|-	chr1:56960413-56962348	56961000	0.76	0.80	0.91	NA	0.90	0.81	0.81	0.77	NA	1.00	0.87	0.89	0.91	0.84	0.87	0.80	0.80	0.91	0.79	0.87	0.92
NM_001674|ATF3|chr1|+	chr1:212792699-212794121	212793022	0.86	0.82	0.93	NA	0.89	0.88	0.83	0.85	0.99	0.88	0.88	0.90	0.91	0.84	0.82	0.83	0.87	NA	0.88	0.86	0.88
NM_018379|FAM63A|chr1|-	chr1:150965513-150969843	150969382	0.64	0.31	0.21	0.30	0.28	0.61	0.45	0.32	NA	0.55	0.32	0.54	0.43	0.41	0.42	0.41	NA	0.40	0.36	0.58	0.28
NM_023018|NADK|chr1|-	chr1:1682670-1684499	1684206	0.77	0.79	0.64	0.88	0.77	0.82	0.81	0.87	NA	0.84	0.86	0.92	0.79	0.78	0.85	0.79	0.83	0.85	0.77	0.82	0.78
NM_001166059|HMGCL|chr1|-	chr1:24128367-24129054	24128808	0.98	0.83	1.00	1.00	1.00	0.96	0.77	0.89	NA	0.93	0.93	0.85	1.00	0.88	0.96	0.95	0.93	1.00	0.94	0.94	0.98
NM_207356|C1orf174|chr1|-	chr1:3805699-3806637	3806487	0.94	0.89	0.97	1.00	0.86	0.95	0.76	0.82	NA	0.99	0.96	0.95	0.89	0.85	0.93	0.85	0.94	0.93	0.92	0.85	0.94
NM_005826|HNRNPR|chr1|-	chr1:23631262-23637559	23636353	0.07	0.03	0.02	0.03	0.04	0.03	0.10	0.04	0.74	0.06	0.02	0.03	0.03	0.03	0.04	0.03	0.04	0.09	0.03	0.04	0.02
NM_004768|SRSF11|chr1|+	chr1:70716290-70718732	70717547	0.27	0.11	0.16	0.29	0.23	0.25	0.18	0.17	0.57	0.22	0.22	0.15	0.29	0.22	0.21	0.23	0.28	0.29	0.15	0.14	0.25
NM_012090|MACF1|chr1|+	chr1:39951209-39952692	39951591	0.66	0.64	0.62	1.00	0.86	0.71	0.69	0.79	NA	0.75	0.71	0.83	0.83	0.77	0.74	0.68	0.66	0.75	0.68	0.67	0.87
NM_018060|IARS2|chr1|+	chr1:220320834-220321370	220321063	0.69	0.75	0.78	1.00	0.84	0.72	0.47	0.70	0.62	0.69	0.69	0.75	0.76	0.70	0.69	0.71	0.76	0.85	0.68	0.71	0.81
NR_026900|FLJ23867|chr1|+	chr1:180167143-180173556	180169409	0.14	0.07	0.04	0.15	0.03	0.08	0.09	0.09	0.32	0.02	0.03	0.09	0.07	0.10	0.05	0.06	0.06	0.10	0.17	0.11	0.03
NM_003729|RTCA|chr1|+	chr1:100756958-100758474	100757276	0.42	0.18	0.23	0.20	0.29	0.29	0.24	0.18	NA	0.26	0.35	0.35	0.36	0.27	0.47	0.32	0.44	0.28	0.35	0.27	0.32
NM_004326|BCL9|chr1|+	chr1:147095642-147099365	147097981	0.02	NA	0.01	NA	NA	0.04	NA	0.01	NA	NA	0.02	0.01	0.04	0.00	0.01	0.00	NA	NA	0.02	0.05	0.00
NM_022157|RRAGC|chr1|-	chr1:39303856-39305376	39305123	0.86	0.88	0.94	NA	0.96	0.97	0.78	0.88	NA	0.98	0.95	0.98	0.99	0.90	0.94	0.92	0.95	0.95	0.90	0.96	0.94
NM_015023|WDTC1|chr1|+	chr1:27632676-27635039	27634339	0.53	0.55	0.67	NA	0.80	0.63	NA	0.70	NA	0.58	0.59	0.73	0.77	0.48	0.53	0.57	0.55	0.91	0.48	0.53	0.78
NM_001199039|SERINC2|chr1|+	chr1:31906910-31907968	31907474	0.04	0.04	0.04	0.08	0.05	0.05	0.11	0.05	0.34	0.04	0.05	0.03	0.05	0.05	0.05	0.04	0.05	0.05	0.05	0.05	0.05
NM_133494|NEK7|chr1|+	chr1:198288541-198291561	198288719	0.72	0.76	0.78	NA	0.81	0.81	0.64	0.80	0.86	0.86	0.73	0.83	0.86	0.71	0.70	0.81	0.79	0.84	0.66	0.75	0.88
NM_001146171|TATDN3|chr1|+	chr1:212988354-212990028	212988597	0.39	NA	0.42	0.25	0.42	0.50	NA	NA	NA	0.23	0.40	0.71	0.60	0.50	0.56	NA	0.51	0.24	0.59	NA	0.32
NM_032881|LSM10|chr1|-	chr1:36859022-36859754	36859368	0.98	0.94	1.00	1.00	1.00	0.98	NA	0.93	NA	0.95	0.97	0.98	0.94	0.96	0.94	0.96	0.97	1.00	0.92	0.97	1.00
NM_032174|TOMM40L|chr1|+	chr1:161198745-161202271	161200363	0.05	NA	0.05	0.13	NA	NA	0.09	0.05	NA	0.03	0.05	0.07	0.03	NA	0.04	NA	0.06	NA	0.06	0.09	0.02
NM_006820|IFI44L|chr1|+	chr1:79107459-79115470	79108422	0.28	0.24	NA	0.27	0.24	NA	NA	NA	NA	0.28	0.24	NA	NA	NA	0.30	0.21	NA	0.29	0.25	NA	0.16
NM_174896|C1orf162|chr1|+	chr1:112020604-112021134	112020828	NA	0.88	NA	1.00	1.00	NA	NA	NA	NA	0.94	0.94	NA	1.00	1.00	0.99	NA	0.86	NA	0.94	NA	1.00
NM_018150|RNF220|chr1|+	chr1:45116375-45117397	45116525	0.75	0.85	0.81	0.88	0.89	0.84	0.67	0.83	NA	0.84	0.89	0.88	0.84	0.81	0.77	0.79	0.82	0.87	0.80	0.82	0.86
NM_022735|ACBD3|chr1|-	chr1:226332380-226334522	226334355	0.82	0.87	0.91	NA	0.93	0.90	0.60	0.82	0.99	0.96	0.87	0.93	0.98	0.79	0.75	0.82	0.88	0.90	0.86	0.88	0.95
NM_019118|TMEM234|chr1|-	chr1:32680065-32682548	32681827	NA	0.17	0.19	NA	0.07	0.23	NA	NA	NA	0.20	0.21	0.09	0.14	NA	NA	0.13	NA	NA	NA	0.18	0.21
NM_001200050|NPL|chr1|+	chr1:182797858-182799533	182798072	0.74	NA	NA	0.70	NA	NA	NA	0.70	NA	0.88	0.89	NA	0.84	0.85	0.78	NA	0.82	0.93	0.73	0.69	0.96
NM_019610|RBMXL1|chr1|-	chr1:89444150-89449749	89448614	0.83	0.83	0.78	NA	NA	0.83	0.27	NA	NA	0.81	0.80	0.96	NA	0.74	0.90	0.77	0.73	NA	0.71	0.76	NA
NM_005819|STX6|chr1|-	chr1:180937547-180945782	180942243	0.01	0.02	0.02	0.05	0.02	0.01	0.02	0.01	0.12	0.01	0.02	0.02	0.02	0.01	0.02	0.01	0.02	0.02	0.02	0.02	0.02
NM_000157|GBA|chr1|-	chr1:155201082-155204891	155203901	0.31	0.23	0.26	0.09	0.10	0.20	0.21	0.32	NA	0.21	0.18	0.21	0.28	0.19	0.28	0.25	0.19	0.09	0.21	0.21	0.12
NM_001554|CYR61|chr1|+	chr1:86048422-86049532	86048786	0.75	0.87	0.96	1.00	0.93	0.84	0.47	0.80	0.98	0.79	0.88	0.90	0.89	0.94	0.77	0.77	0.74	0.95	0.86	0.90	0.93
NM_001044391|MUC1|chr1|-	chr1:155157980-155158685	155158343	0.03	0.04	0.04	0.10	0.05	0.06	0.08	0.06	0.16	0.04	0.05	NA	0.05	0.04	0.04	0.04	0.05	0.06	0.04	0.06	0.06
NM_003676|DEGS1|chr1|+	chr1:224380033-224381192	224380753	0.27	0.28	0.28	0.86	0.39	0.26	0.20	0.41	0.36	0.52	0.36	0.35	0.44	0.31	0.39	0.29	0.31	0.42	0.30	0.31	0.43
NM_024602|HECTD3|chr1|-	chr1:45468210-45469248	45469098	0.95	0.95	0.99	0.95	1.00	0.97	NA	0.98	NA	0.98	0.96	0.98	0.98	0.95	0.97	0.93	1.00	0.97	0.93	0.98	0.98
NM_014280|DNAJC8|chr1|-	chr1:28527063-28527881	28527678	0.69	0.67	0.74	0.98	0.86	0.64	0.57	0.72	NA	0.78	0.70	0.73	0.78	0.62	0.71	0.67	0.63	0.87	0.69	0.76	0.83
NM_001748|CAPN2|chr1|+	chr1:223962535-223963648	223962707	0.91	0.89	0.95	0.99	0.98	0.96	0.69	0.92	0.74	0.97	0.96	0.93	0.96	0.90	0.94	0.91	0.89	0.93	0.91	0.93	0.97
NM_206926|SEPN1|chr1|+	chr1:26142038-26144713	26143337	0.88	0.91	0.88	NA	0.96	0.91	0.60	0.88	0.66	0.93	0.89	0.94	0.92	0.88	0.85	0.86	0.88	0.96	0.88	0.88	0.89
NM_016011|MECR|chr1|-	chr1:29519394-29520691	29520375	0.24	0.17	0.14	0.08	0.18	0.25	NA	0.20	NA	0.12	0.15	0.62	0.23	0.28	0.28	0.13	0.13	0.12	0.40	0.16	0.14
NM_014223|NFYC|chr1|+	chr1:41236380-41237271	41236656	0.73	0.74	0.68	0.75	0.85	0.69	0.62	0.72	NA	0.68	0.81	0.90	0.84	0.87	0.78	0.73	0.66	0.84	0.73	0.67	0.87
NM_000574|CD55|chr1|+	chr1:207532890-207535035	207533680	0.04	0.07	0.06	0.08	0.08	0.06	0.07	0.05	0.11	0.07	0.07	0.07	0.06	0.08	0.04	0.06	0.05	0.05	0.04	0.05	0.07
NM_001135669|XPR1|chr1|+	chr1:180853141-180859858	180855321	0.22	0.31	0.15	0.28	0.34	0.30	0.20	0.17	0.29	0.25	0.26	0.69	0.29	0.26	0.28	0.23	0.22	0.32	0.24	0.20	0.23
NM_032348|MXRA8|chr1|-	chr1:1286850-1289009	1288095	NA	0.18	0.02	0.03	0.01	0.12	0.03	0.04	NA	0.03	0.03	0.01	0.05	0.08	0.08	0.16	0.06	0.03	0.13	0.12	0.02
NM_001193571|CSRP1|chr1|-	chr1:201452657-201453917	201453295	1.00	0.99	1.00	1.00	1.00	1.00	0.82	0.99	0.96	1.00	0.99	1.00	1.00	0.99	0.99	1.00	0.98	1.00	1.00	1.00	1.00
NM_024544|MUL1|chr1|-	chr1:20825928-20827912	20827762	0.92	0.96	0.93	NA	0.96	0.96	0.72	0.92	NA	0.95	0.93	0.99	0.96	0.93	0.96	0.93	0.93	0.95	0.95	0.94	0.98
NR_028104|DCAF8|chr1|-	chr1:160185494-160187498	160187149	0.55	0.63	0.42	0.91	0.59	0.52	0.49	0.65	0.95	0.61	0.60	0.64	0.62	0.75	0.60	0.59	0.62	0.59	0.57	0.62	0.57
NM_013411|AK2|chr1|-	chr1:33470939-33476434	33474565	0.07	0.05	0.05	0.23	0.06	0.15	0.04	0.03	0.15	0.06	0.04	0.11	0.08	0.05	0.06	0.05	0.05	0.09	0.09	0.10	0.06
NM_004481|GALNT2|chr1|+	chr1:230415048-230417880	230415735	0.91	0.85	0.85	0.63	0.71	0.97	0.64	0.74	NA	0.74	0.83	0.96	0.94	0.92	0.86	0.86	0.79	0.88	0.92	0.79	0.89
NM_000963|PTGS2|chr1|-	chr1:186640838-186643894	186643520	0.75	0.93	NA	NA	NA	0.73	0.51	0.86	0.98	0.95	NA	NA	0.85	0.80	0.79	0.83	0.88	0.89	0.77	0.86	0.96
NM_018125|ARHGEF10L|chr1|+	chr1:18023342-18024370	18023510	0.81	0.78	0.93	1.00	0.93	0.92	NA	0.83	NA	0.95	0.88	0.92	0.91	0.87	0.78	0.73	0.83	0.92	0.80	0.78	0.89
NM_004565|PEX14|chr1|+	chr1:10689587-10690815	10689847	0.66	0.64	0.77	0.96	0.80	0.82	NA	0.78	NA	0.74	0.76	0.70	0.77	0.68	0.67	0.62	0.75	0.87	0.71	0.72	0.73
NM_024066|ERI3|chr1|-	chr1:44686745-44687312	44687112	0.82	0.83	0.99	1.00	0.98	0.96	0.92	0.90	NA	0.93	0.86	0.92	0.92	0.91	0.88	0.92	0.93	0.98	0.91	0.85	0.97
NM_001441|FAAH|chr1|+	chr1:46879118-46881416	46879491	0.11	0.04	0.16	0.02	0.05	0.13	NA	0.10	NA	0.04	NA	0.09	0.08	0.05	0.07	0.07	NA	0.03	NA	0.15	0.04
NM_144988|ALG14|chr1|-	chr1:95448336-95448862	95448641	0.62	0.69	0.68	0.92	0.76	0.75	NA	0.77	NA	NA	0.73	0.78	0.78	0.72	0.72	0.65	0.83	0.83	0.70	0.67	0.66
NM_016183|MRTO4|chr1|+	chr1:19585174-19586627	19585457	0.62	0.76	0.63	0.71	0.68	0.72	0.52	0.72	NA	0.70	0.73	0.85	0.55	0.57	0.64	0.63	0.79	0.48	0.70	0.66	0.66
NM_030645|SH3BP5L|chr1|-	chr1:249104659-249106569	249106419	0.91	0.89	0.96	NA	NA	0.89	NA	NA	NA	0.94	0.90	0.92	0.94	0.94	0.94	0.90	NA	0.93	0.96	NA	0.94
NM_001276|CHI3L1|chr1|-	chr1:203148060-203148713	203148393	NA	0.92	0.99	1.00	1.00	0.95	NA	0.94	NA	0.91	0.99	NA	0.89	1.00	NA	0.92	0.89	0.99	0.93	0.97	0.97
NM_001938|DR1|chr1|+	chr1:93826049-93833020	93828072	0.26	0.17	0.29	0.18	0.21	0.20	0.11	0.11	0.24	0.20	0.20	0.15	0.19	0.18	0.28	0.22	0.34	0.16	0.18	0.15	0.24
NM_016052|RRP15|chr1|+	chr1:218504289-218505006	218504564	0.47	0.36	0.32	0.45	0.62	0.47	NA	0.39	NA	0.35	0.54	0.44	0.50	0.55	0.44	0.38	0.48	0.50	0.37	0.43	0.48
NM_001198774|PI4KB|chr1|-	chr1:151264228-151265509	151264767	0.28	0.34	0.32	0.65	0.36	0.33	0.32	0.27	NA	0.37	0.34	0.35	0.33	0.35	0.26	0.27	0.38	0.49	0.23	0.32	0.37
NM_024420|PLA2G4A|chr1|+	chr1:186957508-186958173	186957749	0.51	NA	0.63	0.65	0.75	NA	0.40	0.50	0.68	0.72	0.50	NA	0.58	0.36	0.41	0.37	NA	0.64	0.34	0.49	0.68
NM_006559|KHDRBS1|chr1|+	chr1:32508127-32513981	32509442	0.01	0.01	0.01	0.02	0.01	0.01	0.03	0.01	0.22	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.02	0.01	0.00	0.01
NM_025150|TARS2|chr1|+	chr1:150479391-150480082	150479744	0.75	0.89	0.76	1.00	0.98	0.98	0.50	0.74	NA	0.85	0.88	0.88	0.88	0.88	0.76	0.88	0.83	0.86	0.83	0.87	0.85
NM_003780|B4GALT2|chr1|+	chr1:44455969-44456847	44456261	0.83	0.84	0.92	1.00	0.99	1.00	0.76	0.92	NA	0.84	1.00	0.95	0.90	0.99	0.84	0.76	0.99	1.00	0.90	1.00	1.00
NR_024510|LOC728855|chr1|-	chr1:144299102-144301536	144300540	0.06	0.04	0.04	0.03	0.05	0.03	0.03	0.02	NA	NA	0.04	0.09	0.03	0.06	0.03	0.05	NA	0.03	0.05	0.02	0.03
NM_004494|HDGF|chr1|-	chr1:156711896-156713247	156712983	0.81	0.83	0.86	0.90	0.87	0.88	0.67	0.87	0.97	0.86	0.91	0.88	0.88	0.82	0.81	0.82	0.88	0.90	0.79	0.86	0.89
NM_033088|FAM40A|chr1|+	chr1:110596286-110600833	110597210	0.07	0.06	0.03	0.01	0.02	0.03	NA	0.02	NA	0.02	0.03	0.03	0.02	0.11	0.05	0.04	0.06	0.05	0.09	0.11	0.02
NM_032800|C1orf198|chr1|-	chr1:230972852-230975654	230975502	0.95	0.92	0.94	NA	0.93	0.97	0.75	0.86	0.73	0.95	0.93	0.87	1.00	1.00	0.93	0.90	0.94	0.92	0.93	0.93	0.92
NM_175852|TXLNA|chr1|+	chr1:32660502-32666200	32663862	0.02	0.01	0.02	NA	0.01	0.04	0.01	0.01	NA	0.01	0.01	0.01	0.01	0.00	0.02	0.00	NA	0.02	0.02	0.01	0.02
NM_001035230|RABGAP1L|chr1|+	chr1:174927027-174933498	174927290	NA	NA	NA	0.00	0.01	NA	0.10	0.01	NA	0.00	NA	NA	0.01	NA	0.01	NA	0.01	0.01	0.02	0.01	0.01
NM_032324|NTPCR|chr1|+	chr1:233113908-233114784	233114111	0.27	0.24	0.22	0.29	0.28	0.22	0.27	0.25	NA	0.19	0.24	0.38	0.23	0.31	0.26	0.26	0.22	0.27	0.29	0.21	0.22
NM_031844|HNRNPU|chr1|-	chr1:245013137-245017805	245017018	0.08	0.04	0.04	0.06	0.07	0.06	0.15	0.07	0.37	0.04	0.06	0.06	0.06	0.06	0.10	0.07	0.08	0.05	0.08	0.06	0.05
NM_000848|GSTM2|chr1|+	chr1:110217368-110217912	110217530	1.00	NA	1.00	1.00	1.00	1.00	NA	0.87	NA	0.86	0.93	0.95	0.89	1.00	0.94	NA	NA	1.00	0.91	0.98	NA
NM_032125|TMEM222|chr1|+	chr1:27661869-27662891	27662019	0.99	0.99	1.00	1.00	1.00	1.00	0.90	0.93	NA	1.00	0.99	1.00	1.00	0.95	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_014408|TRAPPC3|chr1|-	chr1:36602174-36602923	36602602	0.45	0.39	0.37	0.54	0.50	0.54	0.49	0.43	0.84	0.41	0.51	0.48	0.41	0.46	0.46	0.41	0.47	0.59	0.37	0.41	0.48
NM_015164|PLEKHM2|chr1|+	chr1:16060291-16061278	16060806	0.94	0.89	0.98	1.00	0.99	0.88	0.73	0.94	NA	0.90	0.96	0.94	0.95	0.89	0.88	0.91	0.94	1.00	0.98	0.88	1.00
NM_001040194|AGTRAP|chr1|+	chr1:11810133-11810843	11810283	0.94	0.91	0.99	1.00	1.00	0.99	0.92	0.92	NA	0.95	0.98	0.97	0.97	0.92	0.97	0.97	0.96	1.00	0.97	0.93	0.98
NM_002923|RGS2|chr1|+	chr1:192780531-192781405	192781030	0.96	0.91	0.95	1.00	1.00	0.94	0.67	0.85	0.97	0.98	0.96	0.95	0.95	0.98	0.93	0.92	0.78	0.96	0.92	0.96	1.00
NM_022664|ECM1|chr1|+	chr1:150485712-150486259	150485928	NA	0.16	0.22	0.22	0.15	0.18	0.21	0.19	NA	0.18	0.17	NA	0.18	0.18	0.19	0.18	0.12	0.21	0.17	0.13	0.17
NM_014409|TAF5L|chr1|-	chr1:229728856-229730841	229729728	0.53	0.73	0.82	NA	NA	0.82	NA	NA	NA	NA	0.88	0.90	0.80	0.71	0.51	0.60	0.81	NA	0.60	0.68	0.88
NR_037962|RHOU|chr1|+	chr1:228879031-228882429	228879506	0.53	NA	0.53	0.46	0.62	0.71	0.52	0.63	0.91	0.40	0.67	0.86	NA	NA	0.77	0.66	0.74	0.75	NA	0.70	0.72
NM_024901|DENND2D|chr1|-	chr1:111729793-111730303	111730112	0.85	0.83	0.89	1.00	0.99	0.92	0.87	0.81	NA	0.76	0.92	0.88	0.86	0.80	0.80	0.82	0.89	0.99	0.81	0.85	0.91
NM_000302|PLOD1|chr1|+	chr1:12034709-12035602	12034962	0.93	0.93	0.95	1.00	0.98	0.97	0.89	0.97	1.00	0.98	0.98	0.99	0.97	0.99	0.93	0.92	0.98	0.98	0.95	0.98	0.98
NM_006542|SPHAR|chr1|+	chr1:229440128-229441687	229440598	0.41	NA	0.35	NA	0.48	0.37	NA	0.45	NA	NA	0.38	0.44	0.32	0.36	0.31	0.31	0.45	0.48	0.32	0.40	0.47
NM_015434|INTS7|chr1|-	chr1:212113771-212115453	212114783	0.27	0.18	0.12	0.28	0.28	0.20	NA	NA	NA	0.27	0.31	0.36	0.28	0.52	0.34	0.29	0.27	0.20	0.26	0.27	0.28
NM_152365|C1orf172|chr1|-	chr1:27275909-27276642	27276256	0.62	0.65	0.68	0.88	0.71	0.71	NA	0.65	NA	0.55	0.69	0.65	0.68	0.64	0.55	0.61	0.71	0.81	0.67	0.67	0.66
NM_002074|GNB1|chr1|-	chr1:1716714-1718492	1718270	0.68	0.50	0.55	0.49	0.70	0.69	0.69	0.63	0.87	0.67	0.64	0.79	0.83	0.64	0.73	0.65	0.71	0.61	0.62	0.57	0.68
NM_022366|TFB2M|chr1|-	chr1:246703889-246704504	246704212	0.29	0.27	0.43	0.68	0.44	0.32	NA	0.42	NA	0.20	0.25	0.33	0.40	0.29	0.33	0.29	0.35	0.60	0.28	0.30	0.38
NR_026550|BRP44|chr1|-	chr1:167886440-167887597	167887375	0.09	0.08	0.05	0.04	0.06	0.08	0.08	0.06	0.15	0.05	0.08	0.07	0.08	0.10	0.13	0.09	0.08	0.06	0.07	0.06	0.06
NM_001162916|TYW3|chr1|+	chr1:75229577-75232346	75230045	0.54	0.47	0.20	0.17	0.43	0.43	NA	NA	NA	NA	0.39	0.39	0.39	0.48	0.61	0.52	NA	0.28	0.60	0.31	0.30
NM_032017|STK40|chr1|-	chr1:36805211-36807574	36807350	0.99	0.98	0.97	NA	NA	0.98	NA	NA	NA	0.95	0.96	0.99	0.99	0.96	0.97	0.98	0.99	0.99	0.99	1.00	0.95
NM_001243765|RABGAP1L|chr1|+	chr1:174958985-174964482	174960209	NA	NA	NA	NA	NA	NA	0.44	0.98	0.90	0.94	1.00	NA	NA	NA	1.00	0.98	1.00	1.00	0.98	0.97	0.93
NM_138346|KIAA2013|chr1|-	chr1:11979673-11980389	11980179	0.37	0.32	0.33	0.35	0.38	0.42	0.35	0.33	0.63	0.36	0.37	0.55	0.43	0.40	0.43	0.37	0.36	0.32	0.29	0.30	0.40
NM_015696|GPX7|chr1|+	chr1:53073933-53074761	53074395	0.62	0.78	0.76	NA	0.84	0.71	NA	0.76	NA	0.66	0.71	0.81	NA	0.86	0.63	0.71	0.59	0.87	NA	0.72	0.81
NM_138740|C1orf43|chr1|-	chr1:154179184-154180124	154179974	0.95	0.96	0.97	1.00	1.00	1.00	0.87	0.96	0.99	0.95	0.99	1.00	1.00	0.96	0.93	0.92	0.97	1.00	0.96	0.98	1.00
NM_144584|HENMT1|chr1|-	chr1:109190920-109191613	109191291	0.80	0.88	0.93	1.00	0.96	0.99	NA	0.83	NA	NA	0.87	0.83	0.91	0.82	0.86	0.81	NA	1.00	NA	0.83	0.89
NM_012243|SLC35A3|chr1|+	chr1:100487941-100492423	100488357	0.63	0.47	0.49	NA	0.43	0.62	0.36	0.62	0.47	NA	0.56	0.46	0.45	0.55	0.47	0.63	0.55	0.47	0.58	0.46	NA
NM_005517|HMGN2|chr1|+	chr1:26801603-26803459	26802428	0.02	0.02	0.03	0.06	0.03	0.03	0.03	0.02	0.08	0.02	0.02	0.03	0.03	0.02	0.02	0.02	0.03	0.03	0.02	0.02	0.02
NM_053053|TADA1|chr1|-	chr1:166825585-166826956	166826806	0.90	NA	0.96	NA	NA	0.93	0.88	0.87	NA	0.93	0.93	0.96	0.97	0.83	0.84	0.93	0.91	0.96	0.92	0.84	NA
NM_006762|LAPTM5|chr1|-	chr1:31205307-31206764	31206614	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_018156|VPS13D|chr1|+	chr1:12568946-12572110	12570345	0.56	0.23	0.27	0.29	0.25	0.29	NA	0.38	NA	0.36	0.41	0.39	0.44	0.50	0.58	0.42	0.46	0.34	0.52	0.30	0.29
NM_030937|CCNL2|chr1|-	chr1:1321133-1322962	1322138	0.16	0.19	0.16	0.34	0.27	0.16	0.12	0.13	0.29	0.16	0.21	0.27	0.21	0.28	0.23	0.18	0.23	0.17	0.17	0.13	0.21
NM_080738|EDARADD|chr1|+	chr1:236645566-236651859	236648212	0.13	NA	NA	NA	NA	0.22	NA	0.08	NA	0.16	0.22	NA	NA	0.13	0.11	0.12	NA	0.22	0.11	0.14	0.15
NM_032636|PSRC1|chr1|-	chr1:109822185-109822778	109822504	0.83	0.94	0.92	1.00	NA	0.97	NA	0.81	NA	0.86	NA	0.89	1.00	0.83	NA	0.96	0.93	0.96	0.80	0.93	0.81
